Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,"0.084 [0.078,0.091]",2.744e-140,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-PL%,"0.080 [0.072,0.088]",2.833e-81,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C%,"0.075 [0.068,0.083]",6.099e-73,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,"0.070 [0.062,0.077]",3.060e-62,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-6%,"0.068 [0.061,0.075]",5.041e-72,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-PL,"0.067 [0.061,0.074]",8.512e-94,***,Phospholipids in Very Large HDL
HDL-size,"0.067 [0.060,0.074]",4.383e-80,***,Average Diameter for HDL Particles
XL-HDL-FC,"0.067 [0.061,0.073]",2.317e-101,***,Free Cholesterol in Very Large HDL
XL-HDL-L,"0.066 [0.060,0.072]",1.514e-89,***,Total-Lipids in Very Large HDL
L-HDL-FC%,"0.065 [0.057,0.073]",8.709e-52,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-C,"0.065 [0.059,0.071]",9.188e-88,***,Cholesterol in Very Large HDL
S-LDL-PL%,"0.064 [0.058,0.070]",9.927e-89,***,Phospholipids to Total-Lipids in Small LDL percentage
LA%,"0.063 [0.056,0.070]",1.306e-66,***,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-CE,"0.063 [0.057,0.069]",2.473e-81,***,Cholesteryl Esters in Very Large HDL
GlycA,"0.059 [0.053,0.066]",3.625e-62,***,Glycoprotein Acetyls
XL-HDL-P,"0.057 [0.051,0.063]",3.986e-69,***,Concentration of Very Large HDL Particles
L-HDL-CE,"0.053 [0.046,0.059]",1.091e-49,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.052 [0.046,0.059]",9.019e-49,***,Cholesterol in Large HDL
M-LDL-FC%,"0.050 [0.043,0.057]",4.296e-39,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,"0.049 [0.043,0.055]",1.014e-60,***,Glycine
L-HDL-FC,"0.049 [0.042,0.055]",1.978e-44,***,Free Cholesterol in Large HDL
XL-VLDL-CE%,"0.048 [0.041,0.054]",1.127e-44,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"0.047 [0.041,0.054]",3.421e-45,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE%,"0.047 [0.040,0.055]",2.023e-32,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-VLDL-CE%,"0.047 [0.040,0.053]",2.461e-40,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
IDL-PL%,"0.047 [0.041,0.053]",2.635e-47,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,"0.046 [0.040,0.052]",1.532e-42,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Lactate,"0.046 [0.040,0.052]",4.938e-44,***,Lactate
L-HDL-L,"0.046 [0.039,0.052]",1.393e-34,***,Total-Lipids in Large HDL
M-VLDL-C%,"0.045 [0.038,0.052]",4.227e-31,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-P,"0.045 [0.038,0.051]",3.005e-37,***,Concentration of Large HDL Particles
L-HDL-PL,"0.039 [0.032,0.046]",1.390e-25,***,Phospholipids in Large HDL
XL-VLDL-FC%,"0.039 [0.033,0.045]",4.094e-31,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL%,"0.039 [0.032,0.045]",2.480e-26,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,"0.035 [0.028,0.042]",5.287e-19,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,"0.034 [0.027,0.041]",8.319e-17,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC%,"0.033 [0.027,0.040]",1.246e-17,***,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-C%,"0.033 [0.027,0.040]",4.743e-16,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,"0.033 [0.027,0.040]",1.400e-16,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-C%,"0.033 [0.027,0.039]",4.907e-21,***,Cholesterol to Total-Lipids in Large VLDL percentage
Pyruvate,"0.033 [0.027,0.039]",1.907e-20,***,Pyruvate
PUFA%,"0.033 [0.026,0.040]",1.566e-13,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,"0.033 [0.027,0.039]",7.394e-20,***,Citrate
S-LDL-FC%,"0.032 [0.026,0.039]",3.365e-16,***,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA/MUFA,"0.029 [0.022,0.036]",2.826e-10,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-C%,"0.029 [0.023,0.035]",2.744e-15,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,"0.027 [0.021,0.033]",1.051e-12,***,Phenylalanine
M-VLDL-PL%,"0.026 [0.020,0.033]",1.053e-09,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XXL-VLDL-CE%,"0.025 [0.019,0.031]",6.484e-12,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,"0.025 [0.019,0.031]",1.262e-10,***,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-size,"0.024 [0.018,0.031]",1.245e-07,***,Average Diameter for LDL Particles
S-VLDL-PL%,"0.024 [0.018,0.031]",2.835e-08,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"0.024 [0.017,0.030]",7.454e-08,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,"0.024 [0.017,0.030]",3.390e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,"0.023 [0.016,0.030]",2.313e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-CE%,"0.022 [0.016,0.028]",1.440e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XXL-VLDL-FC%,"0.022 [0.015,0.028]",1.363e-06,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-C%,"0.021 [0.014,0.028]",0.002,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,"0.019 [0.012,0.026]",0.037,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,"0.016 [0.010,0.021]",0.036,*,3-Hydroxybutyrate
IDL-PL,"-0.017 [-0.023,-0.011]",0.023,*,Phospholipids in IDL
