Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"0.250 [0.224,0.275]",1.730e-77,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,"0.236 [0.212,0.260]",1.426e-75,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,"0.234 [0.209,0.259]",1.098e-69,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.221 [0.196,0.246]",2.864e-62,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-C%,"0.158 [0.130,0.186]",1.589e-23,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,"0.153 [0.125,0.180]",4.230e-22,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Unsaturation,"0.143 [0.119,0.167]",7.308e-27,***,Degree of Unsaturation
M-LDL-FC%,"0.130 [0.106,0.154]",3.404e-20,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,"0.125 [0.102,0.148]",5.568e-21,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,"0.114 [0.094,0.135]",2.139e-21,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC,"0.114 [0.093,0.135]",1.783e-21,***,Free Cholesterol in Very Large HDL
XL-VLDL-C%,"0.114 [0.092,0.136]",1.638e-19,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE%,"0.113 [0.088,0.138]",6.207e-13,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,"0.111 [0.087,0.135]",1.524e-14,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC%,"0.110 [0.087,0.134]",3.854e-15,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-CE%,"0.110 [0.088,0.132]",1.917e-17,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,"0.109 [0.086,0.131]",7.463e-16,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-C%,"0.107 [0.083,0.132]",2.152e-12,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-PL%,"0.106 [0.078,0.133]",2.525e-08,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-C,"0.102 [0.081,0.124]",6.219e-15,***,Cholesterol in Very Large HDL
L-HDL-FC%,"0.100 [0.072,0.128]",8.037e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-PL,"0.099 [0.077,0.121]",1.030e-13,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.099 [0.077,0.121]",2.281e-13,***,Total-Lipids in Very Large HDL
XS-VLDL-C%,"0.098 [0.073,0.123]",3.584e-09,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE,"0.097 [0.075,0.119]",9.348e-13,***,Cholesteryl Esters in Very Large HDL
S-LDL-PL%,"0.096 [0.075,0.117]",1.376e-13,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,"0.095 [0.069,0.120]",4.325e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,"0.093 [0.069,0.117]",4.303e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-size,"0.093 [0.070,0.117]",1.189e-09,***,Average Diameter for HDL Particles
M-VLDL-FC%,"0.086 [0.062,0.109]",2.538e-07,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-P,"0.085 [0.063,0.106]",2.391e-09,***,Concentration of Very Large HDL Particles
