Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.475 [0.467,0.484]",0.000e+00,***,Creatinine
Val,"0.431 [0.424,0.438]",0.000e+00,***,Valine
Total-BCAA,"0.398 [0.391,0.405]",0.000e+00,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"0.353 [0.346,0.360]",0.000e+00,***,Leucine
Ile,"0.318 [0.311,0.326]",0.000e+00,***,Isoleucine
Phe,"0.307 [0.300,0.314]",0.000e+00,***,Phenylalanine
Tyr,"0.273 [0.266,0.280]",0.000e+00,***,Tyrosine
Omega-3,"0.125 [0.117,0.132]",7.786e-231,***,Omega-3 Fatty Acids
His,"0.121 [0.113,0.128]",6.546e-227,***,Histidine
Omega-3%,"0.115 [0.107,0.122]",1.185e-189,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"0.109 [0.100,0.118]",2.664e-125,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-PL%,"0.104 [0.096,0.111]",1.168e-157,***,Phospholipids to Total-Lipids in Small HDL percentage
DHA,"0.100 [0.093,0.108]",6.303e-141,***,Docosahexaenoic Acid
M-HDL-TG,"0.095 [0.088,0.102]",1.050e-142,***,Triglycerides in Medium HDL
M-HDL-PL,"0.094 [0.086,0.101]",7.656e-123,***,Phospholipids in Medium HDL
PC,"0.090 [0.082,0.098]",1.016e-106,***,Phosphatidylcholines
Phosphoglyc,"0.088 [0.080,0.096]",9.745e-102,***,Phosphoglycerides
HDL-TG,"0.086 [0.079,0.093]",1.474e-112,***,Triglycerides in HDL
HDL-PL,"0.084 [0.076,0.092]",1.178e-91,***,Phospholipids in HDL
M-HDL-L,"0.084 [0.076,0.091]",1.182e-94,***,Total-Lipids in Medium HDL
IDL-TG,"0.080 [0.073,0.087]",6.129e-93,***,Triglycerides in IDL
L-HDL-TG,"0.080 [0.072,0.087]",1.258e-100,***,Triglycerides in Large HDL
XS-VLDL-TG,"0.078 [0.070,0.085]",2.214e-87,***,Triglycerides in Very Small VLDL
Unsaturation,"0.077 [0.069,0.085]",1.176e-73,***,Degree of Unsaturation
PUFA,"0.076 [0.068,0.084]",1.059e-78,***,Polyunsaturated Fatty Acids
