Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-CE,"0.454 [0.341,0.567]",8.234e-10,***,Total-Esterified Cholesterol
Total-C,"0.445 [0.332,0.558]",2.627e-09,***,Total-Cholesterol
L-LDL-C%,"0.436 [0.317,0.555]",1.817e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-FC,"0.426 [0.318,0.533]",1.896e-09,***,Free Cholesterol in Large LDL
IDL-CE,"0.424 [0.315,0.533]",5.775e-09,***,Cholesteryl Esters in IDL
IDL-C,"0.424 [0.314,0.533]",8.876e-09,***,Cholesterol in IDL
SM,"0.421 [0.309,0.533]",4.402e-08,***,Sphingomyelins
LDL-FC,"0.418 [0.311,0.525]",4.474e-09,***,Free Cholesterol in LDL
L-LDL-C,"0.416 [0.308,0.525]",1.108e-08,***,Cholesterol in Large LDL
Clinical LDL-C,"0.411 [0.303,0.520]",2.190e-08,***,Clinical LDL Cholesterol
L-LDL-L,"0.406 [0.298,0.515]",4.534e-08,***,Total-Lipids in Large LDL
IDL-L,"0.405 [0.294,0.515]",1.410e-07,***,Total-Lipids in IDL
L-LDL-CE,"0.403 [0.295,0.511]",4.902e-08,***,Cholesteryl Esters in Large LDL
Total-FC,"0.401 [0.291,0.511]",2.094e-07,***,Total-Free Cholesterol
LDL-C,"0.401 [0.293,0.508]",7.892e-08,***,LDL Cholesterol
L-LDL-PL,"0.398 [0.291,0.504]",4.965e-08,***,Phospholipids in Large LDL
IDL-C%,"0.397 [0.281,0.513]",3.866e-06,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,"0.394 [0.270,0.517]",8.422e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-FC,"0.390 [0.285,0.496]",8.287e-08,***,Free Cholesterol in Medium LDL
LDL-L,"0.389 [0.281,0.497]",3.671e-07,***,Total-Lipids in LDL
XS-VLDL-C%,"0.385 [0.263,0.508]",1.421e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-CE,"0.385 [0.278,0.493]",4.968e-07,***,Cholesteryl Esters in LDL
IDL-FC,"0.385 [0.276,0.493]",7.138e-07,***,Free Cholesterol in IDL
Non-HDL-C,"0.383 [0.275,0.492]",1.014e-06,***,Total-Cholesterol Minus HDL-C
LDL-PL,"0.382 [0.276,0.487]",3.834e-07,***,Phospholipids in LDL
IDL-CE%,"0.381 [0.268,0.495]",8.987e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-FC,"0.372 [0.268,0.476]",6.091e-07,***,Free Cholesterol in Small LDL
Total-PL,"0.367 [0.253,0.482]",6.856e-05,***,Total-Phospholipids in Lipoprotein Particles
IDL-PL,"0.365 [0.257,0.473]",8.071e-06,***,Phospholipids in IDL
M-HDL-FC%,"0.364 [0.235,0.492]",0.007,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-L,"0.356 [0.244,0.468]",1.088e-04,***,Total-Lipids in Lipoprotein Particles
S-VLDL-FC%,"0.354 [0.240,0.468]",2.767e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C,"0.353 [0.246,0.459]",1.918e-05,***,Cholesterol in Medium LDL
Omega-6,"0.352 [0.241,0.463]",1.181e-04,***,Omega-6 Fatty Acids
S-LDL-C,"0.350 [0.244,0.456]",2.000e-05,***,Cholesterol in Small LDL
Cholines,"0.346 [0.232,0.461]",7.965e-04,***,Total-Cholines
M-LDL-PL,"0.346 [0.241,0.451]",2.727e-05,***,Phospholipids in Medium LDL
M-LDL-L,"0.345 [0.238,0.452]",5.141e-05,***,Total-Lipids in Medium LDL
XL-HDL-CE%,"0.345 [0.223,0.467]",0.006,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-C%,"0.343 [0.234,0.452]",1.651e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
Remnant-C,"0.341 [0.233,0.449]",1.207e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-P,"0.340 [0.230,0.449]",3.137e-04,***,Total-Concentration of Lipoprotein Particles
S-VLDL-PL%,"0.339 [0.227,0.450]",6.037e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-CE,"0.336 [0.231,0.442]",8.731e-05,***,Cholesteryl Esters in Medium VLDL
S-LDL-L,"0.336 [0.230,0.442]",1.246e-04,***,Total-Lipids in Small LDL
PUFA,"0.333 [0.221,0.446]",0.001,**,Polyunsaturated Fatty Acids
L-LDL-P,"0.333 [0.228,0.437]",1.120e-04,***,Concentration of Large LDL Particles
M-LDL-CE,"0.330 [0.223,0.437]",3.199e-04,***,Cholesteryl Esters in Medium LDL
S-LDL-CE,"0.330 [0.223,0.437]",2.964e-04,***,Cholesteryl Esters in Small LDL
S-LDL-PL,"0.328 [0.223,0.433]",2.215e-04,***,Phospholipids in Small LDL
ApoB,"0.324 [0.218,0.429]",4.627e-04,***,Apolipoprotein B
LDL-P,"0.321 [0.216,0.425]",4.755e-04,***,Concentration of LDL Particles
Phosphoglyc,"0.314 [0.200,0.429]",0.018,*,Phosphoglycerides
M-VLDL-C,"0.313 [0.208,0.418]",0.001,**,Cholesterol in Medium VLDL
PC,"0.307 [0.193,0.422]",0.034,*,Phosphatidylcholines
IDL-P,"0.307 [0.204,0.410]",0.001,**,Concentration of IDL Particles
M-VLDL-PL%,"0.305 [0.192,0.418]",0.031,*,Phospholipids to Total-Lipids in Medium VLDL percentage
