Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"0.360 [0.316,0.404]",3.852e-53,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
TG/PG,"0.333 [0.289,0.377]",2.411e-44,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,"0.330 [0.288,0.373]",4.609e-46,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"0.322 [0.275,0.369]",1.280e-35,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG,"0.321 [0.279,0.363]",3.804e-45,***,Triglycerides in Very Large VLDL
XXL-VLDL-P,"0.313 [0.270,0.356]",4.308e-41,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,"0.310 [0.267,0.354]",1.726e-39,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"0.308 [0.265,0.350]",1.961e-40,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"0.308 [0.265,0.350]",3.960e-40,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
VLDL-size,"0.307 [0.265,0.348]",7.919e-42,***,Average Diameter for VLDL Particles
L-HDL-TG%,"0.303 [0.259,0.347]",1.676e-36,***,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-TG,"0.298 [0.258,0.339]",2.299e-41,***,Triglycerides in VLDL
XL-VLDL-L,"0.298 [0.257,0.339]",2.292e-40,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"0.298 [0.256,0.339]",7.980e-40,***,Concentration of Very Large VLDL Particles
XXL-VLDL-FC,"0.296 [0.254,0.337]",4.164e-38,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,"0.295 [0.254,0.336]",1.469e-40,***,Total-Triglycerides
S-HDL-TG,"0.294 [0.255,0.334]",1.478e-42,***,Triglycerides in Small HDL
M-HDL-PL%,"0.291 [0.246,0.335]",6.483e-32,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-C,"0.290 [0.249,0.331]",1.864e-37,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-TG,"0.287 [0.246,0.328]",9.866e-38,***,Triglycerides in Large VLDL
XL-VLDL-PL,"0.282 [0.241,0.323]",3.804e-36,***,Phospholipids in Very Large VLDL
XXL-VLDL-CE,"0.281 [0.240,0.323]",1.041e-35,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MUFA,"0.281 [0.239,0.322]",7.220e-35,***,Monounsaturated Fatty Acids
S-LDL-TG,"0.280 [0.238,0.322]",6.711e-34,***,Triglycerides in Small LDL
L-VLDL-P,"0.274 [0.234,0.315]",9.227e-35,***,Concentration of Large VLDL Particles
L-VLDL-PL,"0.273 [0.233,0.313]",2.626e-35,***,Phospholipids in Large VLDL
L-VLDL-L,"0.271 [0.231,0.311]",7.184e-35,***,Total-Lipids in Large VLDL
XL-VLDL-FC,"0.266 [0.226,0.306]",1.203e-32,***,Free Cholesterol in Very Large VLDL
S-VLDL-TG,"0.264 [0.225,0.304]",4.480e-34,***,Triglycerides in Small VLDL
