Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.026 [0.024,0.028]",7.540e-217,***,Creatinine
S-LDL-PL%,"0.010 [0.009,0.011]",8.518e-49,***,Phospholipids to Total-Lipids in Small LDL percentage
SFA%,"0.010 [0.008,0.011]",3.830e-39,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,"0.009 [0.007,0.010]",2.301e-38,***,Free Cholesterol in Very Large HDL
S-HDL-FC%,"0.008 [0.007,0.010]",1.160e-32,***,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-TG%,"0.008 [0.007,0.009]",2.521e-22,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-PL%,"0.007 [0.006,0.009]",1.011e-13,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Gly,"0.007 [0.006,0.008]",2.247e-30,***,Glycine
M-HDL-TG%,"0.007 [0.006,0.008]",2.080e-20,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,"0.007 [0.005,0.008]",6.664e-15,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"0.007 [0.006,0.008]",6.550e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
PUFA/MUFA,"0.007 [0.005,0.008]",2.262e-14,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Gln,"0.007 [0.005,0.008]",2.802e-19,***,Glutamine
XL-HDL-PL,"0.007 [0.005,0.008]",1.842e-18,***,Phospholipids in Very Large HDL
L-HDL-FC%,"0.006 [0.005,0.008]",9.386e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-TG%,"0.006 [0.005,0.008]",1.132e-15,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-L,"0.006 [0.005,0.007]",9.377e-15,***,Total-Lipids in Very Large HDL
L-LDL-TG%,"0.006 [0.005,0.007]",1.044e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,"0.006 [0.005,0.007]",2.134e-16,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-P,"0.006 [0.005,0.007]",4.007e-14,***,Concentration of Very Large HDL Particles
HDL-size,"0.005 [0.004,0.007]",1.067e-09,***,Average Diameter for HDL Particles
Acetate,"0.005 [0.004,0.007]",1.158e-10,***,Acetate
L-HDL-TG,"0.005 [0.004,0.006]",3.681e-11,***,Triglycerides in Large HDL
XL-HDL-TG,"0.005 [0.004,0.006]",1.776e-09,***,Triglycerides in Very Large HDL
XL-HDL-C,"0.005 [0.004,0.006]",7.089e-09,***,Cholesterol in Very Large HDL
TG/PG,"0.004 [0.003,0.006]",3.734e-04,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,"0.004 [0.003,0.006]",1.660e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,"0.004 [0.003,0.006]",2.314e-04,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,"0.004 [0.003,0.005]",2.125e-05,***,Phospholipids to Total-Lipids in IDL percentage
Val,"0.004 [0.003,0.005]",9.507e-04,***,Valine
Leu,"0.004 [0.003,0.005]",0.001,**,Leucine
LA%,"0.004 [0.002,0.005]",0.035,*,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-CE,"0.004 [0.003,0.005]",0.002,**,Cholesteryl Esters in Very Large HDL
Total-BCAA,"0.004 [0.002,0.005]",0.020,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-PL%,"0.003 [0.002,0.005]",0.039,*,Phospholipids to Total-Lipids in Small HDL percentage
Citrate,"0.003 [0.002,0.005]",0.033,*,Citrate
L-VLDL-TG%,"0.003 [0.002,0.004]",0.012,*,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-C,"-0.004 [-0.005,-0.002]",0.011,*,Cholesterol in Large VLDL
XL-VLDL-CE%,"-0.004 [-0.005,-0.002]",0.008,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-FC%,"-0.004 [-0.005,-0.002]",0.019,*,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-C,"-0.004 [-0.005,-0.002]",0.006,**,Cholesterol in Very Large VLDL
IDL-CE%,"-0.004 [-0.005,-0.002]",0.015,*,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-L,"-0.004 [-0.005,-0.002]",0.004,**,Total-Lipids in VLDL
S-LDL-P,"-0.004 [-0.005,-0.003]",9.287e-04,***,Concentration of Small LDL Particles
S-VLDL-P,"-0.004 [-0.005,-0.003]",4.506e-04,***,Concentration of Small VLDL Particles
VLDL-P,"-0.004 [-0.005,-0.003]",3.460e-04,***,Concentration of VLDL Particles
VLDL-size,"-0.004 [-0.005,-0.003]",0.007,**,Average Diameter for VLDL Particles
XXL-VLDL-PL%,"-0.004 [-0.005,-0.003]",1.835e-06,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,"-0.004 [-0.005,-0.003]",3.791e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-CE,"-0.004 [-0.005,-0.003]",7.974e-05,***,Cholesteryl Esters in Large VLDL
VLDL-PL,"-0.004 [-0.005,-0.003]",1.088e-04,***,Phospholipids in VLDL
M-HDL-FC%,"-0.004 [-0.006,-0.003]",0.022,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-PL%,"-0.004 [-0.006,-0.003]",0.015,*,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-CE,"-0.004 [-0.006,-0.003]",5.199e-05,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-VLDL-FC%,"-0.005 [-0.006,-0.003]",4.788e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-FC,"-0.005 [-0.006,-0.003]",6.942e-08,***,Free Cholesterol in VLDL
IDL-C%,"-0.005 [-0.006,-0.003]",3.232e-06,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,"-0.005 [-0.006,-0.003]",9.390e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-L,"-0.005 [-0.006,-0.004]",2.318e-08,***,Total-Lipids in Small VLDL
IDL-P,"-0.005 [-0.006,-0.004]",1.887e-09,***,Concentration of IDL Particles
L-HDL-CE%,"-0.005 [-0.007,-0.003]",2.796e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-PL,"-0.005 [-0.006,-0.004]",1.465e-10,***,Phospholipids in Small LDL
S-VLDL-CE,"-0.005 [-0.006,-0.004]",4.926e-11,***,Cholesteryl Esters in Small VLDL
XL-VLDL-CE,"-0.005 [-0.006,-0.004]",3.906e-10,***,Cholesteryl Esters in Very Large VLDL
VLDL-C,"-0.005 [-0.007,-0.004]",5.063e-11,***,VLDL Cholesterol
L-LDL-CE%,"-0.005 [-0.007,-0.004]",2.011e-12,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Glu-lactate,"-0.006 [-0.007,-0.004]",3.297e-11,***,Glucose-lactate
VLDL-CE,"-0.006 [-0.007,-0.004]",9.877e-13,***,Cholesteryl Esters in VLDL
