Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"15.942 [-0.900,32.783]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"15.463 [0.816,30.110]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,"4.047 [-10.371,18.464]",1.000,,Cholesteryl Esters in VLDL
Total-CE,"1.995 [-13.663,17.652]",1.000,,Total-Esterified Cholesterol
HDL-CE,"1.585 [-14.016,17.186]",1.000,,Cholesteryl Esters in HDL
Omega-6,"-0.851 [-15.849,14.147]",1.000,,Omega-6 Fatty Acids
M-LDL-TG%,"-2.665 [-17.816,12.487]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA,"-4.719 [-19.825,10.387]",1.000,,Polyunsaturated Fatty Acids
MUFA,"-9.729 [-25.545,6.086]",1.000,,Monounsaturated Fatty Acids
Omega-3,"-13.375 [-27.847,1.098]",1.000,,Omega-3 Fatty Acids
