Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"0.110 [0.094,0.125]",1.294e-38,***,Cholesteryl Esters in HDL
HDL-C,"0.109 [0.094,0.125]",1.435e-37,***,HDL Cholesterol
M-HDL-FC%,"0.106 [0.089,0.123]",2.196e-28,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,"0.101 [0.085,0.116]",2.639e-31,***,Total-Lipids in HDL
ApoA1,"0.098 [0.083,0.113]",4.054e-31,***,Apolipoprotein A1
M-HDL-C,"0.097 [0.082,0.112]",5.029e-31,***,Cholesterol in Medium HDL
M-HDL-CE,"0.096 [0.081,0.111]",3.809e-31,***,Cholesteryl Esters in Medium HDL
L-HDL-L,"0.096 [0.081,0.112]",2.713e-28,***,Total-Lipids in Large HDL
L-HDL-CE,"0.096 [0.081,0.111]",6.638e-30,***,Cholesteryl Esters in Large HDL
HDL-FC,"0.095 [0.080,0.110]",1.224e-29,***,Free Cholesterol in HDL
L-HDL-C,"0.095 [0.080,0.110]",5.646e-29,***,Cholesterol in Large HDL
LA%,"0.093 [0.077,0.109]",1.802e-24,***,Linoleic Acid to Total-Fatty Acids percentage
HDL-PL,"0.092 [0.076,0.107]",2.884e-26,***,Phospholipids in HDL
L-HDL-P,"0.092 [0.077,0.107]",9.221e-29,***,Concentration of Large HDL Particles
L-HDL-PL,"0.091 [0.076,0.106]",3.572e-26,***,Phospholipids in Large HDL
M-HDL-FC,"0.091 [0.076,0.106]",1.063e-27,***,Free Cholesterol in Medium HDL
M-HDL-P,"0.090 [0.075,0.105]",9.250e-28,***,Concentration of Medium HDL Particles
HDL-P,"0.089 [0.074,0.104]",1.698e-27,***,Concentration of HDL Particles
M-HDL-L,"0.087 [0.072,0.102]",5.372e-24,***,Total-Lipids in Medium HDL
M-HDL-C%,"0.087 [0.071,0.102]",4.244e-21,***,Cholesterol to Total-Lipids in Medium HDL percentage
Total-P,"0.086 [0.071,0.100]",7.177e-25,***,Total-Concentration of Lipoprotein Particles
L-HDL-FC,"0.085 [0.070,0.100]",7.331e-24,***,Free Cholesterol in Large HDL
L-HDL-CE%,"0.083 [0.065,0.101]",1.114e-13,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.081 [0.062,0.099]",1.713e-12,***,Cholesterol to Total-Lipids in Large HDL percentage
HDL-size,"0.079 [0.064,0.095]",1.893e-18,***,Average Diameter for HDL Particles
Citrate,"0.079 [0.065,0.093]",3.055e-22,***,Citrate
L-LDL-C%,"0.077 [0.061,0.093]",6.775e-16,***,Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-PL,"0.077 [0.062,0.091]",1.375e-18,***,Phospholipids in Medium HDL
XL-HDL-CE,"0.071 [0.057,0.086]",6.773e-17,***,Cholesteryl Esters in Very Large HDL
M-HDL-CE%,"0.071 [0.055,0.087]",1.626e-13,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Omega-6%,"0.071 [0.054,0.087]",1.348e-11,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PC,"0.071 [0.055,0.086]",2.989e-14,***,Phosphatidylcholines
Cholines,"0.069 [0.054,0.085]",1.939e-13,***,Total-Cholines
L-LDL-FC%,"0.067 [0.052,0.083]",1.401e-11,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,"0.066 [0.051,0.081]",4.947e-13,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-P,"0.066 [0.052,0.080]",1.328e-14,***,Concentration of Very Large HDL Particles
XL-HDL-C,"0.066 [0.051,0.080]",5.872e-14,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.063 [0.049,0.078]",1.650e-12,***,Total-Lipids in Very Large HDL
XS-VLDL-CE%,"0.063 [0.047,0.080]",1.709e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,"0.063 [0.047,0.078]",2.046e-10,***,Phosphoglycerides
IDL-C%,"0.062 [0.046,0.078]",1.401e-09,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,"0.062 [0.047,0.077]",3.766e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-PL,"0.061 [0.047,0.075]",2.294e-11,***,Phospholipids in Very Large HDL
LA,"0.058 [0.043,0.072]",3.291e-09,***,Linoleic Acid
XS-VLDL-C%,"0.057 [0.041,0.074]",2.133e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-PL,"0.056 [0.041,0.071]",1.816e-07,***,Total-Phospholipids in Lipoprotein Particles
Albumin,"0.056 [0.041,0.070]",1.294e-08,***,Albumin
XL-HDL-CE%,"0.055 [0.039,0.072]",6.582e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-FC,"0.053 [0.038,0.067]",1.312e-07,***,Free Cholesterol in Small HDL
Total-CE,"0.053 [0.038,0.068]",1.946e-06,***,Total-Esterified Cholesterol
M-LDL-FC%,"0.052 [0.035,0.068]",8.698e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"0.051 [0.035,0.068]",2.661e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6,"0.050 [0.035,0.065]",6.671e-06,***,Omega-6 Fatty Acids
S-HDL-C,"0.050 [0.036,0.064]",4.331e-07,***,Cholesterol in Small HDL
Total-C,"0.048 [0.033,0.063]",1.415e-04,***,Total-Cholesterol
S-HDL-CE,"0.047 [0.033,0.061]",6.631e-06,***,Cholesteryl Esters in Small HDL
S-HDL-P,"0.045 [0.032,0.059]",3.568e-05,***,Concentration of Small HDL Particles
PUFA%,"0.045 [0.029,0.062]",0.028,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,"0.045 [0.030,0.060]",3.942e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
SM,"0.045 [0.030,0.060]",0.001,**,Sphingomyelins
Acetone,"0.045 [0.030,0.059]",2.865e-04,***,Acetone
S-LDL-C%,"0.044 [0.030,0.059]",6.722e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-PL,"0.044 [0.029,0.058]",3.644e-04,***,Phospholipids in Small HDL
S-HDL-L,"0.042 [0.028,0.056]",0.001,**,Total-Lipids in Small HDL
S-VLDL-FC%,"0.041 [0.026,0.057]",0.026,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-FC,"0.041 [0.028,0.055]",9.394e-04,***,Free Cholesterol in Very Large HDL
XXL-VLDL-FC%,"0.038 [0.024,0.052]",0.034,*,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL,"-0.040 [-0.056,-0.025]",0.043,*,Phospholipids in Very Large VLDL
XS-VLDL-TG%,"-0.041 [-0.057,-0.026]",0.037,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-L,"-0.041 [-0.057,-0.026]",0.028,*,Total-Lipids in Very Large VLDL
XL-VLDL-TG,"-0.042 [-0.057,-0.026]",0.038,*,Triglycerides in Very Large VLDL
Total-BCAA,"-0.047 [-0.061,-0.032]",9.572e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,"-0.048 [-0.062,-0.033]",2.464e-05,***,Isoleucine
L-VLDL-PL%,"-0.050 [-0.063,-0.037]",8.665e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
ApoB/ApoA1,"-0.052 [-0.066,-0.037]",6.994e-07,***,Apolipoprotein B to Apolipoprotein A1 ratio
MUFA%,"-0.052 [-0.068,-0.036]",9.142e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,"-0.053 [-0.069,-0.037]",2.983e-05,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Omega-3%,"-0.054 [-0.069,-0.039]",2.273e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,"-0.054 [-0.069,-0.039]",1.738e-07,***,Valine
L-LDL-TG%,"-0.058 [-0.074,-0.043]",5.034e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-TG%,"-0.059 [-0.073,-0.044]",1.884e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,"-0.059 [-0.076,-0.043]",1.757e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
IDL-TG%,"-0.061 [-0.077,-0.045]",3.115e-09,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,"-0.066 [-0.084,-0.049]",1.043e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,"-0.069 [-0.084,-0.054]",1.400e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,"-0.074 [-0.089,-0.059]",1.118e-16,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
TG/PG,"-0.075 [-0.092,-0.059]",3.515e-14,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,"-0.096 [-0.114,-0.079]",5.216e-21,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,"-0.099 [-0.114,-0.084]",3.545e-31,***,Glycoprotein Acetyls
M-HDL-PL%,"-0.113 [-0.129,-0.096]",3.302e-36,***,Phospholipids to Total-Lipids in Medium HDL percentage
