Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.057 [0.055,0.059]",0.000e+00,***,Lactate
XL-HDL-FC%,"0.056 [0.054,0.059]",0.000e+00,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"0.052 [0.050,0.054]",0.000e+00,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"0.043 [0.041,0.045]",0.000e+00,***,Average Diameter for VLDL Particles
ApoB/ApoA1,"0.040 [0.038,0.042]",0.000e+00,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-CE,"0.040 [0.038,0.042]",0.000e+00,***,Cholesteryl Esters in Very Large VLDL
TG/PG,"0.039 [0.037,0.042]",1.401e-250,***,Triglycerides to Phosphoglycerides ratio
L-VLDL-FC,"0.039 [0.037,0.041]",4.640e-299,***,Free Cholesterol in Large VLDL
M-LDL-CE,"0.039 [0.037,0.041]",0.000e+00,***,Cholesteryl Esters in Medium LDL
S-LDL-CE,"0.038 [0.036,0.040]",0.000e+00,***,Cholesteryl Esters in Small LDL
XL-VLDL-C,"0.038 [0.036,0.040]",4.067e-292,***,Cholesterol in Very Large VLDL
M-LDL-L,"0.038 [0.036,0.040]",0.000e+00,***,Total-Lipids in Medium LDL
M-LDL-C,"0.038 [0.036,0.040]",0.000e+00,***,Cholesterol in Medium LDL
L-VLDL-C,"0.038 [0.036,0.040]",4.263e-298,***,Cholesterol in Large VLDL
L-VLDL-L,"0.038 [0.036,0.040]",4.798e-274,***,Total-Lipids in Large VLDL
S-LDL-C,"0.038 [0.036,0.039]",5.395e-301,***,Cholesterol in Small LDL
M-LDL-PL,"0.037 [0.035,0.039]",1.828e-300,***,Phospholipids in Medium LDL
S-LDL-L,"0.037 [0.035,0.039]",1.455e-293,***,Total-Lipids in Small LDL
L-VLDL-P,"0.037 [0.035,0.039]",1.721e-254,***,Concentration of Large VLDL Particles
M-LDL-P,"0.037 [0.035,0.039]",3.127e-286,***,Concentration of Medium LDL Particles
L-VLDL-PL,"0.037 [0.035,0.039]",1.227e-257,***,Phospholipids in Large VLDL
M-VLDL-L,"0.036 [0.034,0.038]",1.275e-277,***,Total-Lipids in Medium VLDL
L-VLDL-CE,"0.036 [0.034,0.038]",8.927e-279,***,Cholesteryl Esters in Large VLDL
M-VLDL-TG,"0.036 [0.034,0.038]",1.130e-247,***,Triglycerides in Medium VLDL
XL-HDL-TG%,"0.036 [0.033,0.038]",1.165e-211,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-TG,"0.036 [0.033,0.038]",1.299e-233,***,Triglycerides in Large VLDL
M-VLDL-P,"0.035 [0.033,0.037]",5.901e-270,***,Concentration of Medium VLDL Particles
XL-VLDL-L,"0.035 [0.033,0.037]",8.417e-227,***,Total-Lipids in Very Large VLDL
XL-VLDL-FC,"0.035 [0.033,0.037]",9.701e-233,***,Free Cholesterol in Very Large VLDL
XL-VLDL-P,"0.035 [0.033,0.037]",1.342e-221,***,Concentration of Very Large VLDL Particles
S-LDL-P,"0.035 [0.033,0.037]",3.103e-261,***,Concentration of Small LDL Particles
XL-VLDL-PL,"0.035 [0.033,0.037]",5.306e-225,***,Phospholipids in Very Large VLDL
VLDL-L,"0.034 [0.032,0.036]",1.555e-230,***,Total-Lipids in VLDL
M-VLDL-PL,"0.034 [0.032,0.036]",7.182e-243,***,Phospholipids in Medium VLDL
VLDL-FC,"0.034 [0.032,0.036]",1.591e-236,***,Free Cholesterol in VLDL
S-LDL-PL,"0.033 [0.032,0.035]",9.879e-241,***,Phospholipids in Small LDL
M-LDL-FC,"0.033 [0.031,0.035]",4.738e-239,***,Free Cholesterol in Medium LDL
VLDL-PL,"0.033 [0.031,0.035]",2.268e-220,***,Phospholipids in VLDL
S-VLDL-PL,"0.033 [0.031,0.034]",2.144e-229,***,Phospholipids in Small VLDL
XXL-VLDL-CE,"0.032 [0.030,0.035]",3.946e-193,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-FC,"0.032 [0.030,0.034]",3.882e-229,***,Free Cholesterol in Small LDL
M-VLDL-FC,"0.032 [0.030,0.034]",1.935e-228,***,Free Cholesterol in Medium VLDL
S-VLDL-C,"0.032 [0.030,0.034]",2.357e-229,***,Cholesterol in Small VLDL
XL-VLDL-TG,"0.032 [0.030,0.034]",7.204e-182,***,Triglycerides in Very Large VLDL
VLDL-TG,"0.032 [0.030,0.034]",2.570e-192,***,Triglycerides in VLDL
S-VLDL-L,"0.032 [0.030,0.034]",1.095e-215,***,Total-Lipids in Small VLDL
S-VLDL-CE,"0.032 [0.030,0.034]",1.933e-227,***,Cholesteryl Esters in Small VLDL
LDL-PL,"0.032 [0.030,0.034]",9.513e-214,***,Phospholipids in LDL
S-VLDL-FC,"0.032 [0.030,0.034]",1.878e-220,***,Free Cholesterol in Small VLDL
S-VLDL-P,"0.032 [0.030,0.034]",9.301e-209,***,Concentration of Small VLDL Particles
LDL-P,"0.031 [0.029,0.033]",5.264e-212,***,Concentration of LDL Particles
VLDL-C,"0.031 [0.029,0.033]",6.732e-210,***,VLDL Cholesterol
LDL-CE,"0.031 [0.029,0.033]",1.936e-200,***,Cholesteryl Esters in LDL
LDL-L,"0.031 [0.029,0.033]",1.681e-196,***,Total-Lipids in LDL
ApoB,"0.031 [0.029,0.032]",9.431e-198,***,Apolipoprotein B
LDL-C,"0.030 [0.028,0.032]",6.236e-190,***,LDL Cholesterol
XXL-VLDL-C,"0.030 [0.028,0.032]",3.247e-164,***,Cholesterol in Chylomicrons and Extremely Large VLDL
Clinical LDL-C,"0.030 [0.028,0.032]",2.175e-183,***,Clinical LDL Cholesterol
VLDL-P,"0.029 [0.027,0.031]",1.022e-180,***,Concentration of VLDL Particles
M-VLDL-C,"0.029 [0.027,0.031]",8.504e-183,***,Cholesterol in Medium VLDL
VLDL-CE,"0.029 [0.027,0.031]",2.071e-181,***,Cholesteryl Esters in VLDL
Total-TG,"0.028 [0.026,0.031]",1.799e-150,***,Total-Triglycerides
Non-HDL-C,"0.028 [0.026,0.030]",1.125e-161,***,Total-Cholesterol Minus HDL-C
L-HDL-TG%,"0.028 [0.026,0.030]",8.514e-126,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-C%,"0.027 [0.025,0.029]",5.811e-152,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL,"0.027 [0.025,0.029]",5.267e-157,***,Phospholipids in Large LDL
L-LDL-P,"0.027 [0.025,0.029]",2.111e-159,***,Concentration of Large LDL Particles
LDL-FC,"0.027 [0.025,0.029]",1.531e-151,***,Free Cholesterol in LDL
XXL-VLDL-L,"0.027 [0.024,0.029]",1.996e-122,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-LDL-CE%,"0.027 [0.025,0.029]",4.623e-150,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
