Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-C%,"0.235 [0.188,0.283]",1.353e-16,***,Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-PL%,"0.223 [0.175,0.270]",7.826e-15,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,"0.221 [0.173,0.269]",6.385e-14,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-size,"0.220 [0.183,0.256]",3.148e-26,***,Average Diameter for HDL Particles
L-HDL-CE%,"0.212 [0.164,0.260]",6.366e-13,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-HDL-CE,"0.208 [0.174,0.242]",1.485e-27,***,Cholesteryl Esters in Very Large HDL
XL-HDL-L,"0.208 [0.174,0.242]",1.667e-27,***,Total-Lipids in Very Large HDL
L-HDL-C,"0.207 [0.170,0.243]",3.328e-23,***,Cholesterol in Large HDL
XL-HDL-C,"0.207 [0.173,0.240]",1.415e-27,***,Cholesterol in Very Large HDL
L-HDL-CE,"0.206 [0.169,0.242]",2.980e-23,***,Cholesteryl Esters in Large HDL
XL-HDL-PL,"0.204 [0.170,0.237]",1.091e-26,***,Phospholipids in Very Large HDL
L-HDL-L,"0.201 [0.163,0.238]",1.965e-20,***,Total-Lipids in Large HDL
XL-HDL-P,"0.198 [0.165,0.231]",3.330e-26,***,Concentration of Very Large HDL Particles
L-HDL-FC,"0.193 [0.158,0.228]",1.711e-21,***,Free Cholesterol in Large HDL
L-HDL-P,"0.191 [0.156,0.226]",3.666e-21,***,Concentration of Large HDL Particles
XL-HDL-FC,"0.187 [0.155,0.220]",4.115e-24,***,Free Cholesterol in Very Large HDL
M-HDL-FC%,"0.185 [0.143,0.227]",1.086e-12,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-PL,"0.182 [0.146,0.219]",4.102e-17,***,Phospholipids in Large HDL
Pyruvate,"0.170 [0.137,0.203]",1.792e-18,***,Pyruvate
PUFA/MUFA,"0.165 [0.124,0.207]",1.522e-09,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-FC%,"0.155 [0.120,0.189]",2.805e-13,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetone,"0.153 [0.118,0.188]",4.704e-12,***,Acetone
PUFA%,"0.149 [0.106,0.192]",2.281e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,"0.137 [0.103,0.172]",1.748e-09,***,Acetate
HDL-C,"0.136 [0.099,0.174]",4.106e-07,***,HDL Cholesterol
HDL-FC,"0.135 [0.099,0.172]",7.828e-08,***,Free Cholesterol in HDL
M-HDL-C%,"0.134 [0.094,0.174]",1.197e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-CE,"0.133 [0.095,0.171]",1.157e-06,***,Cholesteryl Esters in HDL
DHA%,"0.125 [0.087,0.164]",4.850e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,"0.123 [0.083,0.164]",4.141e-04,***,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"0.121 [0.080,0.162]",0.002,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,"0.116 [0.076,0.157]",0.004,**,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-L,"0.109 [0.071,0.147]",0.005,**,Total-Lipids in HDL
Lactate,"0.105 [0.071,0.140]",4.757e-04,***,Lactate
S-LDL-PL%,"0.098 [0.064,0.133]",0.005,**,Phospholipids to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,"0.095 [0.062,0.128]",0.004,**,3-Hydroxybutyrate
XL-VLDL-FC%,"0.088 [0.055,0.121]",0.040,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-CE%,"-0.094 [-0.129,-0.060]",0.023,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-C,"-0.095 [-0.129,-0.060]",0.015,*,Cholesterol in Small HDL
XL-VLDL-CE,"-0.096 [-0.132,-0.061]",0.029,*,Cholesteryl Esters in Very Large VLDL
VLDL-L,"-0.097 [-0.134,-0.061]",0.042,*,Total-Lipids in VLDL
S-HDL-PL,"-0.098 [-0.133,-0.063]",0.008,**,Phospholipids in Small HDL
L-VLDL-C,"-0.099 [-0.135,-0.063]",0.016,*,Cholesterol in Large VLDL
M-VLDL-TG,"-0.100 [-0.137,-0.063]",0.025,*,Triglycerides in Medium VLDL
Gln,"-0.101 [-0.136,-0.066]",0.004,**,Glutamine
XXL-VLDL-CE,"-0.102 [-0.141,-0.064]",0.046,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-HDL-P,"-0.102 [-0.137,-0.068]",9.984e-04,***,Concentration of Small HDL Particles
XL-VLDL-C,"-0.102 [-0.139,-0.066]",0.009,**,Cholesterol in Very Large VLDL
S-HDL-TG%,"-0.103 [-0.139,-0.066]",0.007,**,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-CE,"-0.104 [-0.138,-0.070]",4.238e-04,***,Cholesteryl Esters in Small HDL
XXL-VLDL-FC,"-0.104 [-0.143,-0.065]",0.042,*,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"-0.104 [-0.143,-0.066]",0.031,*,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-TG,"-0.105 [-0.143,-0.067]",0.016,*,Triglycerides in Large VLDL
Total-TG,"-0.105 [-0.143,-0.067]",0.011,*,Total-Triglycerides
XL-VLDL-FC,"-0.105 [-0.143,-0.068]",0.009,**,Free Cholesterol in Very Large VLDL
XXL-VLDL-L,"-0.106 [-0.145,-0.066]",0.038,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"-0.106 [-0.142,-0.070]",0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-P,"-0.107 [-0.147,-0.066]",0.045,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-HDL-L,"-0.107 [-0.142,-0.072]",3.218e-04,***,Total-Lipids in Small HDL
L-VLDL-P,"-0.108 [-0.146,-0.070]",0.005,**,Concentration of Large VLDL Particles
XXL-VLDL-PL,"-0.108 [-0.148,-0.069]",0.021,*,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-L,"-0.110 [-0.148,-0.073]",0.001,**,Total-Lipids in Large VLDL
VLDL-TG,"-0.111 [-0.149,-0.074]",0.002,**,Triglycerides in VLDL
L-VLDL-PL%,"-0.111 [-0.142,-0.081]",2.458e-07,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-PL,"-0.112 [-0.150,-0.074]",0.002,**,Phospholipids in Very Large VLDL
L-VLDL-FC,"-0.113 [-0.150,-0.076]",6.006e-04,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"-0.117 [-0.154,-0.080]",1.887e-04,***,Phospholipids in Large VLDL
XL-VLDL-P,"-0.118 [-0.156,-0.079]",4.697e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,"-0.119 [-0.157,-0.081]",2.544e-04,***,Total-Lipids in Very Large VLDL
XL-VLDL-TG,"-0.121 [-0.161,-0.082]",3.085e-04,***,Triglycerides in Very Large VLDL
S-HDL-TG,"-0.135 [-0.172,-0.099]",1.204e-07,***,Triglycerides in Small HDL
TG/PG,"-0.139 [-0.179,-0.098]",6.952e-06,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"-0.140 [-0.179,-0.101]",2.911e-07,***,Average Diameter for VLDL Particles
L-HDL-TG%,"-0.148 [-0.189,-0.107]",2.353e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-C%,"-0.152 [-0.195,-0.109]",8.222e-07,***,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,"-0.156 [-0.197,-0.115]",1.963e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,"-0.163 [-0.203,-0.122]",1.146e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,"-0.177 [-0.217,-0.137]",1.931e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,"-0.190 [-0.228,-0.152]",5.222e-17,***,Glycoprotein Acetyls
L-HDL-PL%,"-0.227 [-0.271,-0.183]",2.616e-18,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,"-0.229 [-0.274,-0.185]",1.011e-18,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
