Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,"0.219 [0.205,0.234]",1.099e-181,***,Pyruvate
Lactate,"0.152 [0.138,0.167]",1.510e-86,***,Lactate
PUFA%,"0.129 [0.112,0.147]",1.545e-42,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.125 [0.108,0.142]",3.604e-41,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6%,"0.098 [0.081,0.115]",1.629e-23,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.095 [0.079,0.112]",4.520e-25,***,Degree of Unsaturation
DHA%,"0.093 [0.076,0.109]",2.489e-23,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"0.074 [0.058,0.091]",7.713e-13,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,"0.073 [0.056,0.090]",2.217e-12,***,Linoleic Acid to Total-Fatty Acids percentage
Acetate,"0.071 [0.056,0.086]",2.114e-15,***,Acetate
M-HDL-CE%,"0.071 [0.054,0.087]",5.937e-12,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-CE%,"0.069 [0.050,0.088]",1.782e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,"0.068 [0.053,0.082]",6.187e-14,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,"0.067 [0.051,0.084]",4.955e-10,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C%,"0.064 [0.045,0.083]",7.149e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-3%,"0.063 [0.048,0.078]",2.669e-10,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetone,"0.062 [0.047,0.078]",1.126e-10,***,Acetone
S-LDL-PL%,"0.060 [0.046,0.075]",1.538e-10,***,Phospholipids to Total-Lipids in Small LDL percentage
HDL-size,"0.053 [0.037,0.069]",2.200e-05,***,Average Diameter for HDL Particles
M-LDL-PL%,"0.053 [0.039,0.068]",9.305e-08,***,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-CE,"0.050 [0.034,0.066]",1.289e-04,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.048 [0.032,0.064]",6.487e-04,***,Cholesterol in Large HDL
XL-VLDL-CE%,"0.047 [0.032,0.062]",2.288e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"0.047 [0.032,0.062]",1.891e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
