Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"0.707 [0.636,0.777]",1.420e-80,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"0.627 [0.551,0.703]",1.005e-53,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"0.621 [0.552,0.690]",5.819e-64,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG,"0.609 [0.541,0.677]",7.620e-64,***,Triglycerides in Very Large VLDL
TG/PG,"0.608 [0.537,0.678]",6.096e-58,***,Triglycerides to Phosphoglycerides ratio
MUFA,"0.602 [0.535,0.668]",2.022e-64,***,Monounsaturated Fatty Acids
XXL-VLDL-P,"0.591 [0.522,0.660]",9.880e-58,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,"0.587 [0.518,0.655]",1.235e-57,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"0.585 [0.515,0.654]",3.213e-55,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"0.582 [0.513,0.650]",6.637e-57,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Total-TG,"0.581 [0.516,0.646]",2.577e-62,***,Total-Triglycerides
S-HDL-TG,"0.580 [0.517,0.644]",1.472e-65,***,Triglycerides in Small HDL
XL-VLDL-L,"0.575 [0.509,0.641]",3.156e-59,***,Total-Lipids in Very Large VLDL
VLDL-TG,"0.574 [0.508,0.639]",2.037e-60,***,Triglycerides in VLDL
XL-VLDL-P,"0.570 [0.504,0.637]",9.794e-58,***,Concentration of Very Large VLDL Particles
L-HDL-TG%,"0.565 [0.495,0.636]",3.534e-50,***,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-C,"0.561 [0.495,0.628]",1.449e-55,***,Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-size,"0.561 [0.494,0.628]",6.786e-55,***,Average Diameter for VLDL Particles
XXL-VLDL-FC,"0.560 [0.492,0.627]",5.886e-54,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-TG,"0.558 [0.491,0.626]",1.093e-53,***,Triglycerides in Small LDL
XXL-VLDL-CE,"0.552 [0.486,0.619]",1.161e-54,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-PL%,"0.549 [0.477,0.620]",4.240e-45,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG,"0.548 [0.482,0.614]",3.831e-54,***,Triglycerides in Large VLDL
XL-VLDL-PL,"0.544 [0.478,0.610]",2.565e-53,***,Phospholipids in Very Large VLDL
L-VLDL-PL,"0.529 [0.464,0.594]",1.667e-52,***,Phospholipids in Large VLDL
