Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,"0.578 [0.525,0.631]",3.455e-97,***,Pyruvate
PUFA/MUFA,"0.440 [0.379,0.501]",1.067e-39,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"0.421 [0.359,0.484]",7.948e-35,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"0.405 [0.346,0.463]",1.431e-36,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"0.384 [0.326,0.442]",7.186e-33,***,Degree of Unsaturation
Omega-3%,"0.299 [0.244,0.355]",3.944e-21,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Lactate,"0.284 [0.231,0.336]",6.308e-21,***,Lactate
M-HDL-CE%,"0.276 [0.217,0.334]",5.222e-15,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,"0.270 [0.211,0.329]",1.032e-13,***,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6%,"0.270 [0.208,0.331]",1.630e-12,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"0.266 [0.206,0.326]",6.435e-13,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Acetate,"0.253 [0.200,0.306]",3.181e-15,***,Acetate
L-HDL-CE%,"0.239 [0.171,0.306]",8.943e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-PL%,"0.237 [0.185,0.289]",1.355e-13,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,"0.234 [0.182,0.287]",5.948e-13,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-C%,"0.223 [0.156,0.291]",2.447e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
DHA,"0.218 [0.162,0.273]",3.741e-09,***,Docosahexaenoic Acid
L-HDL-CE,"0.188 [0.131,0.245]",1.790e-05,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.181 [0.124,0.238]",1.073e-04,***,Cholesterol in Large HDL
S-LDL-FC%,"0.180 [0.122,0.237]",1.784e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
HDL-size,"0.178 [0.121,0.236]",3.037e-04,***,Average Diameter for HDL Particles
XL-VLDL-CE%,"0.176 [0.122,0.230]",4.327e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-HDL-C%,"0.174 [0.119,0.228]",9.430e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,"0.173 [0.122,0.224]",9.195e-06,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-VLDL-C%,"0.172 [0.119,0.226]",6.574e-05,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-L,"0.162 [0.103,0.220]",0.012,*,Total-Lipids in Large HDL
XXL-VLDL-C%,"0.157 [0.105,0.209]",7.157e-04,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE,"0.154 [0.100,0.208]",0.005,**,Cholesteryl Esters in Very Large HDL
L-HDL-PL,"0.153 [0.096,0.210]",0.029,*,Phospholipids in Large HDL
L-HDL-P,"0.152 [0.096,0.207]",0.017,*,Concentration of Large HDL Particles
L-HDL-FC,"0.151 [0.095,0.206]",0.023,*,Free Cholesterol in Large HDL
S-HDL-CE%,"0.149 [0.095,0.203]",0.013,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-C,"0.146 [0.092,0.199]",0.023,*,Cholesterol in Very Large HDL
XL-VLDL-PL%,"-0.139 [-0.187,-0.091]",0.004,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,"-0.140 [-0.190,-0.090]",0.010,**,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,"-0.144 [-0.196,-0.091]",0.024,*,Citrate
L-LDL-FC,"-0.145 [-0.199,-0.091]",0.027,*,Free Cholesterol in Large LDL
IDL-FC,"-0.146 [-0.200,-0.092]",0.028,*,Free Cholesterol in IDL
S-LDL-C%,"-0.147 [-0.202,-0.093]",0.022,*,Cholesterol to Total-Lipids in Small LDL percentage
LDL-FC,"-0.148 [-0.201,-0.095]",0.013,*,Free Cholesterol in LDL
PC,"-0.153 [-0.210,-0.096]",0.029,*,Phosphatidylcholines
M-LDL-FC,"-0.156 [-0.208,-0.103]",0.001,**,Free Cholesterol in Medium LDL
Cholines,"-0.159 [-0.216,-0.102]",0.011,*,Total-Cholines
Phosphoglyc,"-0.165 [-0.222,-0.108]",0.003,**,Phosphoglycerides
XL-HDL-TG,"-0.166 [-0.220,-0.112]",3.205e-04,***,Triglycerides in Very Large HDL
S-HDL-PL,"-0.166 [-0.219,-0.113]",1.570e-04,***,Phospholipids in Small HDL
S-HDL-L,"-0.167 [-0.219,-0.114]",1.172e-04,***,Total-Lipids in Small HDL
S-LDL-PL,"-0.168 [-0.220,-0.115]",8.409e-05,***,Phospholipids in Small LDL
L-LDL-C,"-0.170 [-0.224,-0.116]",1.521e-04,***,Cholesterol in Large LDL
LA,"-0.171 [-0.225,-0.116]",2.199e-04,***,Linoleic Acid
IDL-C,"-0.173 [-0.228,-0.118]",1.304e-04,***,Cholesterol in IDL
Total-CE,"-0.175 [-0.232,-0.119]",2.272e-04,***,Total-Esterified Cholesterol
L-LDL-CE,"-0.176 [-0.229,-0.122]",3.126e-05,***,Cholesteryl Esters in Large LDL
IDL-CE,"-0.179 [-0.234,-0.125]",2.453e-05,***,Cholesteryl Esters in IDL
Omega-6,"-0.179 [-0.235,-0.124]",4.204e-05,***,Omega-6 Fatty Acids
IDL-PL,"-0.181 [-0.235,-0.127]",1.122e-05,***,Phospholipids in IDL
L-LDL-L,"-0.182 [-0.236,-0.128]",8.736e-06,***,Total-Lipids in Large LDL
M-VLDL-CE,"-0.188 [-0.241,-0.135]",6.530e-07,***,Cholesteryl Esters in Medium VLDL
IDL-L,"-0.189 [-0.244,-0.134]",3.680e-06,***,Total-Lipids in IDL
Total-C,"-0.190 [-0.246,-0.134]",7.183e-06,***,Total-Cholesterol
Clinical LDL-C,"-0.190 [-0.244,-0.136]",1.024e-06,***,Clinical LDL Cholesterol
L-LDL-PL,"-0.191 [-0.244,-0.138]",3.894e-07,***,Phospholipids in Large LDL
L-LDL-TG,"-0.192 [-0.248,-0.137]",1.841e-06,***,Triglycerides in Large LDL
LDL-C,"-0.194 [-0.247,-0.140]",3.547e-07,***,LDL Cholesterol
L-LDL-P,"-0.194 [-0.247,-0.142]",7.983e-08,***,Concentration of Large LDL Particles
LDL-PL,"-0.197 [-0.250,-0.144]",6.085e-08,***,Phospholipids in LDL
LDL-L,"-0.201 [-0.255,-0.148]",4.553e-08,***,Total-Lipids in LDL
IDL-TG,"-0.203 [-0.257,-0.148]",5.554e-08,***,Triglycerides in IDL
ApoB/ApoA1,"-0.204 [-0.258,-0.150]",2.923e-08,***,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-P,"-0.205 [-0.256,-0.153]",2.084e-09,***,Concentration of IDL Particles
Total-PL,"-0.207 [-0.264,-0.151]",1.829e-07,***,Total-Phospholipids in Lipoprotein Particles
LDL-CE,"-0.207 [-0.261,-0.154]",7.115e-09,***,Cholesteryl Esters in LDL
LDL-TG,"-0.210 [-0.266,-0.154]",4.147e-08,***,Triglycerides in LDL
M-LDL-PL,"-0.211 [-0.263,-0.158]",9.208e-10,***,Phospholipids in Medium LDL
XS-VLDL-CE,"-0.211 [-0.265,-0.158]",1.450e-09,***,Cholesteryl Esters in Very Small VLDL
S-LDL-L,"-0.214 [-0.267,-0.161]",6.018e-10,***,Total-Lipids in Small LDL
M-HDL-PL%,"-0.215 [-0.276,-0.154]",1.004e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-C,"-0.216 [-0.268,-0.163]",2.794e-10,***,Cholesterol in Small LDL
M-LDL-TG,"-0.216 [-0.273,-0.159]",2.462e-08,***,Triglycerides in Medium LDL
Omega-6/Omega-3,"-0.217 [-0.273,-0.162]",3.107e-09,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-P,"-0.218 [-0.271,-0.166]",7.491e-11,***,Concentration of LDL Particles
Total-FC,"-0.219 [-0.273,-0.164]",1.323e-09,***,Total-Free Cholesterol
XS-VLDL-C,"-0.221 [-0.274,-0.168]",6.293e-11,***,Cholesterol in Very Small VLDL
SFA%,"-0.227 [-0.284,-0.170]",1.649e-09,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C,"-0.229 [-0.281,-0.176]",2.541e-12,***,Cholesterol in Medium VLDL
L-VLDL-PL%,"-0.230 [-0.279,-0.182]",3.112e-15,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-L,"-0.231 [-0.284,-0.178]",3.856e-12,***,Total-Lipids in Medium LDL
M-LDL-C,"-0.231 [-0.284,-0.178]",3.048e-12,***,Cholesterol in Medium LDL
Non-HDL-C,"-0.231 [-0.285,-0.177]",1.025e-11,***,Total-Cholesterol Minus HDL-C
XS-VLDL-TG,"-0.233 [-0.287,-0.178]",1.014e-11,***,Triglycerides in Very Small VLDL
XS-VLDL-P,"-0.234 [-0.286,-0.181]",4.071e-13,***,Concentration of Very Small VLDL Particles
ApoB,"-0.234 [-0.287,-0.181]",8.505e-13,***,Apolipoprotein B
HDL-TG,"-0.234 [-0.287,-0.181]",1.102e-12,***,Triglycerides in HDL
XS-VLDL-FC,"-0.235 [-0.287,-0.182]",3.846e-13,***,Free Cholesterol in Very Small VLDL
XS-VLDL-PL,"-0.236 [-0.289,-0.184]",2.858e-13,***,Phospholipids in Very Small VLDL
M-HDL-TG,"-0.238 [-0.290,-0.185]",1.689e-13,***,Triglycerides in Medium HDL
S-LDL-P,"-0.240 [-0.292,-0.187]",8.970e-14,***,Concentration of Small LDL Particles
S-LDL-CE,"-0.244 [-0.298,-0.191]",5.230e-14,***,Cholesteryl Esters in Small LDL
M-LDL-P,"-0.246 [-0.299,-0.193]",2.106e-14,***,Concentration of Medium LDL Particles
XS-VLDL-L,"-0.246 [-0.299,-0.194]",1.527e-14,***,Total-Lipids in Very Small VLDL
S-VLDL-FC,"-0.249 [-0.301,-0.197]",1.627e-15,***,Free Cholesterol in Small VLDL
S-HDL-TG%,"-0.252 [-0.307,-0.197]",6.446e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-CE,"-0.255 [-0.309,-0.202]",1.397e-15,***,Cholesteryl Esters in Medium LDL
Total-L,"-0.258 [-0.313,-0.202]",2.807e-14,***,Total-Lipids in Lipoprotein Particles
S-VLDL-C,"-0.258 [-0.310,-0.207]",3.281e-17,***,Cholesterol in Small VLDL
S-LDL-TG,"-0.259 [-0.317,-0.201]",3.825e-13,***,Triglycerides in Small LDL
Glu,"-0.259 [-0.314,-0.204]",5.031e-15,***,Glucose
S-VLDL-CE,"-0.260 [-0.311,-0.208]",1.350e-17,***,Cholesteryl Esters in Small VLDL
Remnant-C,"-0.260 [-0.314,-0.207]",4.494e-16,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FA,"-0.262 [-0.319,-0.205]",2.460e-14,***,Total-Fatty Acids
XL-HDL-TG%,"-0.263 [-0.323,-0.204]",1.070e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Gln,"-0.263 [-0.317,-0.210]",1.260e-16,***,Glutamine
S-VLDL-TG,"-0.267 [-0.321,-0.212]",3.079e-16,***,Triglycerides in Small VLDL
S-VLDL-PL,"-0.268 [-0.320,-0.216]",2.031e-18,***,Phospholipids in Small VLDL
M-VLDL-FC,"-0.269 [-0.321,-0.217]",1.079e-18,***,Free Cholesterol in Medium VLDL
Creatinine,"-0.270 [-0.337,-0.203]",6.569e-10,***,Creatinine
VLDL-CE,"-0.280 [-0.332,-0.227]",2.007e-20,***,Cholesteryl Esters in VLDL
S-LDL-CE%,"-0.281 [-0.334,-0.228]",3.373e-20,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-TG,"-0.281 [-0.336,-0.227]",1.837e-18,***,Triglycerides in Small HDL
S-VLDL-P,"-0.282 [-0.335,-0.229]",5.521e-20,***,Concentration of Small VLDL Particles
XXL-VLDL-PL,"-0.284 [-0.342,-0.225]",3.505e-16,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"-0.285 [-0.341,-0.230]",8.481e-19,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-P,"-0.286 [-0.338,-0.233]",4.191e-21,***,Concentration of Medium VLDL Particles
XXL-VLDL-FC,"-0.286 [-0.343,-0.228]",5.598e-17,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-PL,"-0.287 [-0.339,-0.234]",2.397e-21,***,Phospholipids in Medium VLDL
S-VLDL-L,"-0.288 [-0.341,-0.236]",3.037e-21,***,Total-Lipids in Small VLDL
GlycA,"-0.290 [-0.347,-0.233]",4.780e-18,***,Glycoprotein Acetyls
SFA,"-0.291 [-0.348,-0.234]",3.411e-18,***,Saturated Fatty Acids
L-HDL-TG%,"-0.292 [-0.352,-0.232]",5.818e-16,***,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-P,"-0.293 [-0.346,-0.240]",3.874e-22,***,Concentration of VLDL Particles
XXL-VLDL-P,"-0.293 [-0.352,-0.234]",3.417e-17,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-C,"-0.294 [-0.351,-0.237]",1.482e-18,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,"-0.295 [-0.352,-0.239]",6.147e-19,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
VLDL-C,"-0.297 [-0.350,-0.245]",3.626e-23,***,VLDL Cholesterol
VLDL-size,"-0.299 [-0.357,-0.241]",1.018e-18,***,Average Diameter for VLDL Particles
XXL-VLDL-TG,"-0.301 [-0.360,-0.242]",4.188e-18,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"-0.303 [-0.361,-0.244]",6.390e-19,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,"-0.305 [-0.360,-0.250]",4.513e-22,***,Triglycerides in Medium VLDL
M-VLDL-L,"-0.305 [-0.358,-0.252]",6.844e-24,***,Total-Lipids in Medium VLDL
TG/PG,"-0.308 [-0.369,-0.248]",5.322e-18,***,Triglycerides to Phosphoglycerides ratio
L-VLDL-TG,"-0.309 [-0.365,-0.252]",3.001e-21,***,Triglycerides in Large VLDL
VLDL-FC,"-0.311 [-0.365,-0.258]",4.628e-25,***,Free Cholesterol in VLDL
L-VLDL-CE,"-0.313 [-0.366,-0.261]",3.689e-26,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,"-0.314 [-0.367,-0.260]",2.950e-25,***,Cholesteryl Esters in Very Large VLDL
M-LDL-CE%,"-0.315 [-0.367,-0.262]",2.271e-26,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-VLDL-TG,"-0.318 [-0.376,-0.260]",1.602e-21,***,Triglycerides in Very Large VLDL
Total-TG,"-0.318 [-0.375,-0.262]",3.198e-23,***,Total-Triglycerides
L-VLDL-P,"-0.320 [-0.376,-0.263]",1.718e-23,***,Concentration of Large VLDL Particles
VLDL-PL,"-0.320 [-0.374,-0.266]",5.262e-26,***,Phospholipids in VLDL
L-VLDL-C,"-0.322 [-0.376,-0.268]",2.253e-26,***,Cholesterol in Large VLDL
L-VLDL-FC,"-0.322 [-0.378,-0.267]",8.650e-25,***,Free Cholesterol in Large VLDL
VLDL-TG,"-0.323 [-0.379,-0.267]",6.176e-24,***,Triglycerides in VLDL
XL-VLDL-P,"-0.324 [-0.381,-0.267]",2.527e-23,***,Concentration of Very Large VLDL Particles
XL-VLDL-C,"-0.326 [-0.380,-0.271]",2.951e-26,***,Cholesterol in Very Large VLDL
L-VLDL-PL,"-0.326 [-0.382,-0.270]",3.614e-25,***,Phospholipids in Large VLDL
L-VLDL-L,"-0.327 [-0.382,-0.271]",2.224e-25,***,Total-Lipids in Large VLDL
XL-VLDL-FC,"-0.328 [-0.384,-0.272]",3.607e-25,***,Free Cholesterol in Very Large VLDL
XL-VLDL-PL,"-0.330 [-0.386,-0.273]",7.442e-25,***,Phospholipids in Very Large VLDL
XL-VLDL-L,"-0.332 [-0.388,-0.275]",7.503e-25,***,Total-Lipids in Very Large VLDL
VLDL-L,"-0.336 [-0.391,-0.281]",4.487e-28,***,Total-Lipids in VLDL
MUFA,"-0.341 [-0.398,-0.284]",5.761e-26,***,Monounsaturated Fatty Acids
MUFA%,"-0.410 [-0.470,-0.349]",5.785e-35,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
