Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.580 [0.564,0.596]",0.000e+00,***,Lactate
XL-HDL-C%,"0.364 [0.345,0.384]",5.229e-288,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,"0.321 [0.300,0.341]",3.622e-200,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-CE,"0.316 [0.299,0.332]",1.796e-298,***,Cholesteryl Esters in Medium LDL
M-LDL-L,"0.311 [0.294,0.327]",2.802e-290,***,Total-Lipids in Medium LDL
M-LDL-C,"0.310 [0.293,0.326]",1.342e-289,***,Cholesterol in Medium LDL
M-LDL-PL,"0.301 [0.285,0.317]",2.041e-278,***,Phospholipids in Medium LDL
S-LDL-CE,"0.300 [0.284,0.317]",1.149e-270,***,Cholesteryl Esters in Small LDL
S-LDL-C,"0.293 [0.276,0.309]",5.294e-261,***,Cholesterol in Small LDL
S-LDL-L,"0.289 [0.272,0.305]",2.711e-252,***,Total-Lipids in Small LDL
M-LDL-P,"0.279 [0.262,0.295]",4.726e-236,***,Concentration of Medium LDL Particles
M-LDL-FC,"0.276 [0.260,0.292]",9.048e-234,***,Free Cholesterol in Medium LDL
S-HDL-P,"0.273 [0.256,0.289]",1.117e-232,***,Concentration of Small HDL Particles
LDL-PL,"0.271 [0.255,0.287]",8.465e-223,***,Phospholipids in LDL
LDL-L,"0.270 [0.253,0.287]",1.385e-213,***,Total-Lipids in LDL
LDL-CE,"0.269 [0.253,0.286]",5.488e-214,***,Cholesteryl Esters in LDL
VLDL-size,"0.266 [0.248,0.284]",1.352e-178,***,Average Diameter for VLDL Particles
LDL-C,"0.265 [0.249,0.282]",2.567e-206,***,LDL Cholesterol
Clinical LDL-C,"0.260 [0.244,0.277]",2.114e-197,***,Clinical LDL Cholesterol
S-HDL-CE,"0.260 [0.244,0.276]",1.945e-214,***,Cholesteryl Esters in Small HDL
XL-VLDL-CE,"0.260 [0.243,0.276]",1.641e-199,***,Cholesteryl Esters in Very Large VLDL
L-VLDL-FC,"0.259 [0.242,0.276]",9.559e-185,***,Free Cholesterol in Large VLDL
S-LDL-PL,"0.258 [0.242,0.275]",1.534e-204,***,Phospholipids in Small LDL
M-VLDL-L,"0.253 [0.236,0.270]",2.994e-190,***,Total-Lipids in Medium VLDL
S-HDL-C,"0.253 [0.237,0.269]",1.640e-197,***,Cholesterol in Small HDL
M-VLDL-P,"0.251 [0.235,0.268]",3.917e-193,***,Concentration of Medium VLDL Particles
XL-VLDL-C,"0.251 [0.234,0.268]",2.081e-178,***,Cholesterol in Very Large VLDL
S-LDL-FC,"0.249 [0.233,0.266]",1.428e-193,***,Free Cholesterol in Small LDL
L-LDL-PL,"0.249 [0.233,0.266]",6.175e-187,***,Phospholipids in Large LDL
L-VLDL-C,"0.248 [0.232,0.265]",2.228e-180,***,Cholesterol in Large VLDL
S-LDL-P,"0.248 [0.231,0.264]",8.529e-188,***,Concentration of Small LDL Particles
L-VLDL-L,"0.245 [0.228,0.263]",2.822e-164,***,Total-Lipids in Large VLDL
Non-HDL-C,"0.245 [0.228,0.262]",5.716e-174,***,Total-Cholesterol Minus HDL-C
L-LDL-L,"0.242 [0.226,0.259]",6.455e-170,***,Total-Lipids in Large LDL
LDL-FC,"0.242 [0.225,0.258]",8.640e-173,***,Free Cholesterol in LDL
L-VLDL-P,"0.241 [0.224,0.259]",2.522e-155,***,Concentration of Large VLDL Particles
M-VLDL-PL,"0.241 [0.225,0.258]",4.614e-178,***,Phospholipids in Medium VLDL
XL-HDL-TG%,"0.241 [0.223,0.260]",1.494e-137,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-PL,"0.240 [0.223,0.258]",2.661e-157,***,Phospholipids in Large VLDL
VLDL-FC,"0.239 [0.223,0.256]",1.651e-170,***,Free Cholesterol in VLDL
LDL-P,"0.238 [0.222,0.254]",4.420e-174,***,Concentration of LDL Particles
M-VLDL-TG,"0.238 [0.220,0.255]",7.899e-156,***,Triglycerides in Medium VLDL
L-LDL-CE,"0.237 [0.220,0.254]",3.394e-164,***,Cholesteryl Esters in Large LDL
ApoB,"0.236 [0.220,0.253]",2.570e-169,***,Apolipoprotein B
L-LDL-C,"0.236 [0.219,0.252]",3.311e-160,***,Cholesterol in Large LDL
S-VLDL-FC,"0.235 [0.219,0.251]",6.991e-172,***,Free Cholesterol in Small VLDL
S-VLDL-PL,"0.234 [0.218,0.251]",2.120e-169,***,Phospholipids in Small VLDL
VLDL-L,"0.234 [0.217,0.251]",6.160e-155,***,Total-Lipids in VLDL
XL-VLDL-P,"0.233 [0.216,0.251]",1.344e-140,***,Concentration of Very Large VLDL Particles
M-VLDL-FC,"0.233 [0.217,0.249]",3.767e-168,***,Free Cholesterol in Medium VLDL
S-VLDL-C,"0.233 [0.217,0.249]",2.672e-170,***,Cholesterol in Small VLDL
L-VLDL-CE,"0.233 [0.216,0.249]",1.676e-165,***,Cholesteryl Esters in Large VLDL
XL-VLDL-L,"0.232 [0.215,0.250]",3.051e-140,***,Total-Lipids in Very Large VLDL
XL-VLDL-FC,"0.232 [0.214,0.249]",1.146e-144,***,Free Cholesterol in Very Large VLDL
VLDL-PL,"0.231 [0.214,0.248]",3.107e-155,***,Phospholipids in VLDL
L-VLDL-TG,"0.231 [0.213,0.249]",2.397e-139,***,Triglycerides in Large VLDL
XL-VLDL-PL,"0.230 [0.212,0.248]",2.806e-139,***,Phospholipids in Very Large VLDL
S-VLDL-CE,"0.228 [0.212,0.244]",2.113e-164,***,Cholesteryl Esters in Small VLDL
VLDL-C,"0.225 [0.209,0.242]",6.511e-155,***,VLDL Cholesterol
S-LDL-C%,"0.223 [0.206,0.240]",1.253e-142,***,Cholesterol to Total-Lipids in Small LDL percentage
ApoB/ApoA1,"0.222 [0.206,0.239]",4.042e-143,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-L,"0.222 [0.206,0.239]",1.355e-147,***,Total-Lipids in Small VLDL
S-HDL-L,"0.221 [0.204,0.237]",3.162e-147,***,Total-Lipids in Small HDL
XXL-VLDL-CE,"0.220 [0.203,0.238]",8.352e-126,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-FC,"0.219 [0.202,0.236]",5.763e-140,***,Free Cholesterol in Large LDL
XL-HDL-CE%,"0.219 [0.200,0.238]",2.071e-108,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG,"0.215 [0.197,0.233]",3.144e-114,***,Triglycerides in Very Large VLDL
VLDL-TG,"0.213 [0.196,0.231]",1.589e-119,***,Triglycerides in VLDL
M-LDL-TG,"0.213 [0.195,0.231]",1.191e-116,***,Triglycerides in Medium LDL
Total-L,"0.213 [0.195,0.230]",1.278e-121,***,Total-Lipids in Lipoprotein Particles
Remnant-C,"0.213 [0.196,0.229]",6.370e-132,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-C,"0.213 [0.196,0.229]",1.463e-138,***,Cholesterol in Medium VLDL
S-VLDL-P,"0.212 [0.196,0.229]",2.530e-133,***,Concentration of Small VLDL Particles
VLDL-CE,"0.210 [0.194,0.227]",7.604e-137,***,Cholesteryl Esters in VLDL
VLDL-P,"0.210 [0.194,0.227]",3.630e-133,***,Concentration of VLDL Particles
L-LDL-P,"0.210 [0.194,0.227]",4.570e-135,***,Concentration of Large LDL Particles
Albumin,"0.209 [0.192,0.226]",9.690e-125,***,Albumin
XXL-VLDL-C,"0.208 [0.191,0.226]",5.531e-111,***,Cholesterol in Chylomicrons and Extremely Large VLDL
TG/PG,"0.206 [0.187,0.225]",5.524e-96,***,Triglycerides to Phosphoglycerides ratio
S-LDL-CE%,"0.206 [0.190,0.222]",5.952e-128,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-CE%,"0.204 [0.188,0.221]",3.032e-126,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-C,"0.204 [0.187,0.222]",5.836e-110,***,Total-Cholesterol
Total-FC,"0.203 [0.186,0.221]",8.675e-115,***,Total-Free Cholesterol
MUFA,"0.203 [0.185,0.221]",3.775e-103,***,Monounsaturated Fatty Acids
Total-CE,"0.201 [0.184,0.219]",1.191e-106,***,Total-Esterified Cholesterol
Total-TG,"0.201 [0.184,0.219]",1.500e-106,***,Total-Triglycerides
S-LDL-TG,"0.197 [0.179,0.215]",8.937e-97,***,Triglycerides in Small LDL
SFA,"0.197 [0.179,0.215]",7.157e-99,***,Saturated Fatty Acids
S-HDL-FC,"0.191 [0.174,0.208]",1.986e-105,***,Free Cholesterol in Small HDL
XXL-VLDL-FC,"0.188 [0.170,0.206]",1.130e-88,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-CE,"0.188 [0.171,0.204]",5.663e-106,***,Cholesteryl Esters in Medium VLDL
IDL-P,"0.188 [0.172,0.204]",3.988e-110,***,Concentration of IDL Particles
LDL-TG,"0.186 [0.169,0.204]",1.696e-91,***,Triglycerides in LDL
XXL-VLDL-PL,"0.184 [0.165,0.202]",6.786e-82,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Total-FA,"0.183 [0.166,0.201]",1.534e-86,***,Total-Fatty Acids
XXL-VLDL-L,"0.181 [0.163,0.199]",7.673e-80,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
MUFA%,"0.180 [0.162,0.199]",5.197e-73,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,"0.179 [0.164,0.195]",2.479e-107,***,3-Hydroxybutyrate
XXL-VLDL-P,"0.179 [0.161,0.197]",1.691e-76,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-HDL-PL,"0.178 [0.161,0.194]",2.755e-93,***,Phospholipids in Small HDL
S-HDL-TG,"0.174 [0.157,0.191]",2.142e-83,***,Triglycerides in Small HDL
L-LDL-TG,"0.168 [0.150,0.185]",9.937e-76,***,Triglycerides in Large LDL
M-LDL-C%,"0.167 [0.150,0.184]",1.466e-77,***,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,"0.166 [0.148,0.185]",8.044e-65,***,Triglycerides in Chylomicrons and Extremely Large VLDL
IDL-C,"0.162 [0.145,0.179]",1.277e-71,***,Cholesterol in IDL
IDL-FC,"0.162 [0.145,0.178]",1.676e-73,***,Free Cholesterol in IDL
IDL-L,"0.160 [0.142,0.177]",3.663e-69,***,Total-Lipids in IDL
IDL-CE,"0.158 [0.141,0.175]",2.410e-69,***,Cholesteryl Esters in IDL
S-VLDL-TG,"0.158 [0.140,0.175]",1.769e-67,***,Triglycerides in Small VLDL
L-HDL-TG%,"0.154 [0.136,0.173]",7.080e-53,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,"0.153 [0.135,0.172]",4.313e-55,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-FC%,"0.146 [0.130,0.161]",4.046e-73,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-CE%,"0.144 [0.128,0.161]",8.245e-59,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-PL%,"0.144 [0.129,0.159]",1.386e-72,***,Phospholipids to Total-Lipids in Large VLDL percentage
Omega-6,"0.142 [0.124,0.159]",5.899e-53,***,Omega-6 Fatty Acids
Total-PL,"0.140 [0.122,0.158]",1.391e-48,***,Total-Phospholipids in Lipoprotein Particles
Acetone,"0.137 [0.120,0.154]",3.116e-52,***,Acetone
IDL-PL,"0.135 [0.118,0.152]",2.983e-50,***,Phospholipids in IDL
SFA%,"0.131 [0.113,0.149]",5.366e-42,***,Saturated Fatty Acids to Total-Fatty Acids percentage
LA,"0.126 [0.109,0.143]",5.860e-42,***,Linoleic Acid
PUFA,"0.124 [0.107,0.142]",4.559e-39,***,Polyunsaturated Fatty Acids
S-HDL-C%,"0.122 [0.106,0.139]",3.650e-40,***,Cholesterol to Total-Lipids in Small HDL percentage
Total-P,"0.119 [0.102,0.136]",7.741e-37,***,Total-Concentration of Lipoprotein Particles
Citrate,"0.118 [0.102,0.135]",5.204e-39,***,Citrate
XS-VLDL-P,"0.118 [0.101,0.134]",2.673e-40,***,Concentration of Very Small VLDL Particles
IDL-C%,"0.114 [0.096,0.132]",4.150e-30,***,Cholesterol to Total-Lipids in IDL percentage
SM,"0.112 [0.094,0.129]",1.002e-30,***,Sphingomyelins
XS-VLDL-FC,"0.106 [0.090,0.123]",5.357e-32,***,Free Cholesterol in Very Small VLDL
S-VLDL-CE%,"0.106 [0.089,0.122]",4.302e-30,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"0.100 [0.083,0.117]",1.241e-24,***,Cholesterol to Total-Lipids in Small VLDL percentage
Cholines,"0.096 [0.078,0.114]",8.226e-21,***,Total-Cholines
Pyruvate,"0.095 [0.079,0.111]",2.355e-24,***,Pyruvate
S-HDL-TG%,"0.095 [0.078,0.112]",5.682e-22,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-TG,"0.095 [0.078,0.111]",1.725e-22,***,Triglycerides in IDL
IDL-CE%,"0.094 [0.077,0.112]",1.475e-20,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-L,"0.093 [0.076,0.109]",7.455e-23,***,Total-Lipids in Very Small VLDL
XS-VLDL-TG,"0.088 [0.071,0.105]",3.922e-19,***,Triglycerides in Very Small VLDL
Phosphoglyc,"0.088 [0.070,0.105]",1.061e-16,***,Phosphoglycerides
XS-VLDL-PL,"0.087 [0.071,0.104]",2.597e-20,***,Phospholipids in Very Small VLDL
XS-VLDL-C,"0.084 [0.068,0.101]",4.570e-18,***,Cholesterol in Very Small VLDL
M-HDL-TG%,"0.083 [0.066,0.100]",7.157e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
HDL-P,"0.082 [0.065,0.099]",1.339e-15,***,Concentration of HDL Particles
IDL-FC%,"0.081 [0.064,0.099]",7.044e-14,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-PL%,"0.079 [0.064,0.094]",1.413e-19,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-VLDL-FC%,"0.079 [0.061,0.096]",6.935e-13,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-PL%,"0.074 [0.054,0.094]",9.303e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-CE,"0.073 [0.056,0.089]",1.384e-12,***,Cholesteryl Esters in Very Small VLDL
XXL-VLDL-CE%,"0.073 [0.057,0.089]",3.051e-14,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,"0.072 [0.058,0.087]",7.182e-17,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,"0.072 [0.055,0.088]",1.676e-12,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-VLDL-PL%,"0.071 [0.054,0.088]",1.876e-10,***,Phospholipids to Total-Lipids in Small VLDL percentage
PC,"0.069 [0.051,0.087]",5.770e-09,***,Phosphatidylcholines
L-LDL-C%,"0.066 [0.047,0.084]",8.757e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,"0.056 [0.039,0.073]",5.294e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-PL%,"0.049 [0.033,0.065]",3.173e-04,***,Phospholipids to Total-Lipids in Large LDL percentage
HDL-TG,"0.047 [0.031,0.064]",0.005,**,Triglycerides in HDL
XL-VLDL-TG%,"0.044 [0.029,0.060]",0.006,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
