Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"1.824 [1.642,2.006]",7.335e-80,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"1.713 [1.521,1.905]",7.127e-63,***,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,"1.705 [1.529,1.881]",1.322e-74,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,"1.674 [1.489,1.858]",7.139e-65,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,"1.569 [1.393,1.744]",4.209e-63,***,Triglycerides to Total-Lipids in IDL percentage
SFA%,"1.507 [1.331,1.683]",1.422e-57,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,"1.406 [1.238,1.575]",1.147e-54,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,"1.342 [1.164,1.519]",3.585e-44,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,"1.326 [1.157,1.496]",2.414e-47,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-TG%,"1.216 [1.031,1.400]",1.025e-32,***,Triglycerides to Total-Lipids in Large HDL percentage
GlycA,"1.185 [1.010,1.360]",1.188e-34,***,Glycoprotein Acetyls
XL-HDL-TG%,"1.180 [0.998,1.361]",9.780e-32,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,"1.161 [0.977,1.345]",1.299e-29,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,"1.149 [0.977,1.320]",7.028e-34,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,"1.129 [0.959,1.300]",4.230e-33,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG,"1.121 [0.954,1.288]",6.072e-34,***,Triglycerides in Small HDL
M-HDL-TG%,"1.103 [0.930,1.276]",2.031e-30,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG,"1.036 [0.863,1.210]",3.292e-26,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-HDL-FC%,"1.024 [0.822,1.226]",6.473e-18,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-P,"1.022 [0.849,1.194]",9.634e-26,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,"1.014 [0.843,1.186]",1.596e-25,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"1.004 [0.831,1.176]",1.292e-24,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG%,"0.982 [0.821,1.143]",2.033e-27,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,"0.970 [0.804,1.136]",4.899e-25,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG,"0.947 [0.773,1.120]",2.927e-21,***,Triglycerides in Very Large VLDL
XXL-VLDL-FC,"0.936 [0.766,1.106]",1.071e-21,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,"0.912 [0.744,1.080]",6.075e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA,"0.878 [0.704,1.051]",8.013e-18,***,Monounsaturated Fatty Acids
M-HDL-TG,"0.873 [0.713,1.033]",2.283e-21,***,Triglycerides in Medium HDL
LDL-TG,"0.870 [0.700,1.039]",1.799e-18,***,Triglycerides in LDL
XXL-VLDL-C,"0.868 [0.698,1.039]",4.654e-18,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"0.867 [0.707,1.026]",5.862e-21,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-TG,"0.861 [0.690,1.031]",1.077e-17,***,Triglycerides in Medium LDL
XS-VLDL-TG,"0.857 [0.692,1.021]",4.134e-19,***,Triglycerides in Very Small VLDL
S-LDL-TG,"0.852 [0.681,1.024]",4.091e-17,***,Triglycerides in Small LDL
L-LDL-TG,"0.852 [0.685,1.020]",4.764e-18,***,Triglycerides in Large LDL
Total-TG,"0.835 [0.664,1.007]",3.614e-16,***,Total-Triglycerides
XL-VLDL-P,"0.827 [0.656,0.998]",5.705e-16,***,Concentration of Very Large VLDL Particles
IDL-TG,"0.827 [0.662,0.992]",2.053e-17,***,Triglycerides in IDL
HDL-TG,"0.824 [0.662,0.986]",4.970e-18,***,Triglycerides in HDL
XL-VLDL-L,"0.812 [0.640,0.983]",3.883e-15,***,Total-Lipids in Very Large VLDL
XXL-VLDL-CE,"0.801 [0.631,0.972]",8.636e-15,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
VLDL-TG,"0.779 [0.608,0.951]",1.141e-13,***,Triglycerides in VLDL
XL-VLDL-PL,"0.753 [0.584,0.923]",6.721e-13,***,Phospholipids in Very Large VLDL
VLDL-size,"0.753 [0.575,0.931]",2.540e-11,***,Average Diameter for VLDL Particles
L-VLDL-PL,"0.691 [0.522,0.859]",2.032e-10,***,Phospholipids in Large VLDL
S-VLDL-TG,"0.673 [0.506,0.839]",5.316e-10,***,Triglycerides in Small VLDL
XL-VLDL-FC,"0.662 [0.494,0.829]",2.501e-09,***,Free Cholesterol in Very Large VLDL
SFA,"0.655 [0.481,0.829]",3.802e-08,***,Saturated Fatty Acids
L-VLDL-P,"0.642 [0.473,0.811]",2.345e-08,***,Concentration of Large VLDL Particles
S-HDL-PL%,"0.610 [0.442,0.777]",2.208e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
L-VLDL-TG,"0.607 [0.436,0.778]",7.830e-07,***,Triglycerides in Large VLDL
L-VLDL-FC,"0.579 [0.411,0.747]",3.092e-06,***,Free Cholesterol in Large VLDL
L-VLDL-L,"0.572 [0.403,0.741]",7.698e-06,***,Total-Lipids in Large VLDL
Omega-6/Omega-3,"0.496 [0.323,0.669]",0.005,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Lactate,"0.481 [0.316,0.645]",0.002,**,Lactate
XXL-VLDL-TG%,"0.470 [0.309,0.632]",0.003,**,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-L,"0.462 [0.295,0.630]",0.014,*,Total-Lipids in VLDL
M-VLDL-TG,"0.457 [0.289,0.625]",0.021,*,Triglycerides in Medium VLDL
XL-VLDL-C,"0.455 [0.289,0.620]",0.016,*,Cholesterol in Very Large VLDL
S-HDL-PL,"0.426 [0.266,0.586]",0.043,*,Phospholipids in Small HDL
S-LDL-C,"-0.430 [-0.591,-0.269]",0.036,*,Cholesterol in Small LDL
IDL-P,"-0.440 [-0.597,-0.282]",0.010,**,Concentration of IDL Particles
XS-VLDL-CE,"-0.447 [-0.609,-0.284]",0.017,*,Cholesteryl Esters in Very Small VLDL
L-LDL-P,"-0.451 [-0.611,-0.292]",0.007,**,Concentration of Large LDL Particles
Gly,"-0.479 [-0.632,-0.326]",1.982e-04,***,Glycine
HDL-L,"-0.491 [-0.668,-0.315]",0.011,*,Total-Lipids in HDL
LDL-PL,"-0.500 [-0.662,-0.338]",3.146e-04,***,Phospholipids in LDL
LDL-CE,"-0.507 [-0.671,-0.343]",3.276e-04,***,Cholesteryl Esters in LDL
LDL-L,"-0.507 [-0.672,-0.343]",3.574e-04,***,Total-Lipids in LDL
LDL-size,"-0.515 [-0.692,-0.337]",0.003,**,Average Diameter for LDL Particles
Non-HDL-C,"-0.518 [-0.683,-0.353]",1.752e-04,***,Total-Cholesterol Minus HDL-C
SM,"-0.540 [-0.713,-0.368]",1.856e-04,***,Sphingomyelins
M-VLDL-C,"-0.570 [-0.730,-0.410]",5.850e-07,***,Cholesterol in Medium VLDL
S-VLDL-CE%,"-0.594 [-0.757,-0.431]",1.928e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-L,"-0.594 [-0.759,-0.429]",4.516e-07,***,Total-Lipids in Large LDL
L-LDL-PL,"-0.595 [-0.757,-0.432]",1.585e-07,***,Phospholipids in Large LDL
LDL-C,"-0.596 [-0.760,-0.432]",2.811e-07,***,LDL Cholesterol
IDL-PL,"-0.602 [-0.767,-0.437]",2.121e-07,***,Phospholipids in IDL
L-LDL-CE%,"-0.607 [-0.766,-0.448]",1.947e-08,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-FC,"-0.610 [-0.778,-0.443]",2.316e-07,***,Total-Free Cholesterol
L-LDL-CE,"-0.612 [-0.776,-0.447]",7.270e-08,***,Cholesteryl Esters in Large LDL
Omega-6,"-0.624 [-0.794,-0.453]",1.661e-07,***,Omega-6 Fatty Acids
