Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-L,"0.820 [0.782,0.858]",0.000e+00,***,Total-Lipids in Medium HDL
M-HDL-PL,"0.819 [0.783,0.856]",0.000e+00,***,Phospholipids in Medium HDL
M-HDL-C,"0.789 [0.752,0.827]",0.000e+00,***,Cholesterol in Medium HDL
M-HDL-CE,"0.784 [0.747,0.822]",0.000e+00,***,Cholesteryl Esters in Medium HDL
M-HDL-P,"0.778 [0.742,0.814]",0.000e+00,***,Concentration of Medium HDL Particles
ApoA1,"0.775 [0.737,0.813]",0.000e+00,***,Apolipoprotein A1
HDL-PL,"0.774 [0.735,0.812]",0.000e+00,***,Phospholipids in HDL
M-HDL-FC,"0.765 [0.729,0.802]",0.000e+00,***,Free Cholesterol in Medium HDL
HDL-L,"0.754 [0.715,0.793]",1.761e-303,***,Total-Lipids in HDL
HDL-P,"0.745 [0.709,0.781]",0.000e+00,***,Concentration of HDL Particles
SFA%,"0.737 [0.697,0.777]",3.125e-276,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Total-P,"0.709 [0.673,0.746]",0.000e+00,***,Total-Concentration of Lipoprotein Particles
S-HDL-PL,"0.695 [0.659,0.730]",0.000e+00,***,Phospholipids in Small HDL
HDL-C,"0.686 [0.647,0.725]",8.369e-253,***,HDL Cholesterol
HDL-CE,"0.680 [0.642,0.719]",1.298e-251,***,Cholesteryl Esters in HDL
HDL-FC,"0.644 [0.607,0.682]",3.723e-243,***,Free Cholesterol in HDL
S-HDL-L,"0.641 [0.606,0.677]",2.286e-267,***,Total-Lipids in Small HDL
S-HDL-FC,"0.626 [0.590,0.662]",2.077e-246,***,Free Cholesterol in Small HDL
PC,"0.613 [0.574,0.652]",1.078e-201,***,Phosphatidylcholines
Phosphoglyc,"0.609 [0.570,0.648]",8.280e-200,***,Phosphoglycerides
S-HDL-C,"0.574 [0.539,0.609]",6.090e-220,***,Cholesterol in Small HDL
Cholines,"0.574 [0.534,0.613]",4.943e-175,***,Total-Cholines
S-HDL-P,"0.543 [0.508,0.578]",6.802e-200,***,Concentration of Small HDL Particles
S-HDL-CE,"0.531 [0.496,0.565]",5.214e-193,***,Cholesteryl Esters in Small HDL
L-HDL-PL,"0.517 [0.479,0.555]",3.366e-153,***,Phospholipids in Large HDL
Total-PL,"0.510 [0.471,0.549]",2.343e-137,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-FC%,"0.490 [0.445,0.535]",1.364e-95,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,"0.474 [0.435,0.513]",4.236e-121,***,Total-Lipids in Large HDL
SFA,"0.461 [0.421,0.500]",1.834e-108,***,Saturated Fatty Acids
S-HDL-PL%,"0.413 [0.376,0.449]",1.486e-101,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-P,"0.412 [0.376,0.448]",8.644e-105,***,Concentration of Large HDL Particles
SM,"0.406 [0.368,0.444]",1.915e-90,***,Sphingomyelins
L-HDL-FC,"0.400 [0.364,0.437]",2.752e-97,***,Free Cholesterol in Large HDL
L-HDL-C,"0.397 [0.359,0.435]",1.459e-88,***,Cholesterol in Large HDL
L-HDL-CE,"0.388 [0.350,0.425]",1.680e-85,***,Cholesteryl Esters in Large HDL
L-HDL-PL%,"0.329 [0.283,0.374]",1.151e-39,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG,"0.320 [0.285,0.356]",2.310e-63,***,Triglycerides in Medium HDL
DHA,"0.318 [0.280,0.356]",7.450e-55,***,Docosahexaenoic Acid
