Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,"0.148 [0.093,0.202]",0.025,*,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-PL,"0.142 [0.099,0.185]",2.133e-05,***,Phospholipids in Small HDL
S-HDL-L,"0.135 [0.092,0.177]",1.435e-04,***,Total-Lipids in Small HDL
S-HDL-FC,"0.126 [0.082,0.169]",0.003,**,Free Cholesterol in Small HDL
M-HDL-TG,"0.118 [0.074,0.161]",0.021,*,Triglycerides in Medium HDL
S-HDL-P,"0.114 [0.072,0.156]",0.026,*,Concentration of Small HDL Particles
Tyr,"0.111 [0.069,0.153]",0.043,*,Tyrosine
XL-VLDL-FC%,"-0.111 [-0.152,-0.070]",0.027,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,"-0.117 [-0.161,-0.073]",0.040,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"-0.119 [-0.162,-0.076]",0.016,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"-0.119 [-0.162,-0.077]",0.009,**,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,"-0.124 [-0.168,-0.080]",0.006,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"-0.129 [-0.174,-0.083]",0.008,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,"-0.134 [-0.183,-0.086]",0.013,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-FC%,"-0.140 [-0.187,-0.093]",0.002,**,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-CE%,"-0.143 [-0.188,-0.097]",1.725e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-C%,"-0.146 [-0.197,-0.095]",0.005,**,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"-0.153 [-0.207,-0.099]",0.005,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,"-0.164 [-0.214,-0.115]",1.838e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
