Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG,"0.877 [0.819,0.934]",2.986e-189,***,Triglycerides in Large LDL
IDL-TG,"0.871 [0.814,0.927]",4.545e-193,***,Triglycerides in IDL
LDL-TG,"0.859 [0.800,0.917]",4.087e-176,***,Triglycerides in LDL
M-LDL-TG,"0.838 [0.779,0.898]",4.947e-162,***,Triglycerides in Medium LDL
L-LDL-TG%,"0.832 [0.771,0.892]",1.533e-155,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG,"0.829 [0.772,0.886]",3.743e-174,***,Triglycerides in Very Small VLDL
M-LDL-TG%,"0.768 [0.710,0.825]",1.089e-144,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,"0.730 [0.670,0.791]",4.171e-119,***,Triglycerides to Total-Lipids in IDL percentage
S-LDL-TG,"0.710 [0.650,0.771]",1.095e-111,***,Triglycerides in Small LDL
HDL-TG,"0.710 [0.654,0.765]",4.873e-133,***,Triglycerides in HDL
XL-HDL-TG,"0.689 [0.633,0.746]",2.870e-122,***,Triglycerides in Very Large HDL
S-LDL-TG%,"0.686 [0.627,0.744]",4.474e-111,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG,"0.672 [0.617,0.727]",1.587e-121,***,Triglycerides in Medium HDL
S-HDL-TG,"0.669 [0.612,0.726]",3.986e-110,***,Triglycerides in Small HDL
SFA,"0.638 [0.578,0.698]",1.511e-91,***,Saturated Fatty Acids
L-HDL-TG%,"0.634 [0.571,0.697]",1.376e-80,***,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-TG,"0.624 [0.570,0.678]",1.412e-106,***,Triglycerides in Large HDL
MUFA,"0.617 [0.557,0.677]",2.428e-84,***,Monounsaturated Fatty Acids
XL-HDL-TG%,"0.601 [0.539,0.663]",3.138e-74,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL,"0.584 [0.529,0.639]",6.576e-91,***,Phospholipids in Very Small VLDL
S-HDL-TG%,"0.565 [0.507,0.622]",1.246e-76,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,"0.561 [0.504,0.619]",1.964e-75,***,Triglycerides to Total-Lipids in Medium HDL percentage
Total-FA,"0.550 [0.491,0.610]",1.624e-68,***,Total-Fatty Acids
XS-VLDL-L,"0.547 [0.492,0.603]",3.681e-78,***,Total-Lipids in Very Small VLDL
XXL-VLDL-PL,"0.546 [0.485,0.607]",2.084e-63,***,Phospholipids in Chylomicrons and Extremely Large VLDL
MUFA%,"0.546 [0.482,0.609]",1.256e-58,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,"0.544 [0.485,0.604]",6.711e-66,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-P,"0.542 [0.481,0.604]",1.925e-61,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-FC,"0.541 [0.481,0.601]",8.948e-64,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Citrate,"0.539 [0.483,0.594]",1.743e-75,***,Citrate
L-HDL-PL%,"0.534 [0.467,0.601]",1.214e-49,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-P,"0.527 [0.472,0.581]",4.187e-74,***,Concentration of Very Small VLDL Particles
Tyr,"0.520 [0.465,0.574]",4.120e-72,***,Tyrosine
Phosphoglyc,"0.512 [0.452,0.572]",4.816e-58,***,Phosphoglycerides
XXL-VLDL-C,"0.506 [0.447,0.566]",2.694e-56,***,Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,"0.504 [0.447,0.561]",4.529e-61,***,Triglycerides in Small VLDL
XXL-VLDL-L,"0.494 [0.433,0.555]",3.353e-51,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG%,"0.493 [0.433,0.553]",9.454e-53,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Total-TG,"0.492 [0.433,0.551]",1.010e-54,***,Total-Triglycerides
