Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.18 [1.14-1.22],1.133e-17,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.16 [1.12-1.19],5.076e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.13 [1.10-1.17],2.551e-09,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.10-1.16],7.135e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.13 [1.09-1.16],3.145e-09,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.13 [1.09-1.16],5.579e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.09 [1.06-1.13],0.032,*,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.09 [1.06-1.13],0.009,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-C%,0.92 [0.89-0.95],0.017,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,0.92 [0.89-0.95],0.013,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Albumin,0.92 [0.89-0.95],0.030,*,Albumin
L-LDL-FC%,0.92 [0.89-0.94],0.003,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-TG,0.92 [0.89-0.95],0.025,*,Triglycerides in Medium VLDL
L-VLDL-FC,0.91 [0.88-0.94],0.011,*,Free Cholesterol in Large VLDL
M-HDL-FC%,0.91 [0.88-0.94],0.004,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-CE%,0.91 [0.88-0.94],4.378e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.91 [0.88-0.94],0.001,**,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-PL,0.91 [0.88-0.94],0.005,**,Phospholipids in Very Small VLDL
ApoA1,0.91 [0.88-0.94],0.026,*,Apolipoprotein A1
S-VLDL-FC%,0.91 [0.88-0.94],1.302e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.91 [0.88-0.94],3.696e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
DHA,0.91 [0.88-0.94],0.002,**,Docosahexaenoic Acid
M-VLDL-PL%,0.90 [0.88-0.93],2.024e-05,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,0.90 [0.88-0.93],1.663e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-P,0.90 [0.87-0.93],3.746e-04,***,Concentration of Small VLDL Particles
SFA,0.90 [0.87-0.93],1.703e-06,***,Saturated Fatty Acids
XS-VLDL-CE%,0.90 [0.87-0.92],8.711e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C,0.90 [0.87-0.93],4.655e-05,***,Cholesterol in Very Large VLDL
VLDL-L,0.90 [0.87-0.93],8.231e-06,***,Total-Lipids in VLDL
L-VLDL-C,0.90 [0.87-0.93],3.371e-05,***,Cholesterol in Large VLDL
S-HDL-PL,0.90 [0.87-0.93],9.526e-06,***,Phospholipids in Small HDL
Omega-3,0.89 [0.86-0.92],1.497e-05,***,Omega-3 Fatty Acids
XS-VLDL-L,0.89 [0.86-0.92],5.751e-06,***,Total-Lipids in Very Small VLDL
S-VLDL-L,0.89 [0.86-0.92],2.108e-06,***,Total-Lipids in Small VLDL
VLDL-PL,0.89 [0.86-0.92],6.823e-07,***,Phospholipids in VLDL
XS-VLDL-FC,0.89 [0.86-0.92],3.475e-06,***,Free Cholesterol in Very Small VLDL
XS-VLDL-P,0.89 [0.86-0.92],1.636e-06,***,Concentration of Very Small VLDL Particles
M-LDL-CE%,0.89 [0.86-0.92],6.377e-08,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-P,0.89 [0.86-0.92],1.860e-07,***,Concentration of VLDL Particles
Total-FA,0.89 [0.86-0.91],1.855e-09,***,Total-Fatty Acids
HDL-P,0.89 [0.85-0.92],2.810e-06,***,Concentration of HDL Particles
L-VLDL-CE,0.89 [0.86-0.92],2.521e-07,***,Cholesteryl Esters in Large VLDL
S-HDL-L,0.88 [0.86-0.91],2.705e-08,***,Total-Lipids in Small HDL
XL-VLDL-CE,0.88 [0.85-0.91],8.339e-08,***,Cholesteryl Esters in Very Large VLDL
S-HDL-FC,0.88 [0.85-0.91],5.561e-09,***,Free Cholesterol in Small HDL
IDL-C%,0.88 [0.86-0.90],1.147e-13,***,Cholesterol to Total-Lipids in IDL percentage
VLDL-FC,0.88 [0.85-0.91],2.781e-09,***,Free Cholesterol in VLDL
S-HDL-CE,0.88 [0.85-0.91],1.902e-09,***,Cholesteryl Esters in Small HDL
S-LDL-PL,0.88 [0.85-0.91],5.197e-10,***,Phospholipids in Small LDL
L-LDL-C%,0.88 [0.85-0.90],4.104e-13,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-C,0.88 [0.85-0.90],2.184e-10,***,Cholesterol in Small HDL
M-VLDL-L,0.87 [0.85-0.90],7.396e-11,***,Total-Lipids in Medium VLDL
IDL-CE%,0.87 [0.85-0.90],1.329e-14,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-PL,0.87 [0.85-0.90],2.282e-10,***,Phospholipids in Small VLDL
S-VLDL-CE,0.87 [0.84-0.90],6.841e-10,***,Cholesteryl Esters in Small VLDL
M-LDL-C%,0.87 [0.85-0.90],1.107e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-C,0.87 [0.84-0.90],3.523e-10,***,Cholesterol in Very Small VLDL
S-HDL-P,0.87 [0.84-0.90],2.749e-11,***,Concentration of Small HDL Particles
S-VLDL-C,0.87 [0.84-0.90],3.353e-11,***,Cholesterol in Small VLDL
S-LDL-FC,0.87 [0.84-0.90],1.331e-12,***,Free Cholesterol in Small LDL
Total-P,0.87 [0.84-0.90],3.638e-10,***,Total-Concentration of Lipoprotein Particles
SM,0.87 [0.84-0.90],2.120e-11,***,Sphingomyelins
Phosphoglyc,0.87 [0.84-0.90],1.869e-12,***,Phosphoglycerides
M-VLDL-P,0.87 [0.84-0.90],4.698e-12,***,Concentration of Medium VLDL Particles
VLDL-C,0.87 [0.84-0.89],6.146e-13,***,VLDL Cholesterol
M-VLDL-PL,0.87 [0.84-0.89],1.013e-12,***,Phospholipids in Medium VLDL
S-VLDL-FC,0.87 [0.84-0.89],1.687e-12,***,Free Cholesterol in Small VLDL
XS-VLDL-CE,0.86 [0.84-0.89],1.966e-11,***,Cholesteryl Esters in Very Small VLDL
PC,0.86 [0.84-0.89],1.596e-12,***,Phosphatidylcholines
S-LDL-P,0.86 [0.84-0.89],2.202e-13,***,Concentration of Small LDL Particles
L-LDL-P,0.86 [0.84-0.89],3.475e-13,***,Concentration of Large LDL Particles
M-VLDL-FC,0.86 [0.83-0.89],1.836e-13,***,Free Cholesterol in Medium VLDL
VLDL-CE,0.86 [0.83-0.89],3.079e-14,***,Cholesteryl Esters in VLDL
Cholines,0.86 [0.83-0.89],2.628e-14,***,Total-Cholines
S-LDL-L,0.86 [0.83-0.89],2.199e-15,***,Total-Lipids in Small LDL
LA,0.86 [0.83-0.89],1.296e-16,***,Linoleic Acid
M-VLDL-CE,0.86 [0.83-0.89],1.463e-14,***,Cholesteryl Esters in Medium VLDL
LDL-P,0.86 [0.83-0.89],1.000e-14,***,Concentration of LDL Particles
Omega-6,0.86 [0.83-0.88],1.057e-16,***,Omega-6 Fatty Acids
M-LDL-P,0.86 [0.83-0.89],3.056e-15,***,Concentration of Medium LDL Particles
Total-PL,0.86 [0.83-0.88],2.505e-16,***,Total-Phospholipids in Lipoprotein Particles
M-VLDL-C,0.86 [0.83-0.88],1.944e-15,***,Cholesterol in Medium VLDL
ApoB,0.86 [0.83-0.88],1.316e-16,***,Apolipoprotein B
Total-L,0.85 [0.83-0.88],6.081e-19,***,Total-Lipids in Lipoprotein Particles
IDL-P,0.85 [0.83-0.88],3.188e-15,***,Concentration of IDL Particles
IDL-PL,0.85 [0.83-0.88],1.431e-15,***,Phospholipids in IDL
PUFA,0.85 [0.82-0.88],3.056e-18,***,Polyunsaturated Fatty Acids
S-LDL-C,0.85 [0.82-0.88],8.599e-18,***,Cholesterol in Small LDL
M-LDL-PL,0.85 [0.82-0.88],1.354e-17,***,Phospholipids in Medium LDL
S-LDL-CE,0.85 [0.82-0.88],6.433e-18,***,Cholesteryl Esters in Small LDL
M-LDL-FC,0.85 [0.82-0.88],5.398e-18,***,Free Cholesterol in Medium LDL
M-LDL-CE,0.85 [0.82-0.88],1.501e-18,***,Cholesteryl Esters in Medium LDL
IDL-FC,0.85 [0.82-0.88],2.697e-17,***,Free Cholesterol in IDL
M-LDL-L,0.85 [0.82-0.88],4.927e-19,***,Total-Lipids in Medium LDL
Remnant-C,0.85 [0.82-0.88],6.808e-20,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-L,0.85 [0.82-0.87],3.136e-19,***,Total-Lipids in IDL
LDL-FC,0.85 [0.82-0.87],1.607e-19,***,Free Cholesterol in LDL
LDL-L,0.85 [0.82-0.87],3.481e-21,***,Total-Lipids in LDL
M-LDL-C,0.85 [0.82-0.87],1.213e-19,***,Cholesterol in Medium LDL
LDL-PL,0.85 [0.82-0.87],1.104e-19,***,Phospholipids in LDL
L-LDL-CE,0.85 [0.82-0.87],4.304e-20,***,Cholesteryl Esters in Large LDL
L-LDL-L,0.85 [0.82-0.87],5.593e-21,***,Total-Lipids in Large LDL
LDL-CE,0.85 [0.82-0.87],4.103e-21,***,Cholesteryl Esters in LDL
L-LDL-C,0.84 [0.82-0.87],5.431e-21,***,Cholesterol in Large LDL
LDL-C,0.84 [0.82-0.87],8.898e-22,***,LDL Cholesterol
Non-HDL-C,0.84 [0.82-0.87],2.233e-22,***,Total-Cholesterol Minus HDL-C
Total-FC,0.84 [0.82-0.87],5.204e-21,***,Total-Free Cholesterol
IDL-C,0.84 [0.82-0.87],2.796e-20,***,Cholesterol in IDL
Clinical LDL-C,0.84 [0.82-0.87],5.521e-23,***,Clinical LDL Cholesterol
L-LDL-FC,0.84 [0.82-0.87],7.271e-20,***,Free Cholesterol in Large LDL
IDL-CE,0.84 [0.82-0.87],3.084e-20,***,Cholesteryl Esters in IDL
L-LDL-PL,0.84 [0.82-0.87],9.110e-21,***,Phospholipids in Large LDL
S-LDL-CE%,0.84 [0.82-0.87],1.323e-21,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Total-C,0.84 [0.82-0.87],4.079e-23,***,Total-Cholesterol
Total-CE,0.84 [0.82-0.87],4.946e-23,***,Total-Esterified Cholesterol
S-LDL-C%,0.84 [0.81-0.86],5.861e-27,***,Cholesterol to Total-Lipids in Small LDL percentage
