Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.18 [1.13-1.24],2.418e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.13 [1.08-1.18],0.009,**,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.13 [1.08-1.18],0.021,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,1.03 [0.99-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.02 [0.97-1.07],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
IDL-CE%,0.90 [0.86-0.93],0.014,*,Cholesteryl Esters to Total-Lipids in IDL percentage
ApoB,0.89 [0.85-0.93],0.033,*,Apolipoprotein B
S-LDL-L,0.89 [0.85-0.93],0.027,*,Total-Lipids in Small LDL
M-VLDL-PL,0.89 [0.85-0.93],0.040,*,Phospholipids in Medium VLDL
M-LDL-FC,0.89 [0.85-0.93],0.024,*,Free Cholesterol in Medium LDL
LDL-FC,0.89 [0.85-0.93],0.014,*,Free Cholesterol in LDL
VLDL-C,0.89 [0.85-0.93],0.024,*,VLDL Cholesterol
M-VLDL-P,0.89 [0.85-0.93],0.048,*,Concentration of Medium VLDL Particles
L-LDL-FC,0.88 [0.85-0.92],0.011,*,Free Cholesterol in Large LDL
M-LDL-P,0.88 [0.84-0.92],0.017,*,Concentration of Medium LDL Particles
M-VLDL-L,0.88 [0.84-0.92],0.012,*,Total-Lipids in Medium VLDL
S-LDL-C,0.88 [0.84-0.92],0.005,**,Cholesterol in Small LDL
IDL-L,0.88 [0.84-0.92],0.002,**,Total-Lipids in IDL
Clinical LDL-C,0.88 [0.84-0.92],2.393e-04,***,Clinical LDL Cholesterol
IDL-C,0.88 [0.84-0.92],0.001,**,Cholesterol in IDL
M-HDL-L,0.88 [0.84-0.92],0.026,*,Total-Lipids in Medium HDL
LDL-PL,0.88 [0.84-0.92],9.514e-04,***,Phospholipids in LDL
L-LDL-C,0.88 [0.84-0.91],4.355e-04,***,Cholesterol in Large LDL
Remnant-C,0.88 [0.84-0.91],3.282e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-PL,0.88 [0.84-0.92],0.002,**,Phospholipids in Medium LDL
M-HDL-PL,0.88 [0.83-0.92],0.020,*,Phospholipids in Medium HDL
L-LDL-L,0.88 [0.84-0.91],2.400e-04,***,Total-Lipids in Large LDL
L-LDL-CE,0.87 [0.84-0.91],3.924e-04,***,Cholesteryl Esters in Large LDL
LDL-L,0.87 [0.84-0.91],1.173e-04,***,Total-Lipids in LDL
IDL-CE,0.87 [0.84-0.91],6.439e-04,***,Cholesteryl Esters in IDL
S-LDL-CE,0.87 [0.84-0.91],7.646e-04,***,Cholesteryl Esters in Small LDL
LDL-C,0.87 [0.84-0.91],1.205e-04,***,LDL Cholesterol
L-LDL-PL,0.87 [0.84-0.91],4.835e-04,***,Phospholipids in Large LDL
Non-HDL-C,0.87 [0.84-0.91],5.637e-05,***,Total-Cholesterol Minus HDL-C
SM,0.87 [0.83-0.91],0.002,**,Sphingomyelins
S-LDL-C%,0.87 [0.84-0.91],7.441e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.87 [0.83-0.91],1.606e-04,***,Total-Lipids in Medium LDL
LDL-CE,0.87 [0.83-0.91],6.394e-05,***,Cholesteryl Esters in LDL
M-LDL-C,0.87 [0.83-0.91],1.208e-04,***,Cholesterol in Medium LDL
SFA,0.87 [0.83-0.91],2.653e-05,***,Saturated Fatty Acids
