Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.72 [1.56-1.89],5.992e-23,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Glu-lactate,1.68 [1.60-1.77],1.484e-80,***,Glucose-lactate
M-VLDL-TG%,1.64 [1.53-1.76],6.166e-39,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.64 [1.53-1.76],9.353e-38,***,Triglycerides to Total-Lipids in Small VLDL percentage
Glu,1.64 [1.55-1.74],1.179e-57,***,Glucose
XS-VLDL-TG%,1.60 [1.51-1.71],5.223e-44,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.60 [1.51-1.69],5.334e-53,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.55 [1.47-1.64],4.682e-48,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.52 [1.44-1.61],1.400e-43,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.50 [1.41-1.59],2.079e-33,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.43 [1.36-1.51],3.730e-34,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.43 [1.35-1.52],3.521e-28,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.40 [1.32-1.49],1.235e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.35 [1.27-1.43],7.195e-17,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-TG%,1.34 [1.25-1.43],3.813e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
Sc-ala,1.33 [1.26-1.42],6.534e-16,***,Spectrometer-corrected alanine
L-VLDL-TG%,1.33 [1.23-1.43],2.327e-08,***,Triglycerides to Total-Lipids in Large VLDL percentage
TG/PG,1.29 [1.21-1.38],8.725e-10,***,Triglycerides to Phosphoglycerides ratio
MUFA%,1.27 [1.20-1.36],1.861e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,1.26 [1.19-1.34],5.071e-09,***,Alanine
XL-HDL-FC%,1.25 [1.17-1.33],1.575e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.24 [1.16-1.33],7.327e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.24 [1.17-1.32],3.006e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.24 [1.16-1.32],5.094e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,1.23 [1.15-1.31],6.720e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
GlycA,1.19 [1.12-1.27],0.016,*,Glycoprotein Acetyls
Val,1.18 [1.11-1.26],0.040,*,Valine
S-HDL-L,0.84 [0.79-0.90],0.020,*,Total-Lipids in Small HDL
PUFA%,0.84 [0.79-0.89],7.729e-05,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.83 [0.79-0.88],1.535e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC%,0.83 [0.79-0.87],1.766e-08,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-L,0.83 [0.77-0.88],5.788e-04,***,Total-Lipids in Medium VLDL
XL-VLDL-PL%,0.82 [0.77-0.88],2.909e-04,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-HDL-L,0.82 [0.77-0.88],0.007,**,Total-Lipids in Medium HDL
S-HDL-CE%,0.82 [0.78-0.87],5.724e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.82 [0.78-0.87],1.277e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Unsaturation,0.82 [0.77-0.87],7.248e-05,***,Degree of Unsaturation
ApoB/ApoA1,0.81 [0.76-0.87],6.604e-05,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-PL,0.81 [0.76-0.87],3.164e-04,***,Phospholipids in Very Small VLDL
L-HDL-FC%,0.81 [0.78-0.85],2.935e-14,***,Free Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.80 [0.75-0.85],3.991e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-FC,0.80 [0.75-0.85],1.079e-06,***,Free Cholesterol in Small HDL
XL-HDL-CE%,0.79 [0.76-0.84],8.933e-14,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.79 [0.75-0.83],3.614e-16,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,0.79 [0.74-0.85],6.432e-06,***,Free Cholesterol to Total-Lipids in Small HDL percentage
HDL-PL,0.79 [0.73-0.85],5.881e-05,***,Phospholipids in HDL
LDL-size,0.79 [0.74-0.84],4.432e-10,***,Average Diameter for LDL Particles
L-HDL-CE%,0.79 [0.75-0.83],2.773e-19,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,0.79 [0.75-0.83],3.267e-14,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-C%,0.78 [0.74-0.83],3.752e-11,***,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-PL,0.78 [0.73-0.83],5.286e-08,***,Phospholipids in Small VLDL
M-HDL-P,0.77 [0.72-0.84],1.061e-05,***,Concentration of Medium HDL Particles
M-LDL-FC%,0.77 [0.73-0.82],1.554e-16,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.77 [0.73-0.82],1.045e-11,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-C%,0.77 [0.73-0.82],5.487e-13,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C%,0.77 [0.74-0.81],1.687e-23,***,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-P,0.77 [0.72-0.82],6.807e-10,***,Concentration of Small HDL Particles
XS-VLDL-L,0.77 [0.72-0.82],2.909e-09,***,Total-Lipids in Very Small VLDL
VLDL-C,0.77 [0.72-0.82],1.221e-10,***,VLDL Cholesterol
S-HDL-C,0.77 [0.72-0.82],9.765e-11,***,Cholesterol in Small HDL
M-HDL-CE,0.77 [0.71-0.83],3.420e-07,***,Cholesteryl Esters in Medium HDL
M-VLDL-P,0.77 [0.72-0.82],1.859e-09,***,Concentration of Medium VLDL Particles
S-HDL-CE,0.76 [0.72-0.82],6.902e-11,***,Cholesteryl Esters in Small HDL
M-HDL-C,0.76 [0.71-0.82],1.555e-07,***,Cholesterol in Medium HDL
Phosphoglyc,0.76 [0.72-0.81],4.711e-12,***,Phosphoglycerides
HDL-size,0.76 [0.70-0.83],0.001,**,Average Diameter for HDL Particles
S-VLDL-CE,0.76 [0.71-0.81],6.576e-10,***,Cholesteryl Esters in Small VLDL
M-VLDL-PL,0.76 [0.71-0.81],2.031e-11,***,Phospholipids in Medium VLDL
XS-VLDL-P,0.76 [0.71-0.81],4.291e-10,***,Concentration of Very Small VLDL Particles
PUFA,0.75 [0.71-0.80],1.460e-14,***,Polyunsaturated Fatty Acids
M-HDL-FC,0.75 [0.69-0.81],8.609e-08,***,Free Cholesterol in Medium HDL
LA%,0.75 [0.71-0.79],8.717e-18,***,Linoleic Acid to Total-Fatty Acids percentage
ApoA1,0.75 [0.70-0.80],5.872e-10,***,Apolipoprotein A1
XXL-VLDL-C%,0.75 [0.69-0.81],9.280e-09,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-L,0.74 [0.69-0.80],7.609e-10,***,Total-Lipids in HDL
Total-L,0.74 [0.70-0.79],1.106e-18,***,Total-Lipids in Lipoprotein Particles
PC,0.74 [0.70-0.79],2.020e-14,***,Phosphatidylcholines
M-VLDL-CE%,0.74 [0.71-0.77],1.939e-43,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-C,0.74 [0.69-0.79],6.144e-13,***,Cholesterol in Small VLDL
XS-VLDL-FC,0.74 [0.69-0.79],1.307e-12,***,Free Cholesterol in Very Small VLDL
XXL-VLDL-CE%,0.74 [0.68-0.79],1.092e-11,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA,0.73 [0.69-0.78],1.576e-18,***,Linoleic Acid
S-LDL-P,0.73 [0.69-0.78],8.955e-15,***,Concentration of Small LDL Particles
Omega-6,0.73 [0.69-0.78],4.327e-18,***,Omega-6 Fatty Acids
L-HDL-PL,0.73 [0.67-0.80],1.298e-05,***,Phospholipids in Large HDL
S-LDL-PL,0.73 [0.68-0.78],2.460e-16,***,Phospholipids in Small LDL
M-LDL-P,0.72 [0.68-0.77],4.465e-16,***,Concentration of Medium LDL Particles
Cholines,0.72 [0.68-0.77],2.478e-19,***,Total-Cholines
S-LDL-L,0.72 [0.68-0.77],7.787e-19,***,Total-Lipids in Small LDL
M-HDL-FC%,0.72 [0.68-0.76],8.228e-24,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-CE,0.72 [0.67-0.77],4.834e-19,***,Cholesteryl Esters in Medium LDL
VLDL-CE,0.72 [0.67-0.77],5.240e-18,***,Cholesteryl Esters in VLDL
M-VLDL-FC,0.72 [0.67-0.77],1.086e-16,***,Free Cholesterol in Medium VLDL
HDL-P,0.72 [0.67-0.77],2.368e-14,***,Concentration of HDL Particles
Total-PL,0.71 [0.67-0.76],6.039e-22,***,Total-Phospholipids in Lipoprotein Particles
XL-HDL-PL,0.71 [0.64-0.79],1.602e-05,***,Phospholipids in Very Large HDL
S-VLDL-FC,0.71 [0.67-0.76],2.212e-17,***,Free Cholesterol in Small VLDL
M-LDL-L,0.71 [0.67-0.76],1.528e-21,***,Total-Lipids in Medium LDL
