Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.67 [1.54-1.82],2.778e-29,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.63 [1.51-1.77],8.235e-30,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.61 [1.48-1.74],1.686e-24,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.60 [1.48-1.73],1.975e-28,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.59 [1.48-1.72],6.478e-28,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.57 [1.44-1.70],1.310e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Glu-lactate,1.55 [1.44-1.66],1.775e-27,***,Glucose-lactate
S-VLDL-TG%,1.54 [1.40-1.69],1.563e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
Glu,1.49 [1.37-1.61],1.443e-17,***,Glucose
M-VLDL-TG%,1.47 [1.34-1.62],6.980e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.47 [1.36-1.60],1.632e-14,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.39 [1.23-1.57],0.020,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
Sc-ala,1.37 [1.26-1.48],5.231e-09,***,Spectrometer-corrected alanine
S-LDL-TG%,1.34 [1.24-1.46],1.088e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.33 [1.20-1.47],0.008,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.31 [1.19-1.43],0.003,**,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.26 [1.16-1.37],0.005,**,Alanine
L-HDL-PL%,1.25 [1.16-1.34],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.83 [0.78-0.89],0.018,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
