Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.42 [1.27-1.59],1.535e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.38 [1.24-1.54],8.082e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
Lactate,1.37 [1.21-1.54],0.071,,Lactate
M-LDL-TG%,1.36 [1.22-1.51],0.007,**,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.31 [1.18-1.47],0.268,,Triglycerides to Total-Lipids in IDL percentage
IDL-C%,0.77 [0.70-0.85],0.025,*,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-CE%,0.76 [0.69-0.83],0.005,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.76 [0.69-0.84],0.013,*,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-C%,0.75 [0.67-0.83],0.046,*,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.75 [0.67-0.83],0.027,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Albumin,0.74 [0.67-0.83],0.012,*,Albumin
M-HDL-C%,0.74 [0.66-0.82],0.010,*,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-C%,0.73 [0.66-0.80],1.451e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.73 [0.66-0.80],3.874e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-L,0.71 [0.63-0.80],0.007,**,Total-Lipids in Small HDL
HDL-P,0.69 [0.60-0.79],0.014,*,Concentration of HDL Particles
Total-P,0.69 [0.60-0.78],0.006,**,Total-Concentration of Lipoprotein Particles
S-HDL-P,0.65 [0.57-0.73],1.316e-06,***,Concentration of Small HDL Particles
S-HDL-C,0.65 [0.57-0.73],2.043e-07,***,Cholesterol in Small HDL
S-HDL-CE,0.63 [0.55-0.71],9.535e-09,***,Cholesteryl Esters in Small HDL
