Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-FC,407,1.816 [1.556-2.119],8.785e-09,***,Free Cholesterol in Medium LDL
LDL-FC,411,1.788 [1.535-2.082],1.843e-08,***,Free Cholesterol in LDL
Clinical LDL-C,463,1.746 [1.520-2.007],9.290e-10,***,Clinical LDL Cholesterol
LDL-PL,473,1.743 [1.524-1.993],1.174e-10,***,Phospholipids in LDL
S-LDL-FC,410,1.738 [1.504-2.008],1.574e-08,***,Free Cholesterol in Small LDL
L-LDL-FC,474,1.734 [1.504-2.000],9.160e-09,***,Free Cholesterol in Large LDL
M-LDL-PL,492,1.729 [1.503-1.990],4.496e-09,***,Phospholipids in Medium LDL
S-LDL-PL,409,1.729 [1.497-1.996],1.935e-08,***,Phospholipids in Small LDL
LDL-C,476,1.723 [1.502-1.976],1.795e-09,***,LDL Cholesterol
L-LDL-PL,492,1.721 [1.503-1.970],9.547e-10,***,Phospholipids in Large LDL
S-LDL-C,489,1.715 [1.498-1.963],1.318e-09,***,Cholesterol in Small LDL
L-LDL-C,488,1.696 [1.484-1.938],1.897e-09,***,Cholesterol in Large LDL
S-LDL-L,511,1.684 [1.480-1.916],5.973e-10,***,Total-Lipids in Small LDL
LDL-L,502,1.682 [1.471-1.923],5.982e-09,***,Total-Lipids in LDL
LDL-CE,506,1.676 [1.465-1.918],1.385e-08,***,Cholesteryl Esters in LDL
L-LDL-CE,502,1.673 [1.464-1.910],7.925e-09,***,Cholesteryl Esters in Large LDL
L-LDL-L,508,1.672 [1.469-1.902],1.351e-09,***,Total-Lipids in Large LDL
M-LDL-C,525,1.661 [1.451-1.900],3.870e-08,***,Cholesterol in Medium LDL
M-LDL-L,531,1.653 [1.449-1.886],1.932e-08,***,Total-Lipids in Medium LDL
S-LDL-CE,543,1.646 [1.447-1.871],7.825e-09,***,Cholesteryl Esters in Small LDL
M-VLDL-CE,487,1.637 [1.420-1.888],2.973e-06,***,Cholesteryl Esters in Medium VLDL
M-LDL-P,508,1.625 [1.415-1.866],1.474e-06,***,Concentration of Medium LDL Particles
L-LDL-P,541,1.592 [1.405-1.804],7.266e-08,***,Concentration of Large LDL Particles
M-LDL-CE,550,1.592 [1.396-1.815],9.543e-07,***,Cholesteryl Esters in Medium LDL
IDL-P,505,1.592 [1.392-1.819],2.373e-06,***,Concentration of IDL Particles
Non-HDL-C,563,1.587 [1.400-1.799],1.157e-07,***,Total-Cholesterol Minus HDL-C
S-LDL-P,566,1.583 [1.396-1.794],1.656e-07,***,Concentration of Small LDL Particles
LDL-P,552,1.582 [1.396-1.792],1.507e-07,***,Concentration of LDL Particles
IDL-CE,553,1.559 [1.375-1.768],1.123e-06,***,Cholesteryl Esters in IDL
ApoB,565,1.553 [1.375-1.755],3.231e-07,***,Apolipoprotein B
IDL-C,568,1.547 [1.368-1.750],8.105e-07,***,Cholesterol in IDL
M-VLDL-C,535,1.543 [1.352-1.760],2.633e-05,***,Cholesterol in Medium VLDL
ApoB/ApoA1,542,1.525 [1.346-1.729],9.989e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-FC,587,1.522 [1.350-1.715],1.427e-06,***,Free Cholesterol in IDL
Total-CE,575,1.513 [1.331-1.719],5.506e-05,***,Total-Esterified Cholesterol
Total-FC,546,1.509 [1.329-1.713],4.913e-05,***,Total-Free Cholesterol
Total-C,563,1.504 [1.322-1.712],1.494e-04,***,Total-Cholesterol
IDL-L,573,1.495 [1.331-1.680],3.147e-06,***,Total-Lipids in IDL
L-LDL-C%,403,1.488 [1.289-1.717],0.013,*,Cholesterol to Total-Lipids in Large LDL percentage
Remnant-C,577,1.473 [1.304-1.663],1.100e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-C%,527,1.457 [1.272-1.670],0.014,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,523,1.450 [1.269-1.657],0.011,*,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-FC,593,1.441 [1.278-1.625],5.870e-04,***,Free Cholesterol in Small VLDL
M-VLDL-FC,594,1.427 [1.262-1.614],0.004,**,Free Cholesterol in Medium VLDL
S-VLDL-PL%,600,1.411 [1.264-1.574],1.912e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-PL,591,1.408 [1.258-1.575],6.179e-04,***,Phospholipids in IDL
S-VLDL-FC%,609,1.399 [1.253-1.562],5.233e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL,632,1.373 [1.221-1.545],0.030,*,Phospholipids in Medium VLDL
S-VLDL-C,618,1.355 [1.211-1.517],0.031,*,Cholesterol in Small VLDL
S-VLDL-PL,664,1.344 [1.205-1.500],0.030,*,Phospholipids in Small VLDL
IDL-TG%,635,0.780 [0.708-0.859],0.109,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,661,0.771 [0.695-0.855],0.216,,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,609,0.722 [0.633-0.822],0.247,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,564,0.679 [0.596-0.774],0.002,**,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,367,0.616 [0.521-0.727],0.002,**,Phospholipids to Total-Lipids in Small HDL percentage
