Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
VLDL-CE,621,1.023 [1.002-1.045],1.000,,Cholesteryl Esters in VLDL
S-LDL-CE,543,1.022 [0.999-1.046],1.000,,Cholesteryl Esters in Small LDL
S-VLDL-FC,593,1.022 [1.000-1.044],1.000,,Free Cholesterol in Small VLDL
IDL-PL,591,1.016 [0.996-1.037],1.000,,Phospholipids in IDL
VLDL-FC,630,1.014 [0.993-1.035],1.000,,Free Cholesterol in VLDL
S-HDL-CE%,367,0.991 [0.973-1.009],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-HDL-C,671,0.984 [0.966-1.002],1.000,,Cholesterol in Large HDL
M-HDL-FC%,609,0.982 [0.965-1.000],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C,607,0.956 [0.934-0.978],1.000,,Cholesterol in Medium HDL
M-HDL-CE,607,0.951 [0.929-0.973],1.000,,Cholesteryl Esters in Medium HDL
