Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.490 [1.387-1.602],3.826e-22,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,332,1.396 [1.295-1.504],6.413e-13,***,Free Cholesterol to Total-Lipids in IDL percentage
PUFA/MUFA,484,1.384 [1.310-1.462],1.118e-25,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-C%,486,1.353 [1.260-1.452],1.616e-11,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,485,1.351 [1.259-1.451],2.562e-11,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-LDL-C%,225,1.309 [1.203-1.424],1.005e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,460,1.298 [1.216-1.385],7.694e-10,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-C%,604,1.291 [1.216-1.369],7.568e-12,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC%,397,1.287 [1.193-1.387],1.201e-05,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE%,597,1.285 [1.209-1.366],2.308e-10,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,609,1.275 [1.203-1.353],1.377e-10,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
DHA%,240,1.268 [1.205-1.334],1.804e-14,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-C%,642,1.267 [1.200-1.339],6.150e-12,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,644,1.262 [1.194-1.333],4.246e-11,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,574,1.262 [1.191-1.336],4.518e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,600,1.258 [1.186-1.334],4.294e-09,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-LDL-FC%,651,1.250 [1.183-1.320],5.630e-10,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,403,1.246 [1.164-1.334],7.023e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-CE%,492,1.241 [1.166-1.321],3.297e-06,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-LDL-PL%,510,1.241 [1.167-1.319],1.188e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-FC%,687,1.237 [1.169-1.309],3.169e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,310,1.237 [1.188-1.288],1.297e-19,***,Degree of Unsaturation
S-LDL-FC%,578,1.220 [1.159-1.285],7.445e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-C%,527,1.215 [1.144-1.291],4.792e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-C%,632,1.206 [1.144-1.272],9.059e-07,***,Cholesterol to Total-Lipids in Medium HDL percentage
DHA,289,1.184 [1.128-1.241],1.088e-06,***,Docosahexaenoic Acid
L-HDL-CE%,562,1.182 [1.116-1.253],0.004,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,622,1.181 [1.118-1.248],8.372e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-CE%,557,1.179 [1.116-1.246],9.984e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-FC%,609,1.177 [1.121-1.235],1.251e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,523,1.173 [1.107-1.242],0.015,*,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-CE,611,1.171 [1.106-1.239],0.016,*,Cholesteryl Esters in HDL
HDL-C,621,1.166 [1.103-1.233],0.013,*,HDL Cholesterol
Omega-3%,215,1.155 [1.108-1.204],3.681e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-C%,558,1.153 [1.094-1.215],0.026,*,Cholesterol to Total-Lipids in IDL percentage
HDL-FC,599,1.146 [1.088-1.206],0.050,*,Free Cholesterol in HDL
XL-HDL-FC,590,1.145 [1.090-1.204],0.021,*,Free Cholesterol in Very Large HDL
XL-HDL-C,653,1.140 [1.088-1.196],0.014,*,Cholesterol in Very Large HDL
XL-HDL-CE,664,1.136 [1.083-1.191],0.035,*,Cholesteryl Esters in Very Large HDL
L-HDL-C,671,1.135 [1.083-1.190],0.039,*,Cholesterol in Large HDL
Omega-3,420,1.126 [1.082-1.173],0.002,**,Omega-3 Fatty Acids
Omega-6/Omega-3,257,0.879 [0.841-0.918],0.002,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-TG%,474,0.868 [0.824-0.915],0.027,*,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-CE,617,0.868 [0.823-0.915],0.043,*,Cholesteryl Esters in Very Large VLDL
L-VLDL-CE,614,0.865 [0.820-0.912],0.023,*,Cholesteryl Esters in Large VLDL
VLDL-L,623,0.857 [0.813-0.905],0.004,**,Total-Lipids in VLDL
M-VLDL-TG,613,0.855 [0.810-0.902],0.002,**,Triglycerides in Medium VLDL
S-VLDL-TG,687,0.854 [0.812-0.898],1.932e-04,***,Triglycerides in Small VLDL
S-LDL-TG,690,0.851 [0.808-0.896],2.119e-04,***,Triglycerides in Small LDL
L-VLDL-C,622,0.851 [0.807-0.896],3.308e-04,***,Cholesterol in Large VLDL
IDL-TG%,635,0.846 [0.804-0.891],4.196e-05,***,Triglycerides to Total-Lipids in IDL percentage
MUFA,654,0.845 [0.800-0.892],3.428e-04,***,Monounsaturated Fatty Acids
L-VLDL-PL%,580,0.843 [0.799-0.888],4.992e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,657,0.841 [0.801-0.883],8.265e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,637,0.840 [0.800-0.881],2.734e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG,681,0.840 [0.798-0.883],4.192e-06,***,Triglycerides in Small HDL
S-HDL-TG%,677,0.836 [0.795-0.880],1.035e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
Total-TG,641,0.835 [0.789-0.883],8.020e-05,***,Total-Triglycerides
XL-VLDL-C,639,0.832 [0.787-0.879],1.423e-05,***,Cholesterol in Very Large VLDL
L-VLDL-FC,648,0.828 [0.783-0.875],4.833e-06,***,Free Cholesterol in Large VLDL
L-VLDL-P,622,0.826 [0.780-0.873],6.764e-06,***,Concentration of Large VLDL Particles
S-LDL-CE%,545,0.825 [0.778-0.874],2.936e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-L,609,0.825 [0.778-0.874],1.892e-05,***,Total-Lipids in Large VLDL
L-VLDL-PL,637,0.822 [0.778-0.868],6.017e-07,***,Phospholipids in Large VLDL
L-VLDL-TG,567,0.818 [0.770-0.869],1.439e-05,***,Triglycerides in Large VLDL
VLDL-TG,582,0.817 [0.770-0.867],5.562e-06,***,Triglycerides in VLDL
S-LDL-TG%,594,0.816 [0.774-0.859],4.831e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,489,0.815 [0.761-0.873],0.001,**,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-FC,610,0.814 [0.769-0.862],2.806e-07,***,Free Cholesterol in Very Large VLDL
XL-VLDL-P,599,0.813 [0.767-0.861],5.034e-07,***,Concentration of Very Large VLDL Particles
M-LDL-CE%,368,0.811 [0.756-0.870],0.001,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,642,0.811 [0.768-0.857],1.884e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-L,578,0.810 [0.764-0.859],4.285e-07,***,Total-Lipids in Very Large VLDL
S-VLDL-TG%,564,0.809 [0.763-0.859],6.046e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-PL,607,0.808 [0.763-0.856],1.069e-07,***,Phospholipids in Very Large VLDL
VLDL-size,604,0.802 [0.760-0.847],2.506e-10,***,Average Diameter for VLDL Particles
XXL-VLDL-CE,621,0.800 [0.757-0.845],4.888e-10,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,589,0.795 [0.751-0.841],6.397e-10,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG%,661,0.794 [0.752-0.838],8.820e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC,557,0.792 [0.747-0.840],1.878e-09,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
