Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.06 [1.04-1.07],7.318e-10,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.05 [1.04-1.07],5.268e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.05 [1.04-1.07],5.224e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.05 [1.03-1.07],2.072e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.05 [1.03-1.07],3.396e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.05 [1.03-1.06],6.309e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.05 [1.03-1.06],2.156e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.05 [1.03-1.06],2.354e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.04 [1.03-1.06],8.077e-05,***,Glycoprotein Acetyls
IDL-PL%,1.04 [1.03-1.06],1.750e-05,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.04 [1.03-1.06],1.007e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
TG/PG,1.04 [1.02-1.06],0.001,**,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,1.04 [1.02-1.06],5.858e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.04 [1.02-1.05],4.809e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.04 [1.02-1.05],0.007,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C,0.97 [0.96-0.98],0.049,*,Cholesterol in Very Small VLDL
S-LDL-FC,0.97 [0.95-0.98],0.009,**,Free Cholesterol in Small LDL
PUFA,0.97 [0.95-0.98],0.022,*,Polyunsaturated Fatty Acids
LDL-CE,0.97 [0.95-0.98],0.010,**,Cholesteryl Esters in LDL
S-VLDL-CE%,0.97 [0.95-0.98],0.010,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-FC%,0.97 [0.95-0.98],0.019,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-L,0.97 [0.95-0.98],0.008,**,Total-Lipids in Lipoprotein Particles
L-VLDL-CE%,0.97 [0.95-0.98],0.016,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
