Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.0847,0.0957,Tyrosine
Total-P,0.0920,0.0776,Total-Concentration of Lipoprotein Particles
Leu,0.0303,0.0410,Leucine
S-HDL-P,0.0242,0.0347,Concentration of Small HDL Particles
XXL-VLDL-PL%,0.0412,0.0344,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,0.0568,0.0334,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0422,0.0319,3-Hydroxybutyrate
Ile,0.0145,0.0304,Isoleucine
S-HDL-CE,0.0228,0.0295,Cholesteryl Esters in Small HDL
XXL-VLDL-CE,0.0237,0.0294,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
SFA%,0.0285,0.0263,Saturated Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0455,0.0254,Albumin
Acetone,0.0238,0.0250,Acetone
S-LDL-CE%,0.0302,0.0250,Cholesteryl Esters to Total-Lipids in Small LDL percentage
His,0.0345,0.0250,Histidine
Pyruvate,0.0115,0.0226,Pyruvate
Citrate,0.0223,0.0215,Citrate
XS-VLDL-PL%,0.0138,0.0197,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.0373,0.0195,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Lactate,0.0202,0.0193,Lactate
Acetate,0.0145,0.0179,Acetate
Ala,0.0090,0.0178,Alanine
Acetoacetate,0.0233,0.0178,Acetoacetate
GlycA,0.0177,0.0161,Glycoprotein Acetyls
LDL-size,0.0115,0.0154,Average Diameter for LDL Particles
Glu-lactate,0.0220,0.0153,Glucose-lactate
Gln,0.0018,0.0152,Glutamine
S-LDL-PL%,0.0160,0.0143,Phospholipids to Total-Lipids in Small LDL percentage
HDL-P,0.0130,0.0142,Concentration of HDL Particles
Gly,0.0077,0.0134,Glycine
Val,0.0092,0.0122,Valine
IDL-FC%,0.0073,0.0116,Free Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0093,0.0115,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-C%,0.0095,0.0109,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-TG%,0.0063,0.0102,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-C,0.0082,0.0090,Cholesterol in Small HDL
XS-VLDL-FC%,0.0100,0.0090,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0078,0.0080,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0090,0.0073,Creatinine
XXL-VLDL-FC,0.0042,0.0071,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-LDL-CE%,0.0088,0.0069,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.0038,0.0062,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-L,0.0058,0.0061,Total-Lipids in Small HDL
M-VLDL-CE%,0.0048,0.0054,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.0102,0.0047,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6%,0.0055,0.0046,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C%,0.0045,0.0045,Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA,0.0025,0.0038,Docosahexaenoic Acid
L-VLDL-TG%,0.0042,0.0038,Triglycerides to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0010,0.0036,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-PL%,0.0020,0.0036,Phospholipids to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0028,0.0031,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,0.0043,0.0030,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0040,0.0028,Glucose
IDL-PL%,0.0027,0.0024,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-P,0.0015,0.0015,Concentration of Very Large VLDL Particles
Phe,0.0012,0.0015,Phenylalanine
Sc-ala,0.0035,0.0014,Spectrometer-corrected alanine
M-VLDL-L,0.0022,0.0013,Total-Lipids in Medium VLDL
IDL-P,0.0008,0.0012,Concentration of IDL Particles
M-HDL-P,0.0005,0.0011,Concentration of Medium HDL Particles
XS-VLDL-PL,0.0005,0.0011,Phospholipids in Very Small VLDL
HDL-size,0.0012,0.0010,Average Diameter for HDL Particles
L-LDL-C%,0.0005,0.0009,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0015,0.0008,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.0005,0.0007,Cholesterol to Total-Lipids in Medium LDL percentage
TG/PG,0.0007,0.0007,Triglycerides to Phosphoglycerides ratio
Omega-3,0.0003,0.0004,Omega-3 Fatty Acids
Omega-3%,0.0008,0.0004,Omega-3 Fatty Acids to Total-Fatty Acids percentage
