Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Ala,0.0765,0.0607,Alanine
Gln,0.0508,0.0607,Glutamine
XXL-VLDL-PL%,0.0730,0.0591,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0342,0.0568,Phenylalanine
Acetate,0.0432,0.0489,Acetate
LA%,0.0657,0.0388,Linoleic Acid to Total-Fatty Acids percentage
His,0.0358,0.0348,Histidine
L-HDL-PL%,0.0257,0.0329,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0220,0.0314,Glycine
Glu-lactate,0.0382,0.0311,Glucose-lactate
Pyruvate,0.0172,0.0262,Pyruvate
Glu,0.0260,0.0258,Glucose
Sc-ala,0.0347,0.0255,Spectrometer-corrected alanine
S-HDL-FC%,0.0253,0.0237,Free Cholesterol to Total-Lipids in Small HDL percentage
PUFA/MUFA,0.0088,0.0233,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Lactate,0.0187,0.0215,Lactate
VLDL-size,0.0175,0.0203,Average Diameter for VLDL Particles
GlycA,0.0203,0.0201,Glycoprotein Acetyls
M-LDL-PL%,0.0278,0.0186,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0125,0.0185,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ile,0.0118,0.0179,Isoleucine
3-Hydroxybutyrate,0.0193,0.0179,3-Hydroxybutyrate
XS-VLDL-FC%,0.0173,0.0161,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Citrate,0.0133,0.0150,Citrate
XS-VLDL-PL%,0.0237,0.0146,Phospholipids to Total-Lipids in Very Small VLDL percentage
LDL-size,0.0088,0.0116,Average Diameter for LDL Particles
XL-HDL-FC%,0.0185,0.0106,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Acetone,0.0095,0.0101,Acetone
Val,0.0057,0.0095,Valine
IDL-FC%,0.0057,0.0093,Free Cholesterol to Total-Lipids in IDL percentage
Albumin,0.0050,0.0086,Albumin
IDL-CE%,0.0147,0.0085,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0055,0.0077,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB/ApoA1,0.0083,0.0077,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-FC%,0.0102,0.0076,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0062,0.0073,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-CE%,0.0077,0.0073,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-PL,0.0092,0.0072,Phospholipids in Medium HDL
S-HDL-FC,0.0050,0.0072,Free Cholesterol in Small HDL
IDL-PL%,0.0050,0.0072,Phospholipids to Total-Lipids in IDL percentage
Tyr,0.0067,0.0069,Tyrosine
M-LDL-CE%,0.0068,0.0069,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
MUFA%,0.0033,0.0065,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0040,0.0060,Creatinine
L-VLDL-PL%,0.0113,0.0057,Phospholipids to Total-Lipids in Large VLDL percentage
Leu,0.0082,0.0056,Leucine
L-VLDL-FC%,0.0047,0.0052,Free Cholesterol to Total-Lipids in Large VLDL percentage
HDL-size,0.0060,0.0051,Average Diameter for HDL Particles
DHA%,0.0023,0.0050,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0060,0.0044,Acetoacetate
XXL-VLDL-FC%,0.0052,0.0043,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0040,0.0042,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-C%,0.0018,0.0042,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,0.0057,0.0042,Triglycerides in Chylomicrons and Extremely Large VLDL
L-HDL-CE%,0.0027,0.0041,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-3,0.0020,0.0041,Omega-3 Fatty Acids
DHA,0.0047,0.0038,Docosahexaenoic Acid
Omega-6%,0.0065,0.0037,Omega-6 Fatty Acids to Total-Fatty Acids percentage
HDL-PL,0.0057,0.0036,Phospholipids in HDL
LA,0.0017,0.0035,Linoleic Acid
PUFA,0.0027,0.0030,Polyunsaturated Fatty Acids
XL-VLDL-CE%,0.0045,0.0029,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Omega-6/Omega-3,0.0017,0.0023,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-VLDL-PL%,0.0022,0.0023,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-C%,0.0017,0.0018,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-PL%,0.0032,0.0017,Phospholipids to Total-Lipids in Very Large HDL percentage
Omega-3%,0.0008,0.0012,Omega-3 Fatty Acids to Total-Fatty Acids percentage
