Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1948,0.2451,Creatinine
Albumin,0.1520,0.1229,Albumin
GlycA,0.0872,0.0680,Glycoprotein Acetyls
PUFA/MUFA,0.0455,0.0677,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,0.0218,0.0636,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE,0.0332,0.0622,Cholesteryl Esters in Very Large HDL
Val,0.0670,0.0440,Valine
PUFA,0.0553,0.0405,Polyunsaturated Fatty Acids
M-VLDL-CE,0.0402,0.0405,Cholesteryl Esters in Medium VLDL
LA%,0.0408,0.0334,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-CE%,0.0152,0.0243,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
MUFA%,0.0317,0.0203,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0185,0.0183,Degree of Unsaturation
XL-HDL-P,0.0158,0.0165,Concentration of Very Large HDL Particles
3-Hydroxybutyrate,0.0238,0.0157,3-Hydroxybutyrate
L-HDL-C%,0.0140,0.0157,Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-C,0.0092,0.0132,Cholesterol in Very Large HDL
Omega-6,0.0158,0.0108,Omega-6 Fatty Acids
L-LDL-C%,0.0143,0.0093,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-CE,0.0042,0.0080,Cholesteryl Esters in Large HDL
Gln,0.0115,0.0078,Glutamine
Glu-lactate,0.0172,0.0077,Glucose-lactate
XL-HDL-FC,0.0082,0.0063,Free Cholesterol in Very Large HDL
Ile,0.0083,0.0054,Isoleucine
L-HDL-PL%,0.0048,0.0053,Phospholipids to Total-Lipids in Large HDL percentage
LA,0.0037,0.0031,Linoleic Acid
Gly,0.0055,0.0027,Glycine
S-HDL-PL%,0.0045,0.0022,Phospholipids to Total-Lipids in Small HDL percentage
Acetoacetate,0.0035,0.0021,Acetoacetate
Sc-ala,0.0030,0.0021,Spectrometer-corrected alanine
Pyruvate,0.0033,0.0020,Pyruvate
S-LDL-CE%,0.0030,0.0020,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Phe,0.0032,0.0018,Phenylalanine
DHA,0.0027,0.0016,Docosahexaenoic Acid
Total-BCAA,0.0023,0.0014,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-3,0.0022,0.0012,Omega-3 Fatty Acids
PUFA%,0.0022,0.0012,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0018,0.0010,Lactate
Glu,0.0023,0.0008,Glucose
Tyr,0.0010,0.0007,Tyrosine
LDL-size,0.0018,0.0006,Average Diameter for LDL Particles
Omega-6/Omega-3,0.0010,0.0005,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,0.0008,0.0005,Alanine
XXL-VLDL-C%,0.0008,0.0004,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0010,0.0003,Acetate
