Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0713,0.1866,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.0928,0.1638,Linoleic Acid to Total-Fatty Acids percentage
Creatinine,0.2132,0.1535,Creatinine
Albumin,0.2202,0.1265,Albumin
IDL-CE%,0.0372,0.0536,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0350,0.0448,Linoleic Acid
S-LDL-CE%,0.0528,0.0371,Cholesteryl Esters to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0670,0.0369,3-Hydroxybutyrate
IDL-CE,0.0233,0.0322,Cholesteryl Esters in IDL
Total-FC,0.0238,0.0284,Total-Free Cholesterol
IDL-TG%,0.0068,0.0261,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0180,0.0238,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0143,0.0230,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-CE,0.0167,0.0084,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
GlycA,0.0182,0.0082,Glycoprotein Acetyls
Total-C,0.0075,0.0081,Total-Cholesterol
Leu,0.0145,0.0072,Leucine
Glu-lactate,0.0132,0.0061,Glucose-lactate
Glu,0.0115,0.0060,Glucose
Citrate,0.0080,0.0039,Citrate
Val,0.0072,0.0026,Valine
Omega-6%,0.0047,0.0023,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.0032,0.0019,Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0035,0.0017,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-BCAA,0.0040,0.0016,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
PUFA%,0.0028,0.0014,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA,0.0015,0.0009,Polyunsaturated Fatty Acids
XXL-VLDL-L,0.0020,0.0009,Total-Lipids in Chylomicrons and Extremely Large VLDL
Gly,0.0020,0.0008,Glycine
Tyr,0.0012,0.0004,Tyrosine
Gln,0.0007,0.0002,Glutamine
PUFA/MUFA,0.0005,0.0002,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Acetate,0.0007,0.0002,Acetate
Ile,0.0003,0.0002,Isoleucine
XXL-VLDL-TG,0.0002,9.9133e-05,Triglycerides in Chylomicrons and Extremely Large VLDL
IDL-P,0.0002,8.5257e-05,Concentration of IDL Particles
His,0.0002,5.2109e-05,Histidine
