Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XXL-VLDL-TG%,0.0023,0.0010,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-P,0.0010,0.0010,Concentration of Large HDL Particles
M-LDL-P,0.0015,0.0009,Concentration of Medium LDL Particles
XXL-VLDL-CE%,0.0027,0.0009,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0015,0.0009,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-CE,0.0007,0.0007,Cholesteryl Esters in VLDL
LDL-size,0.0010,0.0005,Average Diameter for LDL Particles
S-HDL-C,0.0003,0.0005,Cholesterol in Small HDL
Total-L,0.0013,0.0004,Total-Lipids in Lipoprotein Particles
L-LDL-TG%,0.0012,0.0004,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,0.0002,0.0004,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-L,0.0005,0.0004,Total-Lipids in Small HDL
XL-HDL-CE%,0.0008,0.0002,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-C%,0.0002,0.0002,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-PL,0.0002,0.0001,Phospholipids in Very Large HDL
HDL-TG,0.0003,0.0001,Triglycerides in HDL
L-HDL-C,0.0002,7.8144e-05,Cholesterol in Large HDL
