Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.1610,0.2966,Glucose-lactate
Glu,0.0893,0.0736,Glucose
Creatinine,0.0648,0.0615,Creatinine
S-LDL-C%,0.0833,0.0557,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.0558,0.0453,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-CE%,0.0535,0.0406,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Phe,0.0310,0.0296,Phenylalanine
3-Hydroxybutyrate,0.0278,0.0220,3-Hydroxybutyrate
Citrate,0.0223,0.0218,Citrate
PUFA,0.0055,0.0213,Polyunsaturated Fatty Acids
Gln,0.0378,0.0212,Glutamine
IDL-CE,0.0227,0.0196,Cholesteryl Esters in IDL
M-VLDL-L,0.0127,0.0188,Total-Lipids in Medium VLDL
M-LDL-C%,0.0272,0.0176,Cholesterol to Total-Lipids in Medium LDL percentage
Tyr,0.0272,0.0159,Tyrosine
S-LDL-PL%,0.0235,0.0153,Phospholipids to Total-Lipids in Small LDL percentage
Ile,0.0168,0.0148,Isoleucine
Acetoacetate,0.0073,0.0142,Acetoacetate
XXL-VLDL-PL%,0.0158,0.0139,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0027,0.0137,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Albumin,0.0178,0.0136,Albumin
LA%,0.0155,0.0102,Linoleic Acid to Total-Fatty Acids percentage
Ala,0.0225,0.0092,Alanine
His,0.0208,0.0092,Histidine
L-HDL-PL%,0.0013,0.0076,Phospholipids to Total-Lipids in Large HDL percentage
Acetate,0.0085,0.0074,Acetate
Gly,0.0128,0.0058,Glycine
XS-VLDL-FC%,0.0045,0.0056,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0042,0.0054,Free Cholesterol to Total-Lipids in IDL percentage
Lactate,0.0043,0.0051,Lactate
L-VLDL-TG,0.0015,0.0049,Triglycerides in Large VLDL
M-VLDL-P,0.0030,0.0047,Concentration of Medium VLDL Particles
XXL-VLDL-FC%,0.0072,0.0046,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0060,0.0041,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-VLDL-TG,0.0047,0.0038,Triglycerides in Medium VLDL
L-HDL-CE%,0.0015,0.0037,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-VLDL-FC%,0.0052,0.0034,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-TG,0.0022,0.0031,Triglycerides in Medium LDL
Total-P,0.0010,0.0031,Total-Concentration of Lipoprotein Particles
L-HDL-TG,0.0023,0.0030,Triglycerides in Large HDL
XXL-VLDL-PL,0.0027,0.0029,Phospholipids in Chylomicrons and Extremely Large VLDL
Omega-6%,0.0052,0.0028,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,0.0035,0.0027,Phospholipids to Total-Lipids in Small HDL percentage
IDL-PL%,0.0045,0.0027,Phospholipids to Total-Lipids in IDL percentage
LDL-L,0.0025,0.0026,Total-Lipids in LDL
XL-HDL-TG,0.0022,0.0025,Triglycerides in Very Large HDL
S-HDL-CE%,0.0017,0.0025,Cholesteryl Esters to Total-Lipids in Small HDL percentage
VLDL-TG,0.0023,0.0023,Triglycerides in VLDL
Acetone,0.0023,0.0021,Acetone
L-VLDL-PL%,0.0023,0.0020,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,0.0032,0.0019,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0043,0.0019,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-VLDL-PL%,0.0013,0.0016,Phospholipids to Total-Lipids in Very Large VLDL percentage
MUFA,0.0010,0.0016,Monounsaturated Fatty Acids
Val,0.0018,0.0015,Valine
L-HDL-FC,0.0020,0.0015,Free Cholesterol in Large HDL
Phosphoglyc,0.0003,0.0011,Phosphoglycerides
GlycA,0.0025,0.0011,Glycoprotein Acetyls
M-HDL-TG,0.0008,0.0011,Triglycerides in Medium HDL
M-HDL-C,0.0003,0.0011,Cholesterol in Medium HDL
Sc-ala,0.0018,0.0010,Spectrometer-corrected alanine
