Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1198,0.1806,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.1302,0.1538,Albumin
Glu,0.1187,0.1001,Glucose
L-LDL-TG%,0.0547,0.0920,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.0983,0.0753,Glycoprotein Acetyls
Leu,0.0858,0.0748,Leucine
ApoB/ApoA1,0.0412,0.0494,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-size,0.0373,0.0357,Average Diameter for VLDL Particles
XL-HDL-C%,0.0377,0.0321,Cholesterol to Total-Lipids in Very Large HDL percentage
Glu-lactate,0.0283,0.0237,Glucose-lactate
3-Hydroxybutyrate,0.0348,0.0223,3-Hydroxybutyrate
SM,0.0230,0.0190,Sphingomyelins
IDL-CE%,0.0302,0.0187,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0198,0.0184,Valine
M-HDL-L,0.0158,0.0132,Total-Lipids in Medium HDL
HDL-PL,0.0115,0.0087,Phospholipids in HDL
M-LDL-TG%,0.0063,0.0086,Triglycerides to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0100,0.0085,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-CE,0.0095,0.0085,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Citrate,0.0133,0.0075,Citrate
HDL-FC,0.0087,0.0073,Free Cholesterol in HDL
Tyr,0.0083,0.0056,Tyrosine
Total-P,0.0087,0.0053,Total-Concentration of Lipoprotein Particles
S-LDL-C,0.0065,0.0050,Cholesterol in Small LDL
S-HDL-PL%,0.0038,0.0040,Phospholipids to Total-Lipids in Small HDL percentage
HDL-P,0.0047,0.0033,Concentration of HDL Particles
L-HDL-TG,0.0050,0.0032,Triglycerides in Large HDL
S-LDL-C%,0.0063,0.0027,Cholesterol to Total-Lipids in Small LDL percentage
IDL-TG,0.0030,0.0022,Triglycerides in IDL
L-VLDL-L,0.0020,0.0020,Total-Lipids in Large VLDL
IDL-FC,0.0030,0.0020,Free Cholesterol in IDL
Gln,0.0032,0.0014,Glutamine
L-LDL-TG,0.0015,0.0010,Triglycerides in Large LDL
PUFA%,0.0018,0.0009,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-P,0.0015,0.0009,Concentration of IDL Particles
Acetoacetate,0.0022,0.0009,Acetoacetate
L-LDL-C%,0.0008,0.0007,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.0022,0.0007,Creatinine
Phe,0.0002,8.3335e-05,Phenylalanine
Acetone,0.0002,8.1038e-05,Acetone
His,0.0002,7.9470e-05,Histidine
