Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2805,0.2259,Glycoprotein Acetyls
IDL-CE%,0.0713,0.1975,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.2133,0.1434,Albumin
L-LDL-C%,0.0422,0.1063,Cholesterol to Total-Lipids in Large LDL percentage
Glu,0.0662,0.0542,Glucose
L-LDL-TG%,0.0262,0.0488,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-CE,0.0450,0.0367,Cholesteryl Esters in Small LDL
Remnant-C,0.0267,0.0262,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-CE,0.0197,0.0205,Cholesteryl Esters in IDL
S-LDL-CE%,0.0250,0.0190,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-P,0.0173,0.0186,Concentration of IDL Particles
Creatinine,0.0320,0.0180,Creatinine
Glu-lactate,0.0163,0.0137,Glucose-lactate
LA,0.0143,0.0094,Linoleic Acid
Sc-ala,0.0177,0.0082,Spectrometer-corrected alanine
Total-L,0.0103,0.0074,Total-Lipids in Lipoprotein Particles
Total-BCAA,0.0113,0.0058,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LA%,0.0067,0.0050,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0110,0.0050,Leucine
XXL-VLDL-C,0.0063,0.0039,Cholesterol in Chylomicrons and Extremely Large VLDL
Val,0.0070,0.0034,Valine
XXL-VLDL-CE,0.0068,0.0032,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,0.0052,0.0031,Phospholipids in Chylomicrons and Extremely Large VLDL
M-LDL-CE,0.0025,0.0025,Cholesteryl Esters in Medium LDL
ApoB,0.0018,0.0020,Apolipoprotein B
L-LDL-P,0.0020,0.0019,Concentration of Large LDL Particles
M-VLDL-CE,0.0017,0.0014,Cholesteryl Esters in Medium VLDL
Omega-6,0.0025,0.0012,Omega-6 Fatty Acids
3-Hydroxybutyrate,0.0025,0.0012,3-Hydroxybutyrate
S-LDL-PL,0.0015,0.0012,Phospholipids in Small LDL
IDL-TG%,0.0007,0.0011,Triglycerides to Total-Lipids in IDL percentage
Citrate,0.0020,0.0011,Citrate
Total-FC,0.0012,0.0009,Total-Free Cholesterol
S-LDL-C,0.0010,0.0008,Cholesterol in Small LDL
XXL-VLDL-TG,0.0012,0.0007,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC%,0.0007,0.0004,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0002,9.1677e-05,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0002,7.3544e-05,Average Diameter for VLDL Particles
Gln,0.0002,4.3986e-05,Glutamine
