Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.0760,0.0713,Glycoprotein Acetyls
Leu,0.0525,0.0620,Leucine
His,0.0538,0.0473,Histidine
Albumin,0.0562,0.0469,Albumin
M-LDL-CE,0.0543,0.0425,Cholesteryl Esters in Medium LDL
L-LDL-CE%,0.0683,0.0388,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Citrate,0.0290,0.0380,Citrate
IDL-CE%,0.0295,0.0368,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL%,0.0327,0.0353,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0383,0.0340,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0257,0.0331,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-P,0.0313,0.0314,Concentration of Medium LDL Particles
Gly,0.0175,0.0309,Glycine
3-Hydroxybutyrate,0.0303,0.0253,3-Hydroxybutyrate
XXL-VLDL-CE%,0.0307,0.0249,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0182,0.0243,Phenylalanine
Gln,0.0202,0.0235,Glutamine
XXL-VLDL-PL%,0.0263,0.0231,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0290,0.0197,Linoleic Acid to Total-Fatty Acids percentage
SFA%,0.0150,0.0192,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-size,0.0253,0.0186,Average Diameter for HDL Particles
Tyr,0.0090,0.0179,Tyrosine
Pyruvate,0.0117,0.0176,Pyruvate
L-HDL-TG,0.0112,0.0146,Triglycerides in Large HDL
Lactate,0.0115,0.0129,Lactate
M-LDL-C%,0.0095,0.0127,Cholesterol to Total-Lipids in Medium LDL percentage
Ala,0.0068,0.0121,Alanine
Acetoacetate,0.0133,0.0116,Acetoacetate
Creatinine,0.0093,0.0115,Creatinine
Acetate,0.0107,0.0111,Acetate
XL-HDL-P,0.0117,0.0106,Concentration of Very Large HDL Particles
XL-HDL-PL%,0.0112,0.0103,Phospholipids to Total-Lipids in Very Large HDL percentage
Glu,0.0093,0.0100,Glucose
LDL-size,0.0047,0.0092,Average Diameter for LDL Particles
S-LDL-PL%,0.0062,0.0090,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-TG%,0.0100,0.0083,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0073,0.0079,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-PL%,0.0067,0.0068,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0047,0.0063,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,0.0042,0.0055,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL,0.0078,0.0052,Phospholipids in Medium LDL
XL-HDL-C%,0.0053,0.0049,Cholesterol to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0028,0.0047,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-L,0.0060,0.0046,Total-Lipids in Small HDL
VLDL-size,0.0040,0.0044,Average Diameter for VLDL Particles
XXL-VLDL-TG,0.0025,0.0037,Triglycerides in Chylomicrons and Extremely Large VLDL
Sc-ala,0.0035,0.0033,Spectrometer-corrected alanine
Omega-3%,0.0037,0.0029,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,0.0027,0.0027,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-PL%,0.0028,0.0026,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-PL,0.0017,0.0025,Phospholipids in VLDL
S-HDL-PL%,0.0017,0.0024,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-C%,0.0015,0.0024,Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0013,0.0022,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-CE%,0.0053,0.0019,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,0.0012,0.0017,Triglycerides to Total-Lipids in Very Small VLDL percentage
DHA,0.0015,0.0016,Docosahexaenoic Acid
Val,0.0008,0.0016,Valine
XL-VLDL-TG%,0.0030,0.0015,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-CE%,0.0015,0.0014,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-PL%,0.0010,0.0012,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-TG%,0.0025,0.0010,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-C%,0.0005,0.0009,Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0005,0.0008,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PC,0.0005,0.0008,Phosphatidylcholines
Omega-3,0.0003,0.0007,Omega-3 Fatty Acids
HDL-L,0.0007,0.0006,Total-Lipids in HDL
M-VLDL-CE,0.0005,0.0006,Cholesteryl Esters in Medium VLDL
Ile,0.0010,0.0005,Isoleucine
XL-VLDL-C,0.0007,0.0005,Cholesterol in Very Large VLDL
MUFA,0.0005,0.0004,Monounsaturated Fatty Acids
Total-P,0.0007,0.0004,Total-Concentration of Lipoprotein Particles
Acetone,0.0005,0.0003,Acetone
XL-VLDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
VLDL-L,0.0002,0.0001,Total-Lipids in VLDL
