Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0927,0.1836,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0662,0.1730,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.1700,0.1074,Glycoprotein Acetyls
Albumin,0.1395,0.1029,Albumin
S-LDL-CE%,0.0830,0.0806,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu-lactate,0.0535,0.0648,Glucose-lactate
IDL-CE%,0.0282,0.0415,Cholesteryl Esters to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0550,0.0412,3-Hydroxybutyrate
Creatinine,0.0427,0.0408,Creatinine
LA,0.0437,0.0342,Linoleic Acid
Glu,0.0333,0.0222,Glucose
Leu,0.0268,0.0162,Leucine
DHA,0.0245,0.0146,Docosahexaenoic Acid
IDL-FC%,0.0218,0.0137,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.0098,0.0126,Cholesterol to Total-Lipids in Small LDL percentage
LA%,0.0280,0.0121,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0143,0.0080,Citrate
L-LDL-CE%,0.0097,0.0045,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-BCAA,0.0052,0.0038,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
His,0.0077,0.0031,Histidine
Tyr,0.0073,0.0023,Tyrosine
Omega-3,0.0040,0.0023,Omega-3 Fatty Acids
Acetoacetate,0.0058,0.0022,Acetoacetate
S-LDL-PL%,0.0020,0.0014,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.0025,0.0013,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Val,0.0013,0.0012,Valine
XL-HDL-FC%,0.0027,0.0011,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Phe,0.0033,0.0010,Phenylalanine
Gly,0.0025,0.0010,Glycine
Acetone,0.0027,0.0010,Acetone
S-HDL-PL%,0.0020,0.0009,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0027,0.0009,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,0.0018,0.0009,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0012,0.0007,Glutamine
PUFA,0.0010,0.0006,Polyunsaturated Fatty Acids
Unsaturation,0.0003,0.0002,Degree of Unsaturation
Sc-ala,0.0005,0.0002,Spectrometer-corrected alanine
Ala,0.0003,0.0001,Alanine
Lactate,0.0002,5.6586e-05,Lactate
Acetate,0.0002,5.5125e-05,Acetate
Pyruvate,0.0002,3.2543e-05,Pyruvate
