Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
M-LDL-C%,0.0758,0.0915,Cholesterol to Total-Lipids in Medium LDL percentage
Acetate,0.0625,0.0862,Acetate
Albumin,0.0698,0.0658,Albumin
Gly,0.0390,0.0524,Glycine
Gln,0.0702,0.0510,Glutamine
3-Hydroxybutyrate,0.0623,0.0489,3-Hydroxybutyrate
Creatinine,0.0633,0.0435,Creatinine
Citrate,0.0240,0.0352,Citrate
His,0.0242,0.0254,Histidine
Pyruvate,0.0212,0.0241,Pyruvate
Acetoacetate,0.0205,0.0221,Acetoacetate
Tyr,0.0170,0.0221,Tyrosine
IDL-PL%,0.0237,0.0213,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0265,0.0211,Lactate
LDL-size,0.0167,0.0184,Average Diameter for LDL Particles
Omega-6,0.0168,0.0171,Omega-6 Fatty Acids
XL-HDL-C%,0.0197,0.0158,Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.0128,0.0156,Cholesterol to Total-Lipids in Small LDL percentage
PUFA%,0.0118,0.0152,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0113,0.0128,Free Cholesterol to Total-Lipids in IDL percentage
Glu-lactate,0.0093,0.0115,Glucose-lactate
GlycA,0.0100,0.0105,Glycoprotein Acetyls
Phe,0.0093,0.0104,Phenylalanine
LA%,0.0135,0.0101,Linoleic Acid to Total-Fatty Acids percentage
SM,0.0112,0.0101,Sphingomyelins
Glu,0.0105,0.0100,Glucose
XXL-VLDL-PL%,0.0090,0.0099,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA,0.0112,0.0099,Polyunsaturated Fatty Acids
XL-VLDL-PL%,0.0117,0.0098,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-P,0.0105,0.0097,Concentration of Medium LDL Particles
XS-VLDL-L,0.0123,0.0092,Total-Lipids in Very Small VLDL
S-HDL-PL%,0.0118,0.0087,Phospholipids to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0095,0.0083,Free Cholesterol to Total-Lipids in Large VLDL percentage
Acetone,0.0070,0.0082,Acetone
Sc-ala,0.0097,0.0076,Spectrometer-corrected alanine
Total-BCAA,0.0085,0.0076,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-FC%,0.0075,0.0073,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0035,0.0068,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-P,0.0088,0.0067,Concentration of Very Large HDL Particles
Omega-6/Omega-3,0.0078,0.0066,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-CE%,0.0063,0.0063,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,0.0075,0.0063,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0083,0.0061,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0063,0.0060,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ala,0.0042,0.0059,Alanine
Unsaturation,0.0072,0.0059,Degree of Unsaturation
HDL-P,0.0020,0.0055,Concentration of HDL Particles
LA,0.0053,0.0051,Linoleic Acid
Ile,0.0057,0.0051,Isoleucine
Omega-3,0.0042,0.0051,Omega-3 Fatty Acids
XS-VLDL-C,0.0083,0.0051,Cholesterol in Very Small VLDL
M-VLDL-PL%,0.0045,0.0048,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-CE%,0.0023,0.0046,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-3%,0.0055,0.0046,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,0.0052,0.0043,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0038,0.0040,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-C%,0.0062,0.0038,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-CE%,0.0028,0.0031,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0018,0.0031,Docosahexaenoic Acid
XL-HDL-TG%,0.0033,0.0031,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,0.0017,0.0027,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0028,0.0026,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0013,0.0025,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0023,0.0025,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0033,0.0025,Valine
M-LDL-FC%,0.0027,0.0018,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.0007,0.0012,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-TG%,0.0007,0.0009,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG%,0.0008,0.0007,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-TG%,0.0010,0.0005,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
