Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3020,0.6558,Creatinine
GlycA,0.2525,0.1077,Glycoprotein Acetyls
Gly,0.1290,0.0920,Glycine
HDL-size,0.0603,0.0405,Average Diameter for HDL Particles
XL-HDL-PL%,0.0485,0.0226,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,0.0330,0.0146,Cholesterol to Total-Lipids in Very Large HDL percentage
Gln,0.0337,0.0122,Glutamine
Acetone,0.0247,0.0109,Acetone
M-LDL-C%,0.0237,0.0082,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,0.0115,0.0043,Free Cholesterol in HDL
L-HDL-PL,0.0067,0.0034,Phospholipids in Large HDL
XL-HDL-FC%,0.0073,0.0034,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC,0.0055,0.0032,Free Cholesterol in Large HDL
S-HDL-FC%,0.0078,0.0026,Free Cholesterol to Total-Lipids in Small HDL percentage
Citrate,0.0085,0.0026,Citrate
L-HDL-TG,0.0060,0.0023,Triglycerides in Large HDL
S-LDL-PL%,0.0043,0.0020,Phospholipids to Total-Lipids in Small LDL percentage
Albumin,0.0037,0.0014,Albumin
3-Hydroxybutyrate,0.0038,0.0012,3-Hydroxybutyrate
XL-HDL-FC,0.0038,0.0012,Free Cholesterol in Very Large HDL
S-HDL-CE,0.0035,0.0012,Cholesteryl Esters in Small HDL
VLDL-size,0.0033,0.0012,Average Diameter for VLDL Particles
Phe,0.0022,0.0009,Phenylalanine
Glu-lactate,0.0025,0.0009,Glucose-lactate
S-HDL-PL%,0.0025,0.0008,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-CE,0.0027,0.0008,Cholesteryl Esters in Very Large HDL
XL-HDL-PL,0.0013,0.0005,Phospholipids in Very Large HDL
IDL-FC%,0.0013,0.0004,Free Cholesterol to Total-Lipids in IDL percentage
Leu,0.0012,0.0003,Leucine
Lactate,0.0010,0.0003,Lactate
XL-HDL-L,0.0005,0.0002,Total-Lipids in Very Large HDL
Total-BCAA,0.0005,0.0001,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-FC%,0.0002,6.4542e-05,Free Cholesterol to Total-Lipids in Large VLDL percentage
Pyruvate,0.0002,5.5851e-05,Pyruvate
Sc-ala,0.0002,5.0523e-05,Spectrometer-corrected alanine
L-LDL-C%,0.0002,4.9750e-05,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0002,4.6142e-05,Acetoacetate
M-LDL-CE%,0.0002,3.8802e-05,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LDL-size,0.0002,3.4036e-05,Average Diameter for LDL Particles
