Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0655,0.2238,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.2490,0.2194,Glycoprotein Acetyls
Albumin,0.2128,0.1461,Albumin
L-LDL-C%,0.0493,0.0852,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0540,0.0800,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0385,0.0267,Glucose-lactate
LA%,0.0293,0.0259,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0368,0.0248,Glucose
LA,0.0375,0.0242,Linoleic Acid
IDL-TG%,0.0068,0.0206,Triglycerides to Total-Lipids in IDL percentage
MUFA%,0.0243,0.0206,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,0.0318,0.0187,Cholesteryl Esters to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0253,0.0129,3-Hydroxybutyrate
Val,0.0185,0.0076,Valine
Creatinine,0.0132,0.0067,Creatinine
M-VLDL-C,0.0103,0.0064,Cholesterol in Medium VLDL
Omega-3%,0.0133,0.0062,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0135,0.0061,Spectrometer-corrected alanine
L-HDL-PL%,0.0125,0.0061,Phospholipids to Total-Lipids in Large HDL percentage
Leu,0.0092,0.0056,Leucine
PUFA/MUFA,0.0097,0.0053,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
VLDL-size,0.0077,0.0044,Average Diameter for VLDL Particles
ApoB/ApoA1,0.0075,0.0038,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-CE,0.0040,0.0028,Cholesteryl Esters in Small LDL
S-LDL-PL%,0.0045,0.0025,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,0.0020,0.0025,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0030,0.0011,Acetoacetate
XXL-VLDL-P,0.0018,0.0010,Concentration of Chylomicrons and Extremely Large VLDL Particles
Total-BCAA,0.0022,0.0009,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
PUFA%,0.0013,0.0008,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0015,0.0005,Histidine
Acetate,0.0010,0.0003,Acetate
Gly,0.0008,0.0003,Glycine
DHA%,0.0007,0.0002,Docosahexaenoic Acid to Total-Fatty Acids percentage
Tyr,0.0002,6.1775e-05,Tyrosine
Phe,0.0002,5.7134e-05,Phenylalanine
Ile,0.0002,4.2076e-05,Isoleucine
Gln,0.0002,3.2829e-05,Glutamine
