Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0675,0.0487,Glutamine
Acetone,0.0263,0.0477,Acetone
Citrate,0.0342,0.0444,Citrate
Glu-lactate,0.0458,0.0439,Glucose-lactate
Tyr,0.0367,0.0438,Tyrosine
Glu,0.0248,0.0435,Glucose
Pyruvate,0.0358,0.0433,Pyruvate
Gly,0.0402,0.0407,Glycine
Acetate,0.0405,0.0381,Acetate
Acetoacetate,0.0400,0.0329,Acetoacetate
IDL-PL%,0.0193,0.0324,Phospholipids to Total-Lipids in IDL percentage
LA%,0.0343,0.0307,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.0188,0.0304,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Phe,0.0367,0.0303,Phenylalanine
S-LDL-CE%,0.0495,0.0296,Cholesteryl Esters to Total-Lipids in Small LDL percentage
His,0.0180,0.0264,Histidine
Albumin,0.0192,0.0262,Albumin
Lactate,0.0287,0.0238,Lactate
GlycA,0.0172,0.0208,Glycoprotein Acetyls
Unsaturation,0.0335,0.0193,Degree of Unsaturation
SFA%,0.0257,0.0192,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0163,0.0171,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,0.0343,0.0163,Alanine
L-LDL-CE%,0.0125,0.0157,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0187,0.0135,Phospholipids to Total-Lipids in Medium LDL percentage
Sc-ala,0.0168,0.0122,Spectrometer-corrected alanine
Creatinine,0.0108,0.0118,Creatinine
DHA%,0.0182,0.0116,Docosahexaenoic Acid to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0065,0.0102,3-Hydroxybutyrate
Ile,0.0140,0.0100,Isoleucine
LDL-size,0.0095,0.0099,Average Diameter for LDL Particles
XXL-VLDL-CE%,0.0057,0.0095,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0078,0.0089,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-C,0.0108,0.0077,Cholesterol in Small HDL
XL-VLDL-FC%,0.0058,0.0072,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-PL%,0.0065,0.0069,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6%,0.0085,0.0069,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,0.0038,0.0062,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,0.0032,0.0062,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0077,0.0061,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0060,0.0060,Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.0070,0.0053,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.0068,0.0053,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-CE,0.0052,0.0050,Cholesteryl Esters in Small HDL
PUFA%,0.0058,0.0049,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0035,0.0049,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG%,0.0073,0.0046,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-PL%,0.0025,0.0044,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-TG,0.0032,0.0041,Triglycerides in Very Large HDL
M-LDL-C%,0.0033,0.0040,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,0.0055,0.0040,Triglycerides in Chylomicrons and Extremely Large VLDL
Leu,0.0018,0.0039,Leucine
L-HDL-TG,0.0023,0.0037,Triglycerides in Large HDL
M-LDL-CE%,0.0047,0.0037,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-C%,0.0017,0.0036,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,0.0037,0.0036,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,0.0035,0.0030,Triglycerides to Total-Lipids in Large VLDL percentage
XL-VLDL-PL%,0.0020,0.0028,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.0013,0.0020,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-FC%,0.0015,0.0019,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-CE%,0.0030,0.0016,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XXL-VLDL-FC%,0.0013,0.0016,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0022,0.0014,Valine
Omega-3,0.0013,0.0013,Omega-3 Fatty Acids
IDL-CE%,0.0005,0.0012,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-6,0.0012,0.0011,Omega-6 Fatty Acids
Total-BCAA,0.0008,0.0010,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA,0.0008,0.0004,Docosahexaenoic Acid
