Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2113,0.5258,Creatinine
Gly,0.2242,0.1182,Glycine
HDL-FC,0.0725,0.0788,Free Cholesterol in HDL
GlycA,0.1348,0.0587,Glycoprotein Acetyls
L-HDL-FC,0.0593,0.0496,Free Cholesterol in Large HDL
XL-HDL-FC%,0.0438,0.0336,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL,0.0272,0.0275,Phospholipids in Large HDL
HDL-PL,0.0273,0.0217,Phospholipids in HDL
HDL-size,0.0407,0.0141,Average Diameter for HDL Particles
Citrate,0.0335,0.0127,Citrate
XS-VLDL-L,0.0190,0.0077,Total-Lipids in Very Small VLDL
Total-PL,0.0147,0.0076,Total-Phospholipids in Lipoprotein Particles
IDL-TG,0.0177,0.0067,Triglycerides in IDL
M-HDL-FC%,0.0070,0.0062,Free Cholesterol to Total-Lipids in Medium HDL percentage
PC,0.0107,0.0055,Phosphatidylcholines
L-HDL-L,0.0077,0.0054,Total-Lipids in Large HDL
L-HDL-P,0.0077,0.0054,Concentration of Large HDL Particles
XS-VLDL-FC,0.0077,0.0029,Free Cholesterol in Very Small VLDL
S-HDL-PL%,0.0045,0.0027,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL,0.0058,0.0023,Phospholipids in Very Small VLDL
Albumin,0.0082,0.0019,Albumin
XS-VLDL-C,0.0052,0.0019,Cholesterol in Very Small VLDL
XL-HDL-C%,0.0010,0.0006,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,0.0020,0.0005,Average Diameter for VLDL Particles
Pyruvate,0.0020,0.0004,Pyruvate
L-HDL-TG,0.0005,0.0003,Triglycerides in Large HDL
XS-VLDL-CE,0.0007,0.0003,Cholesteryl Esters in Very Small VLDL
SM,0.0007,0.0002,Sphingomyelins
XL-HDL-PL%,0.0010,0.0002,Phospholipids to Total-Lipids in Very Large HDL percentage
LA%,0.0012,0.0002,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0003,9.2155e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phosphoglyc,0.0002,9.0566e-05,Phosphoglycerides
TG/PG,0.0002,4.8569e-05,Triglycerides to Phosphoglycerides ratio
