Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1840,0.4188,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2320,0.2367,Glycoprotein Acetyls
Albumin,0.2628,0.1378,Albumin
ApoB/ApoA1,0.0562,0.0533,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-6%,0.0148,0.0248,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL,0.0243,0.0161,Phospholipids in Medium HDL
VLDL-size,0.0308,0.0160,Average Diameter for VLDL Particles
Glu,0.0208,0.0109,Glucose
XXL-VLDL-FC%,0.0203,0.0101,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-TG,0.0230,0.0101,Triglycerides in IDL
Creatinine,0.0197,0.0097,Creatinine
S-HDL-PL,0.0132,0.0096,Phospholipids in Small HDL
M-HDL-L,0.0098,0.0073,Total-Lipids in Medium HDL
L-LDL-TG,0.0188,0.0066,Triglycerides in Large LDL
IDL-CE%,0.0098,0.0051,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-TG%,0.0065,0.0050,Triglycerides to Total-Lipids in Large LDL percentage
His,0.0082,0.0026,Histidine
XL-HDL-FC,0.0055,0.0026,Free Cholesterol in Very Large HDL
Citrate,0.0062,0.0025,Citrate
S-LDL-PL,0.0028,0.0023,Phospholipids in Small LDL
S-HDL-PL%,0.0037,0.0022,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL%,0.0052,0.0017,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,0.0038,0.0015,Phospholipids to Total-Lipids in IDL percentage
Gly,0.0025,0.0012,Glycine
XS-VLDL-PL%,0.0030,0.0011,Phospholipids to Total-Lipids in Very Small VLDL percentage
LDL-size,0.0018,0.0007,Average Diameter for LDL Particles
Lactate,0.0015,0.0007,Lactate
Leu,0.0018,0.0006,Leucine
L-VLDL-PL%,0.0012,0.0005,Phospholipids to Total-Lipids in Large VLDL percentage
Sc-ala,0.0022,0.0005,Spectrometer-corrected alanine
Tyr,0.0007,0.0003,Tyrosine
Total-BCAA,0.0008,0.0003,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Pyruvate,0.0008,0.0003,Pyruvate
Val,0.0005,0.0001,Valine
Glu-lactate,0.0003,7.3322e-05,Glucose-lactate
PUFA%,0.0002,4.2674e-05,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0002,3.9618e-05,Acetoacetate
Ala,0.0002,3.5939e-05,Alanine
