Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.0973,0.0920,Tyrosine
Unsaturation,0.0780,0.0653,Degree of Unsaturation
Glu,0.0607,0.0567,Glucose
Lactate,0.0375,0.0540,Lactate
IDL-PL%,0.0567,0.0460,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0368,0.0400,Glutamine
Citrate,0.0607,0.0359,Citrate
Ile,0.0240,0.0327,Isoleucine
Acetone,0.0228,0.0318,Acetone
His,0.0277,0.0306,Histidine
Acetoacetate,0.0180,0.0305,Acetoacetate
Ala,0.0310,0.0297,Alanine
Pyruvate,0.0207,0.0279,Pyruvate
Glu-lactate,0.0195,0.0231,Glucose-lactate
Albumin,0.0315,0.0222,Albumin
GlycA,0.0212,0.0207,Glycoprotein Acetyls
Sc-ala,0.0260,0.0202,Spectrometer-corrected alanine
XXL-VLDL-CE%,0.0173,0.0154,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,0.0165,0.0146,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.0153,0.0142,Free Cholesterol to Total-Lipids in Large VLDL percentage
LDL-size,0.0138,0.0133,Average Diameter for LDL Particles
Total-BCAA,0.0072,0.0124,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-PL%,0.0123,0.0113,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE%,0.0088,0.0111,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,0.0107,0.0109,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0062,0.0108,Glycine
Omega-6/Omega-3,0.0128,0.0106,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-VLDL-FC%,0.0078,0.0104,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-P,0.0090,0.0103,Concentration of Medium HDL Particles
Phe,0.0090,0.0098,Phenylalanine
XXL-VLDL-TG%,0.0105,0.0093,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-L,0.0092,0.0084,Total-Lipids in Medium HDL
M-HDL-PL,0.0087,0.0083,Phospholipids in Medium HDL
Val,0.0072,0.0076,Valine
ApoB/ApoA1,0.0122,0.0073,Apolipoprotein B to Apolipoprotein A1 ratio
3-Hydroxybutyrate,0.0065,0.0073,3-Hydroxybutyrate
PUFA%,0.0033,0.0072,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0052,0.0070,Acetate
L-LDL-PL%,0.0115,0.0069,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-PL%,0.0062,0.0066,Phospholipids to Total-Lipids in Large VLDL percentage
Leu,0.0047,0.0064,Leucine
HDL-L,0.0060,0.0062,Total-Lipids in HDL
XXL-VLDL-PL%,0.0052,0.0059,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC,0.0047,0.0057,Free Cholesterol in Large HDL
