Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
S-LDL-CE,0.0045,0.0055,Cholesteryl Esters in Small LDL
HDL-size,0.0062,0.0054,Average Diameter for HDL Particles
MUFA%,0.0040,0.0049,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0015,0.0045,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-PL%,0.0047,0.0045,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-PL%,0.0058,0.0039,Phospholipids to Total-Lipids in Very Large HDL percentage
Omega-3,0.0045,0.0039,Omega-3 Fatty Acids
SM,0.0023,0.0038,Sphingomyelins
Creatinine,0.0035,0.0038,Creatinine
S-LDL-PL%,0.0042,0.0038,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-CE%,0.0043,0.0036,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Omega-3%,0.0058,0.0036,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA%,0.0022,0.0034,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-TG,0.0045,0.0034,Triglycerides in Large HDL
DHA%,0.0013,0.0033,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-PL%,0.0007,0.0031,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0025,0.0030,Cholesteryl Esters to Total-Lipids in IDL percentage
DHA,0.0033,0.0023,Docosahexaenoic Acid
XL-HDL-TG,0.0027,0.0022,Triglycerides in Very Large HDL
IDL-FC%,0.0008,0.0021,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-CE%,0.0028,0.0017,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
SFA%,0.0015,0.0015,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-PL,0.0010,0.0015,Phospholipids in VLDL
XL-VLDL-TG%,0.0018,0.0012,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-C%,0.0010,0.0011,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0015,0.0009,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC,0.0008,0.0009,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-FC%,0.0002,0.0009,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL,0.0007,0.0007,Phospholipids in Large LDL
M-LDL-C%,0.0003,0.0005,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.0005,0.0003,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.0005,0.0003,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0002,0.0002,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-6%,0.0002,8.2783e-05,Omega-6 Fatty Acids to Total-Fatty Acids percentage
