Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1878,0.1915,Creatinine
Citrate,0.1145,0.1459,Citrate
GlycA,0.1395,0.1438,Glycoprotein Acetyls
Gly,0.1402,0.1415,Glycine
XL-HDL-C%,0.0712,0.0942,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-TG,0.0538,0.0594,Triglycerides in IDL
Albumin,0.0738,0.0592,Albumin
XS-VLDL-TG,0.0245,0.0225,Triglycerides in Very Small VLDL
LA%,0.0275,0.0207,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-PL%,0.0202,0.0203,Phospholipids to Total-Lipids in Very Large HDL percentage
Leu,0.0272,0.0160,Leucine
L-LDL-TG%,0.0153,0.0154,Triglycerides to Total-Lipids in Large LDL percentage
VLDL-size,0.0147,0.0135,Average Diameter for VLDL Particles
XS-VLDL-FC,0.0112,0.0080,Free Cholesterol in Very Small VLDL
XS-VLDL-PL,0.0107,0.0075,Phospholipids in Very Small VLDL
L-LDL-C%,0.0082,0.0055,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0078,0.0053,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0097,0.0047,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-C,0.0067,0.0039,Cholesterol in Very Small VLDL
L-LDL-TG,0.0082,0.0034,Triglycerides in Large LDL
His,0.0060,0.0031,Histidine
IDL-TG%,0.0037,0.0029,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-P,0.0057,0.0028,Concentration of Very Small VLDL Particles
XL-HDL-FC%,0.0025,0.0025,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-VLDL-TG%,0.0017,0.0013,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-CE%,0.0018,0.0012,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-L,0.0023,0.0011,Total-Lipids in Very Small VLDL
S-HDL-PL%,0.0010,0.0009,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.0012,0.0009,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-C%,0.0007,0.0005,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.0003,0.0002,Omega-3 Fatty Acids
L-HDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Total-BCAA,0.0003,6.9259e-05,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
