Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2443,0.5381,Creatinine
Gly,0.2348,0.1532,Glycine
Omega-3,0.0670,0.0932,Omega-3 Fatty Acids
Gln,0.0720,0.0384,Glutamine
Acetone,0.0575,0.0344,Acetone
M-LDL-TG,0.0582,0.0343,Triglycerides in Medium LDL
Omega-6/Omega-3,0.0207,0.0154,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-size,0.0335,0.0140,Average Diameter for LDL Particles
IDL-FC%,0.0345,0.0126,Free Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0168,0.0102,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LDL-TG,0.0163,0.0081,Triglycerides in LDL
VLDL-size,0.0280,0.0079,Average Diameter for VLDL Particles
Pyruvate,0.0125,0.0069,Pyruvate
Ile,0.0142,0.0055,Isoleucine
3-Hydroxybutyrate,0.0195,0.0042,3-Hydroxybutyrate
LA%,0.0077,0.0034,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-PL,0.0130,0.0030,Phospholipids in Very Large HDL
His,0.0058,0.0027,Histidine
GlycA,0.0063,0.0027,Glycoprotein Acetyls
Acetoacetate,0.0025,0.0014,Acetoacetate
SM,0.0020,0.0013,Sphingomyelins
L-HDL-C,0.0065,0.0013,Cholesterol in Large HDL
Total-P,0.0020,0.0008,Total-Concentration of Lipoprotein Particles
L-HDL-PL%,0.0032,0.0008,Phospholipids to Total-Lipids in Large HDL percentage
Phe,0.0015,0.0008,Phenylalanine
Albumin,0.0020,0.0005,Albumin
Omega-6%,0.0018,0.0005,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC%,0.0017,0.0005,Free Cholesterol to Total-Lipids in Small LDL percentage
Glu,0.0017,0.0004,Glucose
Ala,0.0015,0.0004,Alanine
L-LDL-CE%,0.0012,0.0004,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-FC%,0.0008,0.0004,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-FC,0.0017,0.0003,Free Cholesterol in Large HDL
Tyr,0.0013,0.0003,Tyrosine
Sc-ala,0.0010,0.0002,Spectrometer-corrected alanine
M-HDL-PL,0.0008,0.0002,Phospholipids in Medium HDL
L-HDL-TG,0.0007,0.0002,Triglycerides in Large HDL
XL-HDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Val,0.0007,0.0002,Valine
Lactate,0.0007,0.0001,Lactate
PUFA,0.0003,6.5356e-05,Polyunsaturated Fatty Acids
XL-HDL-TG,0.0003,6.1700e-05,Triglycerides in Very Large HDL
XXL-VLDL-CE%,0.0003,5.8861e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
