Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1787,0.1963,Creatinine
Unsaturation,0.0530,0.0543,Degree of Unsaturation
SFA%,0.0408,0.0475,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0443,0.0386,Phospholipids to Total-Lipids in Very Small VLDL percentage
Tyr,0.0415,0.0381,Tyrosine
GlycA,0.0458,0.0372,Glycoprotein Acetyls
XL-HDL-PL%,0.0420,0.0371,Phospholipids to Total-Lipids in Very Large HDL percentage
Gly,0.0428,0.0355,Glycine
Pyruvate,0.0235,0.0293,Pyruvate
IDL-FC%,0.0275,0.0262,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0187,0.0248,Acetoacetate
His,0.0175,0.0199,Histidine
Glu-lactate,0.0172,0.0199,Glucose-lactate
Citrate,0.0347,0.0195,Citrate
L-LDL-PL%,0.0210,0.0193,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0225,0.0181,Glucose
Acetone,0.0135,0.0180,Acetone
S-HDL-PL%,0.0158,0.0180,Phospholipids to Total-Lipids in Small HDL percentage
Albumin,0.0080,0.0157,Albumin
LA%,0.0210,0.0156,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-PL,0.0163,0.0145,Phospholipids in Medium HDL
Val,0.0100,0.0137,Valine
LDL-size,0.0118,0.0135,Average Diameter for LDL Particles
Phe,0.0093,0.0133,Phenylalanine
IDL-PL%,0.0093,0.0112,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL,0.0133,0.0106,Phospholipids in Large HDL
Sc-ala,0.0093,0.0105,Spectrometer-corrected alanine
Acetate,0.0102,0.0103,Acetate
M-HDL-FC%,0.0152,0.0101,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,0.0098,0.0099,Free Cholesterol to Total-Lipids in Large VLDL percentage
PUFA%,0.0078,0.0098,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0080,0.0075,Isoleucine
Ala,0.0042,0.0074,Alanine
M-HDL-C,0.0105,0.0071,Cholesterol in Medium HDL
L-VLDL-CE%,0.0085,0.0070,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-FC%,0.0072,0.0066,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-C%,0.0053,0.0064,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0057,0.0063,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0080,0.0062,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3,0.0075,0.0059,Omega-3 Fatty Acids
XXL-VLDL-TG%,0.0045,0.0057,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-C%,0.0052,0.0049,Cholesterol to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,0.0038,0.0049,3-Hydroxybutyrate
Gln,0.0047,0.0046,Glutamine
M-VLDL-FC%,0.0057,0.0040,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LA,0.0057,0.0038,Linoleic Acid
Lactate,0.0027,0.0036,Lactate
S-VLDL-CE%,0.0050,0.0036,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-HDL-PL%,0.0008,0.0034,Phospholipids to Total-Lipids in Large HDL percentage
HDL-FC,0.0040,0.0031,Free Cholesterol in HDL
SM,0.0042,0.0030,Sphingomyelins
L-HDL-TG%,0.0037,0.0030,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.0035,0.0030,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0015,0.0029,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0015,0.0028,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-PL%,0.0032,0.0028,Phospholipids to Total-Lipids in Medium VLDL percentage
Omega-6/Omega-3,0.0028,0.0027,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
SFA,0.0022,0.0022,Saturated Fatty Acids
XS-VLDL-FC,0.0037,0.0022,Free Cholesterol in Very Small VLDL
S-LDL-C%,0.0005,0.0019,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-C%,0.0010,0.0019,Cholesterol to Total-Lipids in Large HDL percentage
MUFA%,0.0015,0.0019,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0013,0.0018,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-C%,0.0027,0.0016,Cholesterol to Total-Lipids in IDL percentage
S-HDL-CE,0.0012,0.0013,Cholesteryl Esters in Small HDL
S-VLDL-FC%,0.0013,0.0011,Free Cholesterol to Total-Lipids in Small VLDL percentage
XXL-VLDL-PL%,0.0010,0.0011,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-P,0.0017,0.0011,Concentration of Very Large HDL Particles
XXL-VLDL-FC%,0.0005,0.0009,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG,0.0005,0.0009,Triglycerides in Medium LDL
L-VLDL-TG,0.0005,0.0008,Triglycerides in Large VLDL
L-LDL-C%,0.0005,0.0004,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0003,0.0003,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0002,0.0001,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
