Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1093,0.0822,Glycoprotein Acetyls
Pyruvate,0.1077,0.0672,Pyruvate
Gly,0.0593,0.0640,Glycine
S-LDL-PL%,0.0497,0.0577,Phospholipids to Total-Lipids in Small LDL percentage
Citrate,0.0210,0.0512,Citrate
Albumin,0.0525,0.0507,Albumin
L-LDL-CE%,0.0655,0.0494,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Creatinine,0.0483,0.0436,Creatinine
Gln,0.0253,0.0263,Glutamine
Unsaturation,0.0125,0.0240,Degree of Unsaturation
SFA%,0.0148,0.0228,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0150,0.0220,Acetate
Ile,0.0238,0.0202,Isoleucine
Tyr,0.0147,0.0199,Tyrosine
M-LDL-PL%,0.0120,0.0198,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,0.0248,0.0195,Phenylalanine
Glu-lactate,0.0185,0.0193,Glucose-lactate
IDL-PL%,0.0168,0.0177,Phospholipids to Total-Lipids in IDL percentage
Glu,0.0228,0.0168,Glucose
Acetoacetate,0.0233,0.0166,Acetoacetate
Lactate,0.0117,0.0159,Lactate
XS-VLDL-PL%,0.0112,0.0140,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,0.0208,0.0137,Free Cholesterol in Very Large HDL
Ala,0.0097,0.0136,Alanine
S-LDL-C%,0.0195,0.0132,Cholesterol to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0098,0.0131,3-Hydroxybutyrate
XL-HDL-CE%,0.0180,0.0128,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-C%,0.0070,0.0126,Cholesterol to Total-Lipids in Medium LDL percentage
His,0.0067,0.0122,Histidine
S-HDL-PL%,0.0060,0.0116,Phospholipids to Total-Lipids in Small HDL percentage
Acetone,0.0080,0.0100,Acetone
XXL-VLDL-TG%,0.0118,0.0099,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0083,0.0097,Free Cholesterol to Total-Lipids in Large VLDL percentage
IDL-FC%,0.0040,0.0081,Free Cholesterol to Total-Lipids in IDL percentage
Sc-ala,0.0098,0.0072,Spectrometer-corrected alanine
XXL-VLDL-C%,0.0090,0.0068,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,0.0075,0.0068,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Omega-3%,0.0040,0.0067,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,0.0055,0.0065,Valine
M-LDL-CE%,0.0037,0.0064,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC,0.0045,0.0056,Free Cholesterol in Small HDL
L-VLDL-PL%,0.0038,0.0054,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-PL,0.0032,0.0052,Phospholipids in Small LDL
S-HDL-CE%,0.0053,0.0050,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-LDL-PL%,0.0025,0.0049,Phospholipids to Total-Lipids in Large LDL percentage
HDL-L,0.0068,0.0042,Total-Lipids in HDL
S-HDL-PL,0.0043,0.0040,Phospholipids in Small HDL
L-HDL-TG,0.0033,0.0039,Triglycerides in Large HDL
XXL-VLDL-CE%,0.0043,0.0038,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3,0.0015,0.0038,Omega-3 Fatty Acids
XL-HDL-FC%,0.0047,0.0036,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Cholines,0.0045,0.0027,Total-Cholines
M-LDL-FC%,0.0020,0.0026,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0020,0.0024,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0012,0.0023,Free Cholesterol to Total-Lipids in Small HDL percentage
LA%,0.0005,0.0020,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-C%,0.0022,0.0018,Cholesterol to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0013,0.0017,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
MUFA%,0.0007,0.0017,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0012,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6,0.0018,0.0015,Omega-6 Fatty Acids
Leu,0.0007,0.0014,Leucine
L-HDL-FC%,0.0013,0.0011,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-TG%,0.0013,0.0009,Triglycerides to Total-Lipids in Large HDL percentage
IDL-C%,0.0005,0.0009,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0012,0.0009,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,0.0005,0.0008,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-CE,0.0005,0.0007,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-CE,0.0005,0.0007,Cholesteryl Esters in Very Large VLDL
Omega-6%,0.0007,0.0007,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,0.0013,0.0006,Triglycerides to Total-Lipids in Small LDL percentage
