Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
L12_FOLICULAROTH,12,-0.047 [-0.064--0.03],0.003,**,Other follicular disorders,Skin
N14_CHRONEPHROPATH,18,-0.048 [-0.059--0.04],1.046e-10,***,Chronic nephritic syndrome,Genitourinary
G6_PARKINSON,2693,-0.048 [-0.049--0.05],1.000e-315,***,Parkinson's disease,Nervous
N14_BENIGNMAMDYSP,134,-0.052 [-0.061--0.04],7.873e-27,***,Benign mammary dysplasia,Genitourinary
M13_MYALGIA,253,-0.053 [-0.064--0.04],1.283e-18,***,Myalgia,Musculoskeletal
CD2_BENIGN_SIGMOID_COLON,29,-0.055 [-0.075--0.04],0.006,**,Benign neoplasm: Sigmoid colon,Neoplasms
N14_MENSIRREG,59,-0.058 [-0.076--0.04],2.233e-05,***,Irregular menses,Genitourinary
N14_OVARYCYST,986,-0.058 [-0.063--0.05],6.559e-115,***,Ovarian cyst,Genitourinary
L12_DISORDSKINAPPENDIX,424,-0.059 [-0.066--0.05],3.910e-50,***,Disorders of skin appendages,Skin
I9_ARTOTH,187,-0.062 [-0.067--0.06],9.631e-113,***,Other diseases of arteries and capillaries,Circulatory
O15_MATERN_CARE_OTHER,240,-0.062 [-0.071--0.05],2.297e-39,***,Maternal care for other known or suspected fetal problems,Pregnancy
AB1_BACT_INTEST_OTH,357,-0.064 [-0.070--0.06],1.407e-77,***,Other bacterial intestinal infections,Infectious and parasitic
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.064 [-0.069--0.06],3.226e-143,***,Viral and other specified intestinal infections,Infectious and parasitic
H7_PARASTRAB,7,-0.065 [-0.086--0.04],2.848e-04,***,Paralytic strabismus,Eye and adnexa
M13_HAMMERTOE,331,-0.066 [-0.078--0.05],2.618e-22,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_UPPERDIS,4085,-0.067 [-0.074--0.06],4.942e-94,***,Other diseases of upper respiratory tract,Respiratory
K11_FISTULA,485,-0.067 [-0.072--0.06],1.055e-184,***,Colonic or urogenital fistula,Digestive
M13_TENDOSYNOVITISNAS,236,-0.071 [-0.076--0.07],1.195e-161,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
M13_SOFTTISSUEOTH,600,-0.072 [-0.084--0.06],2.855e-23,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,-0.073 [-0.080--0.07],4.538e-114,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
H8_EXTERNAL,828,-0.074 [-0.078--0.07],1.068e-265,***,Diseases of external ear,Ear and mastoid
K11_INTESTOTH,398,-0.075 [-0.090--0.06],1.388e-15,***,Other diseases of intestines,Digestive
N14_MENORRHAGIA,717,-0.075 [-0.083--0.07],2.899e-74,***,Menorrhagia,Genitourinary
M13_SYNOTEND,1267,-0.077 [-0.083--0.07],2.915e-125,***,Disorders of synovium and tendon,Musculoskeletal
F5_ANXIETY,71,-0.082 [-0.102--0.06],3.069e-10,***,Other anxiety disorders,Mental and behavioural
E4_PCOS_CONCORTIUM,205,-0.083 [-0.097--0.07],1.845e-28,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
L12_INFECT_SKIN,518,-0.084 [-0.092--0.08],3.326e-87,***,Infections of the skin and subcutaneous tissue,Skin
H7_CHALAZION,671,-0.087 [-0.091--0.08],1.000e-315,***,Chalazion,Eye and adnexa
O15_DELIV_CAESAR,82,-0.089 [-0.104--0.07],1.199e-22,***,Single delivery by caesarean section,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,-0.096 [-0.110--0.08],9.769e-36,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
F5_DEPRESSIO,2165,-0.104 [-0.111--0.10],1.336e-174,***,Depression,Mental and behavioural
M13_SCIATICA,658,-0.108 [-0.121--0.10],4.916e-54,***,Sciatica+with lumbago,Musculoskeletal
N14_PROSTHYPERPLA,3795,-0.122 [-0.127--0.12],1.000e-315,***,Hyperplasia of prostate,Genitourinary
N14_URINOTH,1485,-0.143 [-0.153--0.13],6.587e-194,***,Other diseases of urinary system,Genitourinary
AB1_OTHER_BACTERIAL,478,-0.149 [-0.171--0.13],3.702e-34,***,Other bacterial diseases,Infectious and parasitic
J10_UPPERINFEC,1002,-0.156 [-0.166--0.15],5.742e-188,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,-0.156 [-0.169--0.14],1.991e-127,***,Influenza and pneumonia,Respiratory
E4_HYPERLIPMIX,365,-0.176 [-0.201--0.15],8.728e-39,***,Mixed hyperlipidaemia,Endocrine and metabolic
J10_ACUTEUPPERINFEC,241,-0.176 [-0.199--0.15],6.092e-44,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
KRA_PSY_ANYMENTAL,2504,-0.189 [-0.203--0.17],2.975e-152,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,-0.210 [-0.220--0.20],1.000e-315,***,Diseases of male genital organs,Genitourinary
N14_CYSTITIS,693,-0.238 [-0.247--0.23],1.000e-315,***,Cystitis,Genitourinary
