Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.43 [1.27-1.62],0.001,**,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,1.39 [1.24-1.56],0.004,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
ApoB/ApoA1,1.39 [1.24-1.55],0.001,**,Apolipoprotein B to Apolipoprotein A1 ratio
M-HDL-TG%,1.38 [1.22-1.57],0.051,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.37 [1.23-1.54],0.009,**,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-CE%,0.74 [0.67-0.83],0.010,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-P,0.73 [0.65-0.82],0.047,*,Concentration of Small HDL Particles
S-HDL-PL,0.73 [0.64-0.82],0.028,*,Phospholipids in Small HDL
M-HDL-C%,0.72 [0.65-0.81],0.001,**,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-C,0.71 [0.63-0.80],0.002,**,Cholesterol in Small HDL
Total-P,0.71 [0.63-0.80],0.004,**,Total-Concentration of Lipoprotein Particles
HDL-PL,0.70 [0.62-0.80],0.004,**,Phospholipids in HDL
HDL-L,0.70 [0.62-0.79],0.002,**,Total-Lipids in HDL
S-HDL-CE,0.69 [0.62-0.78],1.909e-04,***,Cholesteryl Esters in Small HDL
ApoA1,0.68 [0.60-0.77],1.532e-04,***,Apolipoprotein A1
M-HDL-PL,0.68 [0.60-0.77],1.846e-04,***,Phospholipids in Medium HDL
M-HDL-FC,0.68 [0.60-0.77],5.797e-04,***,Free Cholesterol in Medium HDL
HDL-C,0.68 [0.60-0.77],3.071e-04,***,HDL Cholesterol
HDL-P,0.67 [0.59-0.76],5.603e-05,***,Concentration of HDL Particles
M-HDL-L,0.67 [0.60-0.76],1.824e-05,***,Total-Lipids in Medium HDL
HDL-CE,0.66 [0.58-0.75],4.116e-05,***,Cholesteryl Esters in HDL
M-HDL-P,0.66 [0.58-0.75],2.142e-05,***,Concentration of Medium HDL Particles
M-HDL-C,0.64 [0.57-0.73],5.016e-07,***,Cholesterol in Medium HDL
M-HDL-CE,0.63 [0.56-0.72],1.300e-07,***,Cholesteryl Esters in Medium HDL
