Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.81 [1.73-1.89],3.054e-137,***,Creatinine
IDL-TG%,1.39 [1.32-1.47],4.335e-28,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.39 [1.31-1.46],1.162e-25,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.37 [1.30-1.45],8.152e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.34 [1.27-1.42],5.259e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.33 [1.26-1.41],8.311e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.28 [1.21-1.35],3.692e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.27 [1.20-1.34],6.709e-13,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.27 [1.20-1.34],4.811e-12,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.26 [1.19-1.33],8.698e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,1.23 [1.16-1.30],1.675e-07,***,Glycoprotein Acetyls
S-HDL-TG%,1.23 [1.16-1.30],1.114e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.22 [1.15-1.29],3.273e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.21 [1.14-1.28],7.181e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,1.18 [1.11-1.25],0.002,**,Triglycerides to Phosphoglycerides ratio
L-HDL-TG%,1.18 [1.11-1.24],0.004,**,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.17 [1.11-1.24],0.016,*,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-FC%,0.87 [0.83-0.92],0.045,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.87 [0.82-0.91],0.005,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,0.86 [0.82-0.91],0.013,*,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-C%,0.86 [0.82-0.91],0.029,*,Cholesterol to Total-Lipids in Small HDL percentage
PUFA/MUFA,0.85 [0.80-0.90],0.010,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-FC,0.85 [0.80-0.90],0.005,**,Free Cholesterol in Small VLDL
VLDL-CE,0.85 [0.80-0.90],0.002,**,Cholesteryl Esters in VLDL
L-HDL-L,0.85 [0.80-0.90],0.048,*,Total-Lipids in Large HDL
M-VLDL-FC,0.85 [0.80-0.90],0.003,**,Free Cholesterol in Medium VLDL
L-HDL-FC%,0.85 [0.81-0.89],5.597e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-PL,0.85 [0.80-0.90],0.003,**,Phospholipids in Medium HDL
L-HDL-C%,0.85 [0.81-0.89],3.011e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.85 [0.80-0.89],8.686e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.85 [0.80-0.89],6.353e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-C%,0.85 [0.80-0.90],0.006,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-PL,0.84 [0.80-0.89],6.216e-04,***,Phospholipids in Small HDL
LA,0.84 [0.80-0.89],1.526e-04,***,Linoleic Acid
L-HDL-FC,0.84 [0.79-0.90],0.026,*,Free Cholesterol in Large HDL
L-HDL-CE,0.84 [0.79-0.90],0.020,*,Cholesteryl Esters in Large HDL
L-HDL-C,0.84 [0.79-0.89],0.013,*,Cholesterol in Large HDL
XL-VLDL-CE%,0.84 [0.79-0.89],4.975e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-LDL-P,0.84 [0.79-0.89],1.663e-04,***,Concentration of Small LDL Particles
M-HDL-C%,0.84 [0.79-0.88],1.945e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-L,0.84 [0.79-0.88],1.112e-04,***,Total-Lipids in Medium HDL
S-HDL-L,0.84 [0.79-0.88],5.220e-05,***,Total-Lipids in Small HDL
PUFA,0.83 [0.79-0.88],9.230e-06,***,Polyunsaturated Fatty Acids
M-LDL-FC%,0.83 [0.79-0.88],1.141e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-PL,0.83 [0.78-0.88],4.568e-05,***,Phospholipids in HDL
Omega-6,0.83 [0.78-0.87],2.472e-06,***,Omega-6 Fatty Acids
M-HDL-P,0.83 [0.78-0.88],5.544e-05,***,Concentration of Medium HDL Particles
XL-HDL-CE%,0.83 [0.78-0.87],3.770e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-FC,0.83 [0.78-0.87],5.115e-06,***,Free Cholesterol in Small HDL
M-VLDL-CE%,0.82 [0.78-0.86],3.766e-12,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-P,0.82 [0.77-0.87],1.329e-06,***,Concentration of Large LDL Particles
M-HDL-CE,0.82 [0.77-0.87],1.977e-06,***,Cholesteryl Esters in Medium HDL
S-LDL-PL,0.82 [0.77-0.86],3.719e-07,***,Phospholipids in Small LDL
M-HDL-C,0.82 [0.77-0.86],1.105e-06,***,Cholesterol in Medium HDL
LDL-P,0.82 [0.77-0.86],5.833e-07,***,Concentration of LDL Particles
