Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,2.36 [2.23-2.49],5.677e-192,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,2.34 [2.17-2.53],6.634e-99,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,2.32 [2.21-2.45],1.925e-219,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,2.32 [2.19-2.46],3.065e-169,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,2.13 [2.03-2.23],5.167e-209,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.97 [1.88-2.07],1.179e-173,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.85 [1.76-1.93],2.576e-147,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.83 [1.75-1.93],3.795e-123,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.81 [1.73-1.89],9.126e-149,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.63 [1.55-1.71],8.875e-81,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.61 [1.54-1.70],6.762e-72,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.61 [1.53-1.69],3.407e-73,***,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-TG%,1.57 [1.50-1.65],6.366e-71,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.56 [1.48-1.65],1.446e-50,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.49 [1.42-1.56],1.402e-53,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.48 [1.40-1.56],2.553e-39,***,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,1.44 [1.36-1.52],1.124e-31,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,1.39 [1.33-1.45],2.182e-43,***,Creatinine
MUFA%,1.34 [1.27-1.41],1.529e-21,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.28 [1.21-1.35],3.421e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.27 [1.21-1.34],2.748e-15,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.27 [1.21-1.34],2.153e-14,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.25 [1.19-1.32],9.670e-13,***,Triglycerides to Phosphoglycerides ratio
Leu,1.23 [1.17-1.29],1.326e-12,***,Leucine
Sc-ala,1.22 [1.16-1.28],3.718e-10,***,Spectrometer-corrected alanine
Total-BCAA,1.20 [1.14-1.26],8.832e-08,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-C%,1.19 [1.13-1.25],6.894e-07,***,Cholesterol to Total-Lipids in Very Large HDL percentage
Ile,1.18 [1.13-1.24],6.767e-07,***,Isoleucine
Phe,1.16 [1.11-1.22],1.639e-04,***,Phenylalanine
Ala,1.16 [1.10-1.22],0.001,**,Alanine
Val,1.16 [1.10-1.22],0.003,**,Valine
Omega-3%,1.15 [1.09-1.21],0.018,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.87 [0.82-0.91],0.006,**,Degree of Unsaturation
VLDL-TG,0.86 [0.82-0.91],0.006,**,Triglycerides in VLDL
L-VLDL-TG,0.86 [0.81-0.91],0.006,**,Triglycerides in Large VLDL
S-HDL-C%,0.86 [0.81-0.90],1.575e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-FC,0.85 [0.81-0.90],0.002,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG,0.85 [0.80-0.90],5.094e-04,***,Triglycerides in Very Small VLDL
Omega-6%,0.85 [0.81-0.89],9.530e-06,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SFA%,0.84 [0.80-0.89],2.465e-05,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-P,0.84 [0.79-0.89],6.188e-05,***,Concentration of Very Large VLDL Particles
Total-TG,0.83 [0.79-0.88],6.721e-06,***,Total-Triglycerides
M-HDL-TG,0.83 [0.79-0.88],6.332e-06,***,Triglycerides in Medium HDL
