Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,2.04 [1.92-2.17],1.382e-102,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,2.02 [1.88-2.16],1.412e-84,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.96 [1.84-2.08],3.478e-93,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.93 [1.81-2.06],6.436e-80,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.89 [1.75-2.04],1.687e-55,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.89 [1.76-2.04],4.806e-61,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.82 [1.71-1.94],4.621e-77,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.75 [1.64-1.87],1.268e-53,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.65 [1.51-1.81],5.229e-21,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Creatinine,1.65 [1.56-1.74],7.286e-65,***,Creatinine
L-HDL-PL%,1.57 [1.47-1.66],9.717e-43,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.56 [1.46-1.66],3.191e-36,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.55 [1.46-1.66],9.044e-36,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.54 [1.44-1.64],3.399e-32,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,1.47 [1.38-1.57],1.644e-24,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.45 [1.34-1.56],1.729e-16,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,1.43 [1.33-1.53],3.820e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.39 [1.29-1.49],1.577e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.34 [1.25-1.44],2.802e-10,***,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.32 [1.23-1.41],1.928e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.30 [1.22-1.40],6.268e-09,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.24 [1.16-1.33],1.445e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.23 [1.15-1.33],0.003,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.21 [1.12-1.30],0.039,*,Triglycerides to Total-Lipids in Large VLDL percentage
LDL-TG,0.82 [0.76-0.88],0.016,*,Triglycerides in LDL
XL-VLDL-FC,0.81 [0.75-0.87],0.007,**,Free Cholesterol in Very Large VLDL
L-VLDL-L,0.81 [0.75-0.87],0.002,**,Total-Lipids in Large VLDL
S-LDL-FC%,0.80 [0.76-0.85],2.994e-08,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-FC,0.80 [0.75-0.86],0.001,**,Free Cholesterol in Large VLDL
XL-VLDL-PL%,0.80 [0.76-0.85],5.336e-08,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-TG,0.80 [0.74-0.86],6.691e-04,***,Triglycerides in IDL
IDL-FC%,0.79 [0.74-0.84],1.690e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-TG,0.79 [0.73-0.85],1.281e-04,***,Triglycerides in Large LDL
XXL-VLDL-CE%,0.79 [0.73-0.85],2.675e-05,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.77 [0.72-0.83],1.600e-08,***,Degree of Unsaturation
M-VLDL-TG,0.77 [0.72-0.83],1.010e-06,***,Triglycerides in Medium VLDL
PUFA/MUFA,0.77 [0.71-0.82],2.504e-08,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-CE%,0.75 [0.71-0.79],9.237e-20,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.75 [0.70-0.79],1.388e-15,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.75 [0.69-0.81],3.961e-08,***,Glycine
XL-HDL-TG,0.74 [0.69-0.80],3.138e-09,***,Triglycerides in Very Large HDL
L-VLDL-C%,0.74 [0.69-0.80],2.541e-12,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.74 [0.69-0.79],1.303e-15,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.73 [0.69-0.77],2.727e-19,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
MUFA,0.72 [0.67-0.78],2.835e-13,***,Monounsaturated Fatty Acids
LDL-size,0.72 [0.68-0.77],5.663e-19,***,Average Diameter for LDL Particles
Omega-3,0.72 [0.67-0.77],3.065e-13,***,Omega-3 Fatty Acids
L-VLDL-C,0.72 [0.67-0.77],9.936e-13,***,Cholesterol in Large VLDL
XL-VLDL-C,0.72 [0.67-0.77],1.729e-12,***,Cholesterol in Very Large VLDL
ApoB/ApoA1,0.72 [0.67-0.77],1.299e-14,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-TG,0.71 [0.66-0.77],2.351e-12,***,Triglycerides in Large HDL
L-HDL-C%,0.71 [0.67-0.75],9.432e-33,***,Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.70 [0.66-0.75],2.851e-25,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-FC%,0.70 [0.65-0.76],7.338e-15,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-P,0.70 [0.65-0.76],1.169e-14,***,Concentration of Small VLDL Particles
VLDL-L,0.70 [0.65-0.75],2.511e-18,***,Total-Lipids in VLDL
XS-VLDL-FC%,0.69 [0.66-0.73],9.454e-34,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.69 [0.65-0.74],8.937e-23,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,0.69 [0.64-0.73],1.430e-22,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-CE%,0.69 [0.64-0.73],1.070e-28,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-CE%,0.68 [0.65-0.71],5.385e-63,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-FC%,0.66 [0.63-0.69],2.516e-64,***,Free Cholesterol to Total-Lipids in Large HDL percentage
DHA,0.66 [0.61-0.71],6.199e-22,***,Docosahexaenoic Acid
S-VLDL-L,0.65 [0.61-0.70],2.012e-24,***,Total-Lipids in Small VLDL
XL-VLDL-CE%,0.65 [0.61-0.70],4.355e-25,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.65 [0.60-0.70],1.464e-23,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE,0.64 [0.60-0.70],5.787e-24,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,0.64 [0.60-0.70],1.097e-23,***,Cholesteryl Esters in Very Large VLDL
VLDL-PL,0.64 [0.60-0.69],8.643e-27,***,Phospholipids in VLDL
S-LDL-CE%,0.63 [0.59-0.67],4.620e-42,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.63 [0.59-0.67],2.660e-42,***,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-C%,0.63 [0.60-0.66],3.212e-66,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.62 [0.58-0.66],4.353e-51,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-PL,0.61 [0.56-0.65],5.102e-40,***,Phospholipids in Small HDL
