Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.19 [1.13-1.25],3.140e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.18 [1.12-1.25],2.613e-05,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.17 [1.11-1.24],0.002,**,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.17 [1.11-1.23],6.350e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.16 [1.10-1.22],0.007,**,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.16 [1.10-1.22],0.003,**,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.88 [0.84-0.92],0.033,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-C%,0.88 [0.83-0.92],0.007,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.87 [0.83-0.91],0.001,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-P,0.87 [0.83-0.92],0.048,*,Concentration of Small HDL Particles
S-VLDL-C%,0.87 [0.83-0.91],0.006,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.87 [0.83-0.91],0.002,**,Cholesterol to Total-Lipids in Medium VLDL percentage
SFA,0.87 [0.82-0.91],0.026,*,Saturated Fatty Acids
M-VLDL-L,0.87 [0.82-0.91],0.023,*,Total-Lipids in Medium VLDL
S-VLDL-CE,0.87 [0.82-0.91],0.029,*,Cholesteryl Esters in Small VLDL
M-VLDL-FC%,0.87 [0.82-0.91],0.001,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.86 [0.82-0.90],3.267e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-PL,0.86 [0.81-0.91],0.005,**,Phospholipids in Small VLDL
HDL-P,0.86 [0.81-0.91],0.003,**,Concentration of HDL Particles
Total-FA,0.86 [0.81-0.90],0.001,**,Total-Fatty Acids
S-HDL-FC,0.86 [0.81-0.90],0.001,**,Free Cholesterol in Small HDL
HDL-FC,0.86 [0.81-0.91],0.007,**,Free Cholesterol in HDL
M-VLDL-PL%,0.86 [0.82-0.90],5.077e-05,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-C,0.86 [0.81-0.90],0.002,**,Cholesterol in Small VLDL
IDL-C%,0.86 [0.82-0.90],3.955e-05,***,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-P,0.86 [0.81-0.90],0.003,**,Concentration of Medium VLDL Particles
L-LDL-C%,0.85 [0.81-0.90],1.035e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL,0.85 [0.81-0.90],8.243e-04,***,Phospholipids in Very Small VLDL
VLDL-C,0.85 [0.81-0.90],4.136e-04,***,VLDL Cholesterol
IDL-CE%,0.85 [0.81-0.89],1.563e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-PL,0.85 [0.81-0.90],3.534e-04,***,Phospholipids in Medium VLDL
XS-VLDL-C%,0.85 [0.81-0.89],1.086e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
