Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.60 [1.49-1.72],9.610e-34,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.59 [1.48-1.70],1.921e-36,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.54 [1.43-1.66],2.957e-25,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.53 [1.43-1.64],1.106e-30,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.52 [1.41-1.64],3.887e-22,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.47 [1.38-1.57],9.267e-26,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.46 [1.36-1.56],4.545e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.40 [1.28-1.53],2.106e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.40 [1.31-1.49],4.991e-18,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.34 [1.26-1.44],4.014e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.32 [1.23-1.42],1.701e-09,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.31 [1.22-1.40],7.836e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.29 [1.20-1.39],1.993e-07,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,1.28 [1.20-1.36],1.463e-08,***,Creatinine
S-LDL-PL%,1.24 [1.16-1.33],3.522e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.22 [1.14-1.32],0.012,*,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.22 [1.13-1.31],0.029,*,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.83 [0.78-0.89],0.049,*,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.82 [0.77-0.88],0.004,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.82 [0.77-0.87],1.073e-04,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
VLDL-L,0.82 [0.76-0.88],0.020,*,Total-Lipids in VLDL
S-VLDL-P,0.82 [0.76-0.88],0.043,*,Concentration of Small VLDL Particles
M-LDL-FC%,0.82 [0.76-0.87],5.635e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.81 [0.76-0.86],8.035e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-CE%,0.80 [0.74-0.85],2.771e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.79 [0.74-0.85],1.314e-04,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-L,0.79 [0.73-0.85],8.069e-05,***,Total-Lipids in Small VLDL
S-HDL-PL,0.79 [0.73-0.85],1.594e-05,***,Phospholipids in Small HDL
L-VLDL-CE,0.79 [0.73-0.85],7.871e-05,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,0.78 [0.73-0.85],7.022e-05,***,Cholesteryl Esters in Very Large VLDL
IDL-FC%,0.78 [0.73-0.84],3.251e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-L,0.78 [0.73-0.84],1.873e-06,***,Total-Lipids in Small HDL
M-HDL-PL,0.78 [0.72-0.84],3.870e-06,***,Phospholipids in Medium HDL
L-VLDL-C%,0.78 [0.72-0.83],4.991e-07,***,Cholesterol to Total-Lipids in Large VLDL percentage
VLDL-PL,0.78 [0.72-0.84],4.259e-06,***,Phospholipids in VLDL
S-HDL-CE,0.78 [0.72-0.83],4.765e-07,***,Cholesteryl Esters in Small HDL
L-HDL-C%,0.77 [0.73-0.82],4.202e-12,***,Cholesterol to Total-Lipids in Large HDL percentage
HDL-size,0.77 [0.71-0.83],6.150e-05,***,Average Diameter for HDL Particles
M-HDL-L,0.76 [0.71-0.82],6.985e-08,***,Total-Lipids in Medium HDL
S-LDL-CE%,0.76 [0.71-0.82],1.807e-09,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-CE,0.76 [0.70-0.82],5.423e-08,***,Cholesteryl Esters in Medium HDL
S-HDL-C,0.76 [0.70-0.81],1.789e-09,***,Cholesterol in Small HDL
XS-VLDL-FC%,0.75 [0.71-0.80],6.230e-15,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-CE%,0.75 [0.70-0.81],2.533e-08,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,0.75 [0.70-0.80],2.183e-10,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-P,0.75 [0.70-0.81],8.458e-10,***,Concentration of Small HDL Particles
M-HDL-C,0.75 [0.70-0.81],4.431e-09,***,Cholesterol in Medium HDL
S-HDL-FC%,0.75 [0.69-0.80],3.573e-09,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-CE%,0.74 [0.70-0.79],2.344e-14,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-C%,0.74 [0.69-0.80],3.661e-09,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
SFA,0.74 [0.69-0.79],3.538e-11,***,Saturated Fatty Acids
M-HDL-P,0.74 [0.68-0.80],1.117e-09,***,Concentration of Medium HDL Particles
L-HDL-FC%,0.74 [0.70-0.78],1.586e-22,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-FC%,0.74 [0.68-0.80],1.121e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-L,0.73 [0.68-0.79],2.820e-11,***,Total-Lipids in Medium VLDL
L-HDL-PL,0.73 [0.68-0.80],2.876e-08,***,Phospholipids in Large HDL
VLDL-FC,0.73 [0.68-0.79],1.097e-10,***,Free Cholesterol in VLDL
M-VLDL-CE%,0.73 [0.70-0.77],1.169e-27,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
VLDL-P,0.73 [0.68-0.79],3.164e-10,***,Concentration of VLDL Particles
XL-HDL-PL,0.73 [0.67-0.79],1.417e-07,***,Phospholipids in Very Large HDL
HDL-PL,0.73 [0.68-0.78],1.073e-11,***,Phospholipids in HDL
S-HDL-FC,0.73 [0.68-0.78],4.771e-13,***,Free Cholesterol in Small HDL
Total-FA,0.72 [0.68-0.78],3.923e-14,***,Total-Fatty Acids
M-HDL-FC,0.72 [0.66-0.77],1.710e-12,***,Free Cholesterol in Medium HDL
LA%,0.72 [0.67-0.77],6.748e-17,***,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-L,0.71 [0.66-0.77],1.476e-10,***,Total-Lipids in Large HDL
S-VLDL-CE,0.71 [0.66-0.77],3.301e-13,***,Cholesteryl Esters in Small VLDL
ApoA1,0.71 [0.66-0.77],1.855e-14,***,Apolipoprotein A1
XL-HDL-FC,0.71 [0.66-0.77],5.821e-11,***,Free Cholesterol in Very Large HDL
HDL-L,0.71 [0.66-0.76],1.109e-14,***,Total-Lipids in HDL
S-VLDL-PL,0.71 [0.66-0.76],4.473e-14,***,Phospholipids in Small VLDL
L-HDL-CE,0.70 [0.64-0.77],1.269e-10,***,Cholesteryl Esters in Large HDL
