Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.81 [1.69-1.94],3.064e-59,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.78 [1.66-1.90],1.253e-60,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.76 [1.66-1.87],9.127e-67,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.71 [1.61-1.81],1.640e-67,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.68 [1.55-1.83],7.499e-29,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,1.64 [1.55-1.74],3.058e-58,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.61 [1.52-1.70],2.977e-56,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.48 [1.39-1.57],1.584e-29,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.47 [1.39-1.57],2.092e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.44 [1.36-1.53],1.225e-28,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.42 [1.34-1.51],1.654e-27,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG%,1.36 [1.27-1.45],2.731e-14,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.32 [1.23-1.41],3.759e-10,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,1.31 [1.24-1.38],1.046e-15,***,Creatinine
MUFA%,1.27 [1.19-1.36],8.495e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.27 [1.19-1.35],7.820e-09,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.24 [1.17-1.32],7.760e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.19 [1.12-1.27],0.021,*,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.86 [0.81-0.91],0.015,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-size,0.84 [0.79-0.90],0.005,**,Average Diameter for LDL Particles
XXL-VLDL-CE%,0.84 [0.79-0.90],0.050,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.84 [0.79-0.89],0.005,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3,0.84 [0.78-0.89],0.016,*,Omega-3 Fatty Acids
XL-HDL-CE%,0.84 [0.79-0.89],4.735e-04,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-TG,0.83 [0.78-0.89],0.025,*,Triglycerides in Medium LDL
L-HDL-PL,0.83 [0.77-0.89],0.023,*,Phospholipids in Large HDL
S-LDL-FC%,0.83 [0.78-0.87],2.068e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-L,0.83 [0.78-0.88],2.981e-04,***,Total-Lipids in Small HDL
PUFA/MUFA,0.82 [0.77-0.88],7.916e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-CE,0.82 [0.77-0.87],8.808e-05,***,Cholesteryl Esters in Small HDL
XL-VLDL-PL,0.82 [0.77-0.88],0.002,**,Phospholipids in Very Large VLDL
L-VLDL-PL,0.82 [0.77-0.88],0.001,**,Phospholipids in Large VLDL
HDL-PL,0.82 [0.77-0.87],2.547e-04,***,Phospholipids in HDL
M-LDL-FC%,0.82 [0.77-0.86],1.297e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-P,0.81 [0.76-0.87],7.118e-04,***,Concentration of Large VLDL Particles
MUFA,0.81 [0.76-0.87],1.103e-04,***,Monounsaturated Fatty Acids
L-LDL-CE%,0.81 [0.77-0.86],8.007e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-TG,0.81 [0.76-0.87],1.454e-04,***,Triglycerides in IDL
LDL-TG,0.81 [0.75-0.86],1.464e-04,***,Triglycerides in LDL
L-VLDL-L,0.81 [0.75-0.86],4.119e-05,***,Total-Lipids in Large VLDL
L-HDL-C%,0.81 [0.76-0.85],1.273e-09,***,Cholesterol to Total-Lipids in Large HDL percentage
IDL-FC%,0.80 [0.76-0.85],2.176e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-FC,0.80 [0.75-0.86],1.558e-05,***,Free Cholesterol in Medium HDL
M-VLDL-TG,0.80 [0.75-0.85],9.066e-06,***,Triglycerides in Medium VLDL
L-HDL-L,0.80 [0.74-0.85],4.293e-05,***,Total-Lipids in Large HDL
DHA,0.79 [0.74-0.85],2.595e-06,***,Docosahexaenoic Acid
L-LDL-TG,0.79 [0.74-0.85],5.062e-06,***,Triglycerides in Large LDL
ApoA1,0.79 [0.74-0.84],1.936e-07,***,Apolipoprotein A1
XL-VLDL-FC,0.79 [0.74-0.85],3.042e-06,***,Free Cholesterol in Very Large VLDL
S-HDL-C,0.79 [0.74-0.84],1.743e-08,***,Cholesterol in Small HDL
HDL-L,0.79 [0.74-0.84],1.356e-07,***,Total-Lipids in HDL
HDL-CE,0.79 [0.74-0.84],2.717e-07,***,Cholesteryl Esters in HDL
L-VLDL-FC,0.78 [0.73-0.84],4.560e-07,***,Free Cholesterol in Large VLDL
L-HDL-CE,0.78 [0.73-0.84],9.378e-06,***,Cholesteryl Esters in Large HDL
XL-HDL-TG,0.78 [0.73-0.84],1.983e-07,***,Triglycerides in Very Large HDL
L-HDL-C,0.77 [0.72-0.83],1.008e-06,***,Cholesterol in Large HDL
S-HDL-P,0.77 [0.73-0.82],3.073e-10,***,Concentration of Small HDL Particles
HDL-C,0.77 [0.72-0.82],1.144e-09,***,HDL Cholesterol
L-HDL-P,0.76 [0.71-0.82],3.067e-07,***,Concentration of Large HDL Particles
HDL-P,0.76 [0.71-0.81],4.840e-12,***,Concentration of HDL Particles
XL-HDL-PL,0.75 [0.69-0.81],8.697e-09,***,Phospholipids in Very Large HDL
L-HDL-FC,0.75 [0.69-0.81],4.375e-09,***,Free Cholesterol in Large HDL
M-LDL-CE%,0.75 [0.70-0.79],5.972e-16,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-VLDL-PL%,0.74 [0.71-0.78],4.591e-27,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-LDL-CE%,0.73 [0.69-0.78],1.754e-19,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-FC,0.73 [0.69-0.78],2.159e-17,***,Free Cholesterol in Small HDL
L-VLDL-C,0.72 [0.67-0.77],4.531e-16,***,Cholesterol in Large VLDL
L-HDL-FC%,0.72 [0.68-0.75],3.892e-39,***,Free Cholesterol to Total-Lipids in Large HDL percentage
VLDL-L,0.71 [0.67-0.76],2.136e-19,***,Total-Lipids in VLDL
XL-VLDL-C,0.71 [0.67-0.76],1.714e-16,***,Cholesterol in Very Large VLDL
HDL-FC,0.71 [0.66-0.76],1.154e-16,***,Free Cholesterol in HDL
XS-VLDL-FC%,0.70 [0.67-0.74],2.230e-36,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA,0.70 [0.66-0.75],1.636e-22,***,Saturated Fatty Acids
