Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.12 [1.97-2.29],9.464e-79,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.09 [1.95-2.24],1.857e-89,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,2.01 [1.85-2.18],3.063e-58,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.98 [1.82-2.16],6.801e-51,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.97 [1.84-2.11],2.416e-77,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.93 [1.79-2.07],9.865e-65,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.83 [1.71-1.95],5.927e-63,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,1.79 [1.61-1.99],4.137e-22,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Creatinine,1.76 [1.66-1.87],1.769e-71,***,Creatinine
IDL-PL%,1.73 [1.61-1.87],1.904e-41,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.59 [1.49-1.70],5.780e-37,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.59 [1.48-1.70],1.205e-31,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.58 [1.47-1.70],1.851e-29,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.55 [1.45-1.67],1.707e-28,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.48 [1.37-1.61],2.009e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.45 [1.34-1.56],2.096e-17,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.43 [1.32-1.55],4.209e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,1.43 [1.32-1.56],7.106e-12,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
TG/PG,1.37 [1.27-1.48],4.746e-11,***,Triglycerides to Phosphoglycerides ratio
L-HDL-TG%,1.36 [1.26-1.47],6.167e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.30 [1.20-1.41],1.309e-05,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.30 [1.21-1.40],1.169e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-TG%,1.27 [1.17-1.38],6.675e-04,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.26 [1.17-1.37],0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-PL%,0.83 [0.78-0.88],0.002,**,Phospholipids to Total-Lipids in Very Large HDL percentage
