Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-TG,1.22 [1.16-1.28],1.892e-09,***,Total-Triglycerides
XL-VLDL-TG,1.21 [1.16-1.28],1.657e-09,***,Triglycerides in Very Large VLDL
S-HDL-TG,1.21 [1.16-1.27],5.351e-10,***,Triglycerides in Small HDL
MUFA,1.21 [1.15-1.27],1.994e-08,***,Monounsaturated Fatty Acids
VLDL-TG,1.21 [1.15-1.27],9.239e-09,***,Triglycerides in VLDL
XL-VLDL-L,1.21 [1.15-1.27],8.263e-09,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.21 [1.15-1.27],4.194e-09,***,Concentration of Very Large VLDL Particles
S-LDL-TG,1.21 [1.15-1.27],5.344e-09,***,Triglycerides in Small LDL
TG/PG,1.20 [1.14-1.27],1.846e-06,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-P,1.20 [1.15-1.26],1.538e-08,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-PL,1.20 [1.15-1.26],1.876e-08,***,Phospholipids in Very Large VLDL
XXL-VLDL-L,1.20 [1.14-1.26],8.913e-08,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
MUFA%,1.20 [1.14-1.27],6.956e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG,1.20 [1.14-1.26],1.109e-07,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.20 [1.14-1.26],5.819e-08,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,1.20 [1.14-1.26],3.844e-08,***,Phospholipids in Large VLDL
SFA,1.20 [1.14-1.26],7.725e-07,***,Saturated Fatty Acids
L-VLDL-P,1.20 [1.14-1.26],5.048e-08,***,Concentration of Large VLDL Particles
XXL-VLDL-FC,1.20 [1.14-1.26],1.245e-07,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,1.20 [1.14-1.25],3.837e-08,***,Triglycerides in Small VLDL
M-LDL-TG,1.20 [1.14-1.25],4.622e-08,***,Triglycerides in Medium LDL
XL-VLDL-FC,1.19 [1.14-1.25],1.041e-07,***,Free Cholesterol in Very Large VLDL
L-VLDL-L,1.19 [1.14-1.25],1.800e-07,***,Total-Lipids in Large VLDL
L-VLDL-TG,1.19 [1.14-1.25],1.554e-07,***,Triglycerides in Large VLDL
LDL-TG,1.19 [1.14-1.25],1.024e-07,***,Triglycerides in LDL
XS-VLDL-TG,1.19 [1.14-1.25],3.054e-08,***,Triglycerides in Very Small VLDL
VLDL-L,1.19 [1.13-1.25],8.238e-07,***,Total-Lipids in VLDL
XXL-VLDL-C,1.19 [1.13-1.25],7.083e-07,***,Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-TG%,1.19 [1.13-1.25],3.270e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-FC,1.19 [1.13-1.25],4.140e-07,***,Free Cholesterol in Large VLDL
M-VLDL-TG,1.19 [1.13-1.25],5.265e-07,***,Triglycerides in Medium VLDL
Total-FA,1.19 [1.13-1.25],8.613e-06,***,Total-Fatty Acids
HDL-TG,1.18 [1.13-1.24],1.209e-07,***,Triglycerides in HDL
VLDL-size,1.18 [1.12-1.25],4.590e-05,***,Average Diameter for VLDL Particles
XL-HDL-TG%,1.18 [1.12-1.25],9.915e-05,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-TG,1.18 [1.13-1.24],7.130e-07,***,Triglycerides in Large LDL
XXL-VLDL-CE,1.18 [1.12-1.24],5.597e-06,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-TG,1.18 [1.13-1.24],1.753e-07,***,Triglycerides in Medium HDL
IDL-TG,1.18 [1.13-1.24],6.204e-07,***,Triglycerides in IDL
M-HDL-TG%,1.18 [1.12-1.24],6.693e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-PL,1.18 [1.12-1.23],1.096e-05,***,Phospholipids in VLDL
XL-VLDL-C,1.17 [1.12-1.23],1.293e-05,***,Cholesterol in Very Large VLDL
L-VLDL-C,1.17 [1.12-1.23],1.440e-05,***,Cholesterol in Large VLDL
L-HDL-TG%,1.17 [1.11-1.24],0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.17 [1.11-1.23],1.406e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.17 [1.10-1.23],0.005,**,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-L,1.16 [1.10-1.21],2.972e-04,***,Total-Lipids in Small VLDL
GlycA,1.16 [1.10-1.22],0.004,**,Glycoprotein Acetyls
S-VLDL-P,1.16 [1.10-1.21],2.570e-04,***,Concentration of Small VLDL Particles
VLDL-FC,1.16 [1.10-1.21],5.820e-04,***,Free Cholesterol in VLDL
XL-HDL-TG,1.16 [1.10-1.21],2.389e-04,***,Triglycerides in Very Large HDL
VLDL-P,1.15 [1.10-1.21],9.895e-04,***,Concentration of VLDL Particles
L-VLDL-CE,1.15 [1.10-1.21],9.948e-04,***,Cholesteryl Esters in Large VLDL
IDL-TG%,1.15 [1.09-1.21],0.023,*,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-CE,1.15 [1.10-1.21],0.002,**,Cholesteryl Esters in Very Large VLDL
M-VLDL-L,1.15 [1.09-1.20],0.004,**,Total-Lipids in Medium VLDL
S-HDL-CE%,0.87 [0.83-0.91],0.002,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.87 [0.83-0.91],0.001,**,Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,0.87 [0.82-0.91],0.045,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-C%,0.86 [0.82-0.91],0.007,**,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.85 [0.81-0.90],3.525e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
