Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,2.23 [1.87-2.66],1.464e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.22 [1.87-2.64],1.841e-14,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,2.19 [1.82-2.64],2.302e-11,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,2.19 [1.85-2.59],1.577e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,2.07 [1.70-2.52],1.285e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.06 [1.68-2.54],1.728e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,2.05 [1.74-2.41],2.204e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.76 [1.46-2.12],5.308e-04,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.74 [1.46-2.07],8.799e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.70 [1.44-2.00],3.175e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.59 [1.33-1.89],0.040,*,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-C%,0.68 [0.59-0.78],0.017,*,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.66 [0.56-0.77],0.033,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.65 [0.56-0.76],0.002,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-FC%,0.65 [0.57-0.74],7.039e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.65 [0.55-0.76],0.012,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.64 [0.57-0.71],1.004e-10,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-VLDL-CE%,0.61 [0.51-0.74],0.033,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
HDL-P,0.58 [0.48-0.71],0.016,*,Concentration of HDL Particles
M-VLDL-C%,0.58 [0.51-0.66],2.330e-10,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.57 [0.49-0.67],7.399e-07,***,Cholesterol to Total-Lipids in Small VLDL percentage
HDL-CE,0.57 [0.46-0.70],0.027,*,Cholesteryl Esters in HDL
S-VLDL-C,0.57 [0.46-0.70],0.017,*,Cholesterol in Small VLDL
M-HDL-FC%,0.57 [0.49-0.66],2.342e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-C,0.57 [0.47-0.69],0.002,**,VLDL Cholesterol
Phosphoglyc,0.56 [0.47-0.67],2.198e-05,***,Phosphoglycerides
XS-VLDL-L,0.56 [0.46-0.69],0.003,**,Total-Lipids in Very Small VLDL
M-VLDL-PL%,0.56 [0.49-0.65],1.560e-10,***,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-C,0.56 [0.46-0.69],0.009,**,HDL Cholesterol
M-VLDL-FC%,0.56 [0.48-0.64],1.511e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-P,0.55 [0.45-0.69],0.012,*,Concentration of Medium VLDL Particles
S-LDL-PL,0.55 [0.45-0.67],5.667e-04,***,Phospholipids in Small LDL
L-LDL-FC%,0.55 [0.47-0.63],1.570e-10,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL,0.54 [0.44-0.67],0.001,**,Phospholipids in Medium VLDL
Total-P,0.54 [0.45-0.66],1.074e-04,***,Total-Concentration of Lipoprotein Particles
PC,0.54 [0.45-0.64],1.041e-06,***,Phosphatidylcholines
XS-VLDL-P,0.54 [0.44-0.66],0.001,**,Concentration of Very Small VLDL Particles
LA%,0.54 [0.46-0.63],2.813e-08,***,Linoleic Acid to Total-Fatty Acids percentage
Cholines,0.53 [0.45-0.63],1.469e-07,***,Total-Cholines
HDL-FC,0.53 [0.43-0.66],0.003,**,Free Cholesterol in HDL
Total-L,0.53 [0.45-0.63],1.810e-08,***,Total-Lipids in Lipoprotein Particles
M-LDL-C%,0.53 [0.46-0.60],2.281e-16,***,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-FC,0.53 [0.43-0.65],3.922e-04,***,Free Cholesterol in Very Small VLDL
PUFA,0.52 [0.44-0.63],1.405e-07,***,Polyunsaturated Fatty Acids
S-LDL-L,0.52 [0.43-0.64],2.269e-05,***,Total-Lipids in Small LDL
VLDL-CE,0.52 [0.43-0.64],2.684e-05,***,Cholesteryl Esters in VLDL
Total-PL,0.52 [0.44-0.62],1.334e-08,***,Total-Phospholipids in Lipoprotein Particles
M-LDL-L,0.52 [0.43-0.63],1.856e-06,***,Total-Lipids in Medium LDL
M-LDL-PL,0.52 [0.42-0.63],1.653e-05,***,Phospholipids in Medium LDL
S-VLDL-FC,0.52 [0.42-0.64],1.472e-04,***,Free Cholesterol in Small VLDL
M-LDL-CE,0.52 [0.42-0.63],7.009e-06,***,Cholesteryl Esters in Medium LDL
S-LDL-C%,0.51 [0.45-0.59],1.327e-15,***,Cholesterol to Total-Lipids in Small LDL percentage
