Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,2.08 [1.93-2.25],3.807e-70,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.03 [1.88-2.19],8.555e-72,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,2.00 [1.81-2.21],2.509e-37,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.99 [1.86-2.13],6.799e-79,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.90 [1.78-2.02],4.505e-79,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.82 [1.70-1.94],8.024e-70,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.77 [1.67-1.89],2.516e-67,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.62 [1.51-1.73],7.305e-39,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.59 [1.48-1.70],1.490e-33,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.56 [1.46-1.66],9.424e-35,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.53 [1.43-1.63],1.837e-34,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG%,1.46 [1.35-1.57],1.262e-17,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.42 [1.32-1.53],2.707e-14,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,1.38 [1.30-1.47],2.479e-20,***,Creatinine
S-LDL-PL%,1.36 [1.27-1.45],3.659e-13,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.32 [1.23-1.41],2.949e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.31 [1.22-1.41],7.669e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.27 [1.18-1.37],1.595e-05,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,1.24 [1.16-1.33],1.520e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C%,0.83 [0.78-0.89],0.015,*,Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-CE%,0.83 [0.78-0.88],4.843e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-L,0.82 [0.77-0.88],0.017,*,Total-Lipids in Medium HDL
XL-VLDL-L,0.82 [0.76-0.88],0.049,*,Total-Lipids in Very Large VLDL
L-VLDL-FC%,0.82 [0.76-0.88],0.001,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-C,0.81 [0.76-0.87],0.004,**,Cholesterol in Medium HDL
