Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.58 [1.45-1.73],3.925e-19,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,1.53 [1.43-1.64],6.066e-30,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.53 [1.43-1.63],2.857e-33,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,1.51 [1.41-1.60],4.986e-32,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-TG%,1.47 [1.38-1.56],2.077e-30,***,Triglycerides to Total-Lipids in IDL percentage
TG/PG,1.46 [1.37-1.55],2.359e-25,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,1.46 [1.36-1.56],2.709e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.43 [1.34-1.53],2.162e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
Creatinine,1.42 [1.34-1.50],1.056e-28,***,Creatinine
L-HDL-TG%,1.41 [1.33-1.51],1.301e-20,***,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.41 [1.33-1.50],2.891e-26,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.41 [1.33-1.50],4.048e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.41 [1.33-1.50],7.187e-24,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-TG%,1.41 [1.32-1.50],1.460e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
VLDL-size,1.40 [1.31-1.50],6.876e-18,***,Average Diameter for VLDL Particles
XS-VLDL-PL%,1.38 [1.29-1.47],1.160e-17,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.38 [1.29-1.46],1.885e-19,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.37 [1.29-1.46],4.147e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.35 [1.26-1.45],3.308e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA%,1.34 [1.25-1.44],2.674e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,1.33 [1.22-1.44],2.289e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
Leu,1.26 [1.19-1.34],3.751e-09,***,Leucine
Total-BCAA,1.26 [1.18-1.34],4.094e-08,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-TG,1.26 [1.18-1.33],7.238e-09,***,Triglycerides in Very Large VLDL
XXL-VLDL-TG,1.25 [1.18-1.32],4.320e-09,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.25 [1.18-1.32],5.499e-08,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
Val,1.24 [1.17-1.32],1.440e-06,***,Valine
XXL-VLDL-PL,1.24 [1.17-1.31],8.763e-08,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-HDL-TG,1.24 [1.16-1.32],2.533e-06,***,Triglycerides in Small HDL
VLDL-TG,1.23 [1.16-1.31],1.296e-05,***,Triglycerides in VLDL
XXL-VLDL-P,1.23 [1.16-1.30],9.612e-08,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-L,1.23 [1.15-1.30],1.516e-05,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.22 [1.15-1.29],1.798e-05,***,Concentration of Very Large VLDL Particles
Ile,1.22 [1.15-1.29],1.305e-05,***,Isoleucine
XXL-VLDL-FC,1.21 [1.15-1.29],1.321e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,1.21 [1.14-1.29],6.372e-04,***,Total-Triglycerides
L-VLDL-TG,1.21 [1.13-1.28],3.101e-04,***,Triglycerides in Large VLDL
L-VLDL-TG%,1.20 [1.12-1.29],0.029,*,Triglycerides to Total-Lipids in Large VLDL percentage
XL-VLDL-PL,1.20 [1.13-1.27],0.001,**,Phospholipids in Very Large VLDL
XXL-VLDL-C,1.20 [1.13-1.27],9.903e-04,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,1.19 [1.12-1.27],0.004,**,Phospholipids in Large VLDL
IDL-PL%,1.19 [1.12-1.27],0.007,**,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG,1.19 [1.12-1.26],0.007,**,Triglycerides in Small VLDL
L-VLDL-L,1.19 [1.12-1.27],0.017,*,Total-Lipids in Large VLDL
L-VLDL-P,1.18 [1.11-1.26],0.012,*,Concentration of Large VLDL Particles
XXL-VLDL-CE,1.17 [1.10-1.25],0.045,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-TG,1.17 [1.11-1.24],0.012,*,Triglycerides in Small LDL
IDL-FC%,0.85 [0.80-0.90],0.005,**,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-C,0.84 [0.79-0.90],0.028,*,Cholesterol in Small HDL
LDL-P,0.83 [0.78-0.89],0.010,**,Concentration of LDL Particles
S-HDL-FC,0.83 [0.78-0.89],0.006,**,Free Cholesterol in Small HDL
XS-VLDL-P,0.83 [0.77-0.88],0.003,**,Concentration of Very Small VLDL Particles
ApoB,0.82 [0.77-0.88],4.313e-04,***,Apolipoprotein B
XL-HDL-CE%,0.82 [0.78-0.87],4.966e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-L,0.82 [0.77-0.87],3.816e-04,***,Total-Lipids in Very Small VLDL
XXL-VLDL-CE%,0.82 [0.76-0.88],0.004,**,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-P,0.81 [0.76-0.87],2.633e-04,***,Concentration of Large LDL Particles
XS-VLDL-FC%,0.81 [0.77-0.86],9.471e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-CE,0.81 [0.76-0.86],9.413e-06,***,Cholesteryl Esters in LDL
S-LDL-FC%,0.81 [0.77-0.85],2.524e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
Total-L,0.81 [0.76-0.86],1.777e-06,***,Total-Lipids in Lipoprotein Particles
LDL-L,0.81 [0.76-0.86],1.715e-06,***,Total-Lipids in LDL
S-LDL-FC,0.81 [0.76-0.86],1.069e-05,***,Free Cholesterol in Small LDL
LDL-PL,0.80 [0.75-0.85],1.672e-06,***,Phospholipids in LDL
XL-HDL-PL%,0.80 [0.76-0.84],5.455e-12,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC,0.80 [0.75-0.86],1.002e-05,***,Free Cholesterol in Very Small VLDL
M-LDL-FC,0.80 [0.75-0.85],1.246e-06,***,Free Cholesterol in Medium LDL
LDL-C,0.79 [0.75-0.84],3.906e-08,***,LDL Cholesterol
M-HDL-CE%,0.79 [0.75-0.84],1.802e-09,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
PUFA,0.79 [0.74-0.84],1.464e-08,***,Polyunsaturated Fatty Acids
XXL-VLDL-FC%,0.78 [0.73-0.85],1.139e-04,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Non-HDL-C,0.78 [0.74-0.83],1.430e-09,***,Total-Cholesterol Minus HDL-C
LDL-size,0.78 [0.74-0.83],4.153e-10,***,Average Diameter for LDL Particles
XXL-VLDL-C%,0.78 [0.73-0.84],1.824e-05,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Remnant-C,0.78 [0.73-0.83],1.402e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-C,0.78 [0.73-0.83],1.804e-08,***,Cholesterol in Medium VLDL
L-LDL-CE,0.78 [0.73-0.83],1.742e-09,***,Cholesteryl Esters in Large LDL
Omega-6%,0.78 [0.73-0.83],3.208e-11,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.78 [0.73-0.83],2.987e-11,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE%,0.78 [0.73-0.83],1.854e-11,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-FC%,0.78 [0.72-0.83],1.803e-07,***,Free Cholesterol to Total-Lipids in Small HDL percentage
LA,0.77 [0.73-0.82],1.830e-10,***,Linoleic Acid
L-LDL-L,0.77 [0.73-0.82],9.718e-11,***,Total-Lipids in Large LDL
Omega-6,0.77 [0.72-0.82],5.842e-11,***,Omega-6 Fatty Acids
Clinical LDL-C,0.77 [0.72-0.82],2.309e-12,***,Clinical LDL Cholesterol
L-LDL-C,0.76 [0.72-0.81],5.485e-12,***,Cholesterol in Large LDL
M-LDL-FC%,0.76 [0.72-0.80],2.198e-16,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL,0.76 [0.71-0.81],8.904e-12,***,Phospholipids in Large LDL
M-HDL-PL,0.76 [0.71-0.81],2.025e-10,***,Phospholipids in Medium HDL
Unsaturation,0.76 [0.71-0.81],4.367e-12,***,Degree of Unsaturation
Phosphoglyc,0.76 [0.71-0.80],4.105e-13,***,Phosphoglycerides
S-LDL-C%,0.75 [0.71-0.80],2.990e-17,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-P,0.75 [0.70-0.80],2.711e-12,***,Concentration of IDL Particles
LDL-FC,0.75 [0.70-0.80],2.052e-13,***,Free Cholesterol in LDL
L-HDL-CE%,0.75 [0.71-0.79],8.939e-26,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-C%,0.75 [0.71-0.79],6.892e-21,***,Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.75 [0.70-0.80],5.955e-13,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-FC,0.74 [0.70-0.79],1.123e-15,***,Total-Free Cholesterol
