Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.51 [1.47-1.56],5.389e-163,***,Creatinine
XS-VLDL-TG%,1.29 [1.25-1.33],7.346e-45,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,1.28 [1.24-1.33],1.464e-43,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.27 [1.23-1.32],9.109e-39,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.27 [1.23-1.32],5.657e-41,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.27 [1.23-1.31],7.832e-42,***,Triglycerides to Total-Lipids in IDL percentage
TG/PG,1.25 [1.21-1.29],4.747e-33,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,1.24 [1.20-1.28],2.636e-28,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.24 [1.20-1.28],4.095e-28,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.24 [1.20-1.28],1.950e-32,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.24 [1.19-1.28],6.322e-28,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-TG%,1.24 [1.19-1.28],1.130e-29,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.23 [1.19-1.27],6.185e-29,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.22 [1.17-1.27],2.010e-18,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.21 [1.17-1.25],1.234e-26,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.21 [1.17-1.25],1.540e-23,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,1.20 [1.16-1.24],2.976e-22,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG%,1.19 [1.15-1.24],3.426e-18,***,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-size,1.18 [1.14-1.22],9.081e-17,***,Average Diameter for VLDL Particles
L-HDL-PL%,1.18 [1.14-1.22],3.817e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.16 [1.11-1.20],2.439e-08,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-PL%,1.13 [1.09-1.17],6.451e-08,***,Phospholipids to Total-Lipids in IDL percentage
GlycA,1.12 [1.09-1.16],7.408e-06,***,Glycoprotein Acetyls
Omega-6/Omega-3,1.11 [1.08-1.15],5.139e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-VLDL-TG,1.11 [1.08-1.15],1.820e-05,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,1.10 [1.07-1.14],2.129e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-HDL-TG,1.10 [1.07-1.14],8.005e-04,***,Triglycerides in Small HDL
XXL-VLDL-L,1.10 [1.07-1.14],7.840e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.10 [1.07-1.14],8.323e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.10 [1.06-1.13],0.001,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-HDL-C%,1.10 [1.06-1.13],0.003,**,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-TG,1.10 [1.06-1.13],0.009,**,Triglycerides in VLDL
XL-VLDL-P,1.10 [1.06-1.13],0.005,**,Concentration of Very Large VLDL Particles
XL-VLDL-L,1.10 [1.06-1.13],0.009,**,Total-Lipids in Very Large VLDL
S-VLDL-TG,1.09 [1.06-1.13],0.015,*,Triglycerides in Small VLDL
L-VLDL-TG,1.09 [1.06-1.13],0.021,*,Triglycerides in Large VLDL
XXL-VLDL-FC,1.09 [1.05-1.13],0.039,*,Free Cholesterol in Chylomicrons and Extremely Large VLDL
LA%,0.91 [0.88-0.94],0.023,*,Linoleic Acid to Total-Fatty Acids percentage
SFA,0.91 [0.88-0.94],0.009,**,Saturated Fatty Acids
Total-FA,0.91 [0.88-0.94],0.001,**,Total-Fatty Acids
S-LDL-PL,0.91 [0.88-0.94],8.901e-04,***,Phospholipids in Small LDL
S-LDL-CE,0.91 [0.88-0.94],8.939e-04,***,Cholesteryl Esters in Small LDL
S-HDL-PL%,0.91 [0.88-0.94],0.001,**,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-P,0.90 [0.87-0.94],8.192e-04,***,Concentration of Medium LDL Particles
S-LDL-L,0.90 [0.87-0.93],4.301e-04,***,Total-Lipids in Small LDL
M-VLDL-FC,0.90 [0.87-0.93],4.051e-04,***,Free Cholesterol in Medium VLDL
XXL-VLDL-C%,0.90 [0.87-0.93],0.002,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE,0.90 [0.87-0.93],1.846e-04,***,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.90 [0.87-0.93],1.065e-04,***,Phospholipids in Medium LDL
S-VLDL-FC,0.90 [0.87-0.93],1.281e-04,***,Free Cholesterol in Small VLDL
XL-HDL-CE%,0.90 [0.87-0.93],5.687e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.90 [0.87-0.93],6.201e-04,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-L,0.90 [0.87-0.93],1.173e-05,***,Total-Lipids in Medium LDL
VLDL-CE,0.90 [0.87-0.93],9.790e-06,***,Cholesteryl Esters in VLDL
S-LDL-C,0.89 [0.86-0.92],2.429e-06,***,Cholesterol in Small LDL
IDL-FC%,0.89 [0.86-0.92],1.027e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-C,0.89 [0.86-0.92],2.364e-07,***,Cholesterol in Medium LDL
XS-VLDL-PL,0.89 [0.86-0.92],6.960e-07,***,Phospholipids in Very Small VLDL
PUFA%,0.89 [0.86-0.92],2.025e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LDL-P,0.89 [0.86-0.92],2.043e-07,***,Concentration of LDL Particles
S-LDL-FC%,0.89 [0.86-0.91],9.944e-10,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.88 [0.86-0.91],2.198e-10,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-P,0.88 [0.85-0.91],1.414e-09,***,Concentration of Large LDL Particles
S-HDL-FC%,0.87 [0.85-0.91],7.975e-09,***,Free Cholesterol to Total-Lipids in Small HDL percentage
ApoB,0.87 [0.85-0.90],1.622e-10,***,Apolipoprotein B
LDL-size,0.87 [0.85-0.90],4.608e-11,***,Average Diameter for LDL Particles
M-HDL-CE%,0.87 [0.85-0.90],2.873e-11,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Omega-3%,0.87 [0.84-0.90],8.523e-10,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA,0.87 [0.84-0.90],9.668e-12,***,Linoleic Acid
L-VLDL-C%,0.87 [0.84-0.90],2.570e-11,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-FC,0.87 [0.84-0.90],8.919e-12,***,Free Cholesterol in Small LDL
S-VLDL-CE%,0.87 [0.84-0.90],2.907e-13,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-HDL-PL%,0.87 [0.84-0.89],5.984e-16,***,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-L,0.87 [0.84-0.89],2.350e-12,***,Total-Lipids in Small HDL
XS-VLDL-P,0.86 [0.84-0.89],7.476e-12,***,Concentration of Very Small VLDL Particles
XS-VLDL-L,0.86 [0.83-0.89],4.389e-13,***,Total-Lipids in Very Small VLDL
Omega-3,0.86 [0.83-0.89],8.161e-12,***,Omega-3 Fatty Acids
S-HDL-P,0.86 [0.83-0.89],3.029e-13,***,Concentration of Small HDL Particles
S-HDL-CE,0.86 [0.83-0.89],1.415e-13,***,Cholesteryl Esters in Small HDL
M-LDL-FC,0.86 [0.83-0.89],3.496e-14,***,Free Cholesterol in Medium LDL
M-LDL-FC%,0.86 [0.83-0.88],2.226e-16,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL,0.86 [0.83-0.89],2.018e-14,***,Phospholipids in Small HDL
LDL-CE,0.86 [0.83-0.88],1.122e-15,***,Cholesteryl Esters in LDL
M-VLDL-C,0.86 [0.83-0.88],7.305e-15,***,Cholesterol in Medium VLDL
LDL-PL,0.85 [0.83-0.88],6.762e-16,***,Phospholipids in LDL
LDL-L,0.85 [0.83-0.88],8.496e-17,***,Total-Lipids in LDL
XS-VLDL-FC,0.85 [0.82-0.88],2.998e-15,***,Free Cholesterol in Very Small VLDL
S-HDL-C,0.85 [0.82-0.88],1.663e-16,***,Cholesterol in Small HDL
DHA%,0.85 [0.82-0.88],1.001e-15,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6,0.85 [0.82-0.88],7.190e-18,***,Omega-6 Fatty Acids
LDL-C,0.85 [0.82-0.87],4.231e-19,***,LDL Cholesterol
L-HDL-CE%,0.84 [0.82-0.87],1.880e-24,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-VLDL-FC%,0.84 [0.81-0.87],2.586e-16,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Non-HDL-C,0.84 [0.81-0.87],1.898e-21,***,Total-Cholesterol Minus HDL-C
Remnant-C,0.84 [0.81-0.87],4.833e-21,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-FC,0.84 [0.81-0.87],2.350e-19,***,Free Cholesterol in Small HDL
PUFA,0.84 [0.81-0.87],2.979e-21,***,Polyunsaturated Fatty Acids
PUFA/MUFA,0.84 [0.81-0.87],3.493e-19,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-CE,0.84 [0.81-0.86],7.092e-22,***,Cholesteryl Esters in Large LDL
Total-L,0.83 [0.81-0.86],2.698e-23,***,Total-Lipids in Lipoprotein Particles
S-LDL-C%,0.83 [0.81-0.86],3.418e-25,***,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-CE%,0.83 [0.81-0.86],4.047e-21,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Clinical LDL-C,0.83 [0.81-0.86],1.019e-24,***,Clinical LDL Cholesterol
L-LDL-L,0.83 [0.81-0.86],7.768e-24,***,Total-Lipids in Large LDL
S-VLDL-C%,0.83 [0.80-0.86],8.840e-26,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-CE,0.83 [0.80-0.86],4.227e-23,***,Cholesteryl Esters in Medium VLDL
L-LDL-C,0.83 [0.80-0.85],2.128e-25,***,Cholesterol in Large LDL
M-HDL-C%,0.83 [0.80-0.85],7.527e-26,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-PL,0.83 [0.80-0.85],8.928e-25,***,Phospholipids in Large LDL
LDL-FC,0.82 [0.80-0.85],2.419e-25,***,Free Cholesterol in LDL
M-LDL-C%,0.82 [0.80-0.85],2.782e-32,***,Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-CE%,0.82 [0.79-0.85],8.541e-23,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-P,0.82 [0.79-0.85],3.355e-25,***,Concentration of IDL Particles
L-HDL-C%,0.82 [0.80-0.85],9.310e-34,***,Cholesterol to Total-Lipids in Large HDL percentage
