Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-TG%,1.29 [1.19-1.39],1.878e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
MUFA,1.27 [1.17-1.37],5.332e-04,***,Monounsaturated Fatty Acids
Total-TG,1.26 [1.17-1.36],6.534e-04,***,Total-Triglycerides
MUFA%,1.25 [1.15-1.36],0.029,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-TG,1.25 [1.16-1.35],0.002,**,Triglycerides in VLDL
S-HDL-TG,1.25 [1.16-1.34],6.482e-04,***,Triglycerides in Small HDL
TG/PG,1.24 [1.15-1.35],0.042,*,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG,1.24 [1.15-1.34],0.003,**,Triglycerides in Very Large VLDL
Total-FA,1.24 [1.15-1.34],0.016,*,Total-Fatty Acids
VLDL-size,1.24 [1.14-1.34],0.044,*,Average Diameter for VLDL Particles
S-VLDL-TG,1.24 [1.15-1.33],0.002,**,Triglycerides in Small VLDL
XL-VLDL-L,1.24 [1.15-1.33],0.005,**,Total-Lipids in Very Large VLDL
SFA,1.24 [1.14-1.34],0.023,*,Saturated Fatty Acids
M-VLDL-TG,1.24 [1.15-1.33],0.003,**,Triglycerides in Medium VLDL
L-VLDL-L,1.23 [1.14-1.33],0.007,**,Total-Lipids in Large VLDL
VLDL-L,1.23 [1.14-1.33],0.015,*,Total-Lipids in VLDL
L-VLDL-TG,1.23 [1.14-1.33],0.006,**,Triglycerides in Large VLDL
L-VLDL-PL,1.23 [1.14-1.33],0.007,**,Phospholipids in Large VLDL
XL-VLDL-P,1.23 [1.14-1.32],0.008,**,Concentration of Very Large VLDL Particles
S-LDL-TG,1.23 [1.14-1.32],0.006,**,Triglycerides in Small LDL
L-VLDL-P,1.23 [1.14-1.32],0.012,*,Concentration of Large VLDL Particles
M-LDL-TG,1.22 [1.14-1.31],0.011,*,Triglycerides in Medium LDL
LDL-TG,1.22 [1.14-1.31],0.012,*,Triglycerides in LDL
XL-VLDL-PL,1.22 [1.13-1.31],0.026,*,Phospholipids in Very Large VLDL
XS-VLDL-TG,1.22 [1.14-1.31],0.009,**,Triglycerides in Very Small VLDL
L-VLDL-FC,1.22 [1.13-1.31],0.030,*,Free Cholesterol in Large VLDL
L-LDL-TG,1.21 [1.13-1.30],0.035,*,Triglycerides in Large LDL
M-LDL-FC%,0.82 [0.76-0.89],0.144,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.81 [0.75-0.89],0.380,,Cholesterol to Total-Lipids in Large HDL percentage
PUFA%,0.81 [0.75-0.88],0.193,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.79 [0.73-0.86],0.014,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6%,0.78 [0.72-0.85],2.950e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
